key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!ovn_fimir
fim_bog_beast	0	0	65	45	3.0000	axe	creatures_claws	medium	4	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	3.6000		false
fim_bog_octopus	0	17	145	375	8.0000	axe	creatures_claws	large	5	1.0000	1.2500	0.0000	false		5	5	3.2000		false
fim_boglar_spear	9	0	15	4	1.0000	spear	spear		1	1.0000	0.5000	0.0000	false	wh_main_unit_contact_poison	0	10	4.3000		false
fim_daemonomaniac	30	0	100	400	6.0000	axe	axe_huge	large	5	1.0000	1.2500	1.0000	true		0	10	4.0000		false
fim_death_quest	0	6	30	9	1.0000	axe	club		1	1.0000	0.7500	0.0000	false		0	10	3.9000		false
fim_fianna_axe	0	0	32	68	2.0000	axe	axe	medium	4	1.3000	1.0000	0.0000	true	wh_dlc06_unit_contact_sundered_armour	0	10	3.8000		false
fim_flaithmor_dual_axes	8	0	30	13	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false		0	10	3.9000		false
fim_moor_hound_fangs	0	0	17	3	1.0000	knife	creatures_claws		1	1.0000	0.7500	0.0000	true		0	10	4.3000		false
fim_nuckelavee_sword	0	0	14	38	1.0000	sword	sword		1	1.0000	0.7500	1.0000	true		0	10	4.3000		false
fim_shearl	0	0	28	8	1.0000	axe	club		1	1.0000	0.7500	0.0000	false		0	10	3.9000		false
fim_shearl_spear	14	0	24	6	1.5000	spear	spear		1	1.0000	0.7500	0.0000	false		0	10	3.9000		false
fim_swamp_daemons	0	0	42	14	2.0000	axe	creatures_claws		1	1.0000	0.7500	0.0000	true	wh_main_unit_contact_poison	0	10	4.3000		false
