key	type	walk_speed	run_speed	acceleration	deceleration	charge_speed	charge_distance_commence_run	charge_distance_adopt_charge_pose	charge_distance_pick_target	radius	shape	radii_ratio	mass	height	fire_arc_close	turn_speed	hit_points	allow_turn_to_move_anim	allow_static_turn_anim	min_turning_speed	fly_speed	flying_charge_speed	size	strafe_speed	gradient_strategy	audio_entity_type	combat_reaction_radius	entity_effects	hit_reactions_ignore_chance	knock_interrupts_ignore_chance	soft_collision_offset_z	can_climb_ladder_and_stair_pipes	projectile_intersection_radius_ratio	projectile_penetration_speed_change	projectile_penetration_resistance	aura_vfx	porthole_camera	min_tracking_ratio	max_tracking_ratio	vfx_filter_id	can_cast_projectile	porthole_composite_scene	has_blood	can_dismember	combat_camera_shake	dismember_head_alive_hp_ratio	dismember_arms_alive_hp_ratio	jump_attack_chance	locomotion_constants	enable_engine_crew_turn_in_movement_direction	dealt_collision_knocked_flying_threshold_multiplier	dealt_collision_knocked_down_threshold_multiplier	dealt_collision_knocked_back_threshold_multiplier	anim_lod_distance_multiplier	size_for_animation_lod	leaves_collision_when_dies	stop_before_turn
#battle_entities_tables;39;db/battle_entities_tables/!!!pwner1_wh3_ete_unit_pack
chs_dragon	giant	3.0000	6.5000	6.0000	10.0000	9.5000	35.0000	28.0000	35.0000	4.5000	capsule	0.4500	3500.0000	4.5000	120.0000	140.0000	8	true	true	0.0000	9.5000	12.5000	very_large	1.5000	rotation_x	wh_dragon_large_default	6.0000	war_beast_effects	70	60	0.0000	false	1.1000	0.7500	5			0.0000	1.4500	24	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
chs_dragon_tze	giant	3.0000	6.5000	6.0000	8.0000	9.5000	35.0000	28.0000	35.0000	4.5000	capsule	0.4500	3500.0000	4.0000	120.0000	100.0000	8	true	true	0.0000	8.0000	12.5000	very_large	1.5000	rotation	wh_dlc_dragon_large_2_heads_chaos	6.0000	war_beast_effects	70	50	0.0000	false	1.0000	0.7500	5			0.0000	1.4500	2	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
sla_dragon	giant	3.4000	7.8000	6.0000	8.0000	10.5000	35.0000	28.0000	35.0000	4.5000	capsule	0.4500	3200.0000	4.5000	120.0000	140.0000	8	true	true	0.0000	11.0000	13.5000	very_large	1.5000	rotation	wh_dragon_large_default	6.0000	war_beast_effects	50	50	0.0000	false	1.0000	0.7500	5			0.0000	1.4500	24	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	25	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh2_dlc09_tmb_mon_ushabti_ete	giant	2.0000	5.4000	4.0000	4.0000	7.8000	40.0000	35.0000	35.0000	1.0000	circle	1.0000	1800.0000	3.2000	60.0000	80.0000	8	true	true	0.0000	0.0000	0.0000	large	1.0000	ignore	wh_troll	5.0000	monstrous_infantry_effects	75	75	0.0000	false	0.8000	0.7500	3			0.5000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	35	large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh2_dlc11_cst_cha_mourngul_haunter_blood_ete	giant	2.2000	5.4000	4.0000	5.0000	8.6000	45.0000	35.0000	35.0000	2.0000	capsule	0.9000	2500.0000	3.6000	60.0000	80.0000	8	true	true	0.0000	0.0000	0.0000	large	1.0000	ignore	none	4.0000	monstrous_infantry_effects	55	40	0.0000	false	1.0000	0.8000	4			0.5000	1.4500	59	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	25	large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh2_main_def_infantry_hero_blood_ete	man	1.5000	3.6000	3.0000	4.0000	4.4000	35.0000	30.0000	30.0000	0.7000	circle	1.0000	400.0000	2.2000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh_human_male	2.0000	infantry_light_effects	70	40	0.0000	true	1.0000	0.9000	1			0.5000	1.6000	0	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	70	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh2_main_hef_mnt_barded_steed_dragon_princes_ete	horse	2.0000	8.4000	7.0000	7.0000	10.8000	35.0000	30.0000	30.0000	1.4000	ellipse	0.5000	1500.0000	2.0000	360.0000	120.0000	8	true	true	1.0000	0.0000	0.0000	medium	3.0000	rotation_x	wh_horse_segmented	0.0000	cavalry_effects	50	25	0.0000	false	1.0000	0.8500	3			0.5000	1.4500	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh2_main_infantry_standard_hero_blood_loremaster_ete	man	1.5000	3.6000	3.0000	4.0000	4.4000	35.0000	30.0000	30.0000	0.7000	circle	1.0000	800.0000	2.2000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh_human_male	2.0000	infantry_light_effects	75	75	0.0000	true	1.0000	0.9000	1	wh_main_generic_character_aura		0.5000	1.6000	0	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	70	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_dlc20_chs_cha_hero_mnur	man	1.5000	3.3000	2.0000	4.0000	4.0000	35.0000	30.0000	30.0000	0.7500	circle	1.0000	1000.0000	2.2000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh_human_male	2.0000	infantry_light_effects	70	40	0.0000	true	1.0000	0.9000	1	wh_main_generic_character_aura		0.5000	1.6000	1	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	70	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_dlc20_chs_infantry_forsaken_msla_blood_dismembers_ete	man	1.5000	5.1000	4.0000	5.0000	5.5000	35.0000	30.0000	30.0000	0.7000	circle	1.0000	1000.0000	2.1000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh_dlc_chaos_forsaken	2.0000	infantry_light_effects	70	80	0.0000	true	1.0000	0.9000	2			0.5000	1.4500	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	35	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_dlc25_dwf_mnt_veh_thunderbarge	giant	2.0000	3.0000	5.0000	8.0000	3.0000	30.0000	25.0000	25.0000	10.0000	capsule	0.4000	20000.0000	21.0000	360.0000	15.0000	8	true	true	0.0000	3.0000	3.2000	very_large	1.0000	ignore_and_disable_banking	wh3_dlc25_dwf_war_machine_thunderbarge	0.0000	hovering_effects	0	0	0.0000	false	1.1000	0.8000	20			0.0000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	hovering_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_dlc25_nur_mon_toad_dragon_ete	giant	3.0000	6.0000	3.0000	5.0000	12.0000	40.0000	35.0000	35.0000	5.0000	capsule	0.5000	9000.0000	7.2000	60.0000	90.0000	8	true	true	0.0000	0.0000	0.0000	very_large	1.0000	rotation_x	wh3_dlc25_nur_toad_dragon	7.0000	giant_effects	70	70	0.0000	false	1.0000	0.7500	5			0.5000	1.4500	2	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	5	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_dlc26_ogr_blood_vultures_ete	giant	3.0000	8.0000	8.0000	10.0000	9.0000	35.0000	35.0000	35.0000	0.7500	circle	1.0000	80.0000	1.6000	120.0000	180.0000	8	true	true	1.0000	10.0000	12.0000	small	1.0000	ignore	wh3_dlc26_ogr_blood_vulture	0.0000	infantry_light_effects	0	0	0.0000	false	1.2000	0.9000	2			0.0000	1.4500	38	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	30	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_dlc27_hef_mon_merwyrm_ete_1	giant	3.7000	7.0000	6.5000	7.5000	8.1000	45.0000	40.0000	35.0000	7.5000	capsule	0.4200	8000.0000	8.0000	60.0000	70.0000	8	true	true	0.0000	0.0000	0.0000	very_large	1.0000	rotation_x	wh3_dlc25_nur_toad_dragon	10.0000	giant_effects	35	35	1.5000	false	1.0000	0.7500	5			0.5000	1.4500	11	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	10	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_main_nur_infantry_forsaken_blood_dismembers_ete	man	1.5000	4.6000	4.0000	5.0000	5.0000	35.0000	30.0000	30.0000	0.7000	circle	1.0000	1000.0000	2.1000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh_dlc_chaos_forsaken	2.0000	infantry_light_effects	70	80	0.0000	true	1.0000	0.9000	2			0.5000	1.4500	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	35	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_main_ogr_mon_sabretusk_blood_ete	horse	1.7000	9.5000	5.5000	6.5000	12.0000	45.0000	35.0000	25.0000	1.2000	capsule	0.5000	450.0000	1.9000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	medium	3.0000	rotation_x	wh3_ogr_sabretusk	2.0000	cavalry_effects	15	15	0.0000	false	1.0000	0.8500	3			0.5000	1.4500	100	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh_dlc01_chs_infantry_forsaken_blood_dismembers_ete	man	1.5000	4.6000	4.0000	5.0000	5.0000	35.0000	30.0000	30.0000	0.7000	circle	1.0000	1000.0000	2.1000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh_dlc_chaos_forsaken	2.0000	infantry_light_effects	70	80	0.0000	true	1.0000	0.9000	2			0.5000	1.4500	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	35	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
