unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
#main_units_tables;7;db/main_units_tables/!!!!!!!2xunitsize_compat_ovn_grudgebringers
allor		-1	hero	1	false	allor	1	1	250	wh_main_shp_transport	1	1	1	1000	250	medium		0	false	wh_main_vo_culture_Empire	allor	0	true	emp_general_foot		true		250.0000	0.0000	false	vo_culture_None	true	vo_actor_Empire_dlc03_AmberWizard	0	true	false	1	false	false		0.0000	false	1	false
allor_griffon		-1	hero	1	false	allor_griffon	1	0	1300	wh_main_shp_transport	1	1	1	1300	313	medium		0	false	wh_main_vo_culture_Empire	wizard_beasts_flying_monster	0	true	emp_general_foot	wh_dlc03_cam_mnt_emp_amber_wizard_griffon	true		1300.0000	0.0000	true	vo_culture_None	true	vo_actor_Empire_dlc03_AmberWizard	0	true	false	1	false	false		0.0000	false	1	false
azguz_bloodfist_dwarf_warriors		1	melee_infantry	1	false	azguz_bloodfist_dwarf_warriors	200	1	700	wh_main_shp_transport	1	1	100	700	175	heavy		0	false	wh_main_vo_culture_Dwarf	azguz_bloodfist_dwarf_warriors	2	false	dwf_warrior_30_degrees		false		700.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Dwarf_Infantry	0	true	false	1	false	false		0.0000	true	1	false
black_avangers		1	melee_infantry	1	false	black_avangers	320	1	425	wh_main_shp_transport	1	1	160	425	106	medium		0	false	wh_main_vo_culture_Empire	black_avangers	2	false	emp_soldier_15_degrees		false		425.0000	0.0000	false	vo_culture_None	false	wh2_dlc11_vo_actor_Generic_Human	0	true	false	1	false	false		0.0000	true	1	false
black_grail_knights		1	melee_cavalry	1	false	black_grail_knights	120	1	2250	wh_main_shp_transport	1	1	60	2250	563	very_heavy		0	false	wh_main_vo_culture_Skeleton	black_grail_knights	5	false	emp_reiksguard		false		2250.0000	0.0000	false	wh_main_vo_culture_Vampire_Creature_Order_Giver	false	wh_main_vo_actor_Vampire_WightKing	0	false	false	1	false	false		0.0000	true	1	false
boris_von_raukov_4th_nuln_halberdiers		1	melee_infantry	1	false	boris_von_raukov_4th_nuln_halberdiers	240	1	825	wh_main_shp_transport	1	1	120	825	206	medium		0	false	wh_main_vo_culture_Empire	boris_von_raukov_4th_nuln_halberdiers	2	false	emp_soldier_15_degrees		false		825.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	1	false	false		0.0000	true	1	false
carlsson_cavalry		1	melee_cavalry	1	false	carlsson_cavalry	120	1	900	wh_main_shp_transport	1	1	60	900	225	medium		0	false	wh_main_vo_culture_Bretonnian	carlsson_cavalry	2	false	emp_reiksguard		false		900.0000	0.0000	false	vo_culture_None	false	wh2_dlc11_vo_actor_Generic_Human	0	true	false	1	false	false		0.0000	true	1	false
carlsson_guard		1	melee_infantry	1	false	carlsson_guard	240	1	550	wh_main_shp_transport	1	1	120	550	138	medium		0	false	wh_main_vo_culture_Bretonnian	carlsson_guard	2	false	emp_soldier_15_degrees		false		550.0000	0.0000	false	vo_culture_None	false	wh2_dlc11_vo_actor_Generic_Human	0	true	false	1	false	false		0.0000	true	1	false
ceridan		-1	hero	1	false	ceridan	1	1	700	wh_main_shp_transport	1	1	1	700	175	heavy		0	false	wh2_main_vo_culture_High_Elves	ceridan	0	true	hef_general_foot		true		700.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Prince	0	true	false	1	false	false		0.0000	false	1	false
