unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
#main_units_tables;7;db/main_units_tables/!!!!!!!2xunitsize_compat_pwner1_wh3_ete_unit_pack
10tze		-1	monster	3	false	10tze	8	0	5333	wh_main_shp_transport	1	1	1	5250	1500	heavy		0	true	wh3_main_vo_culture_Tzeentch	wh3_main_tze_lord_of_change	5	true	chs_lord_of_change		false		6000.0000	0.0000	true	vo_culture_None	false	wh3_main_vo_actor_Tzeentch_Lord_Of_Change	0	true	true	0	false	false		800.0000	true	1	false
11tze		1	monster	3	false	11tze	8	0	6400	wh_main_shp_transport	1	1	1	6400	2100	heavy		0	true	wh3_main_vo_culture_DaemonPrince	monster_generic	5	true	dae_dp		false		3000.0000	0.0000	true	vo_culture_None	true	wh3_main_vo_actor_DaemonPrince_Generic_Tzeentch	0	true	false	0	false	false		1000.0000	true	1	true
12dae	wh3_main_dae_garrison_major_3	-1	monster	3	false	12dae	8	0	8000	wh_main_shp_transport	1	1	1	8000	2133	heavy		0	true	wh3_main_vo_culture_DaemonPrince	monster_generic	5	true	dae_dp		false		3000.0000	0.0000	true	vo_culture_None	false	wh3_main_vo_actor_DaemonPrince_DaemonPrince	0	true	false	0	false	false		0.0000	true	1	false
1dae		1	monster	3	false	1dae	8	0	7467	wh_main_shp_transport	1	1	1	7467	1867	heavy		0	true	wh3_main_vo_culture_DaemonPrince	monster_generic	5	true	dae_dp		false		3000.0000	0.0000	true	vo_culture_None	true	wh3_main_vo_actor_DaemonPrince_DaemonPrince	0	true	false	0	false	false		0.0000	true	1	true
1wyrm	wh_main_nor_worship_2	-1	monster	3	false	1wyrm	8	0	4267	wh_main_shp_transport	1	1	1	4267	800	very_heavy		0	true	wh_dlc08_vo_culture_Norsca	wh_dlc08_nor_frost_wyrm	5	true	nor_frost_wyrm		false		3000.0000	0.0000	true	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder	0	true	false	0	false	false		0.0000	true	1	false
2dae		1	monster	3	false	2dae	8	0	6667	wh_main_shp_transport	1	1	1	6667	1500	heavy		0	true	wh3_main_vo_culture_DaemonPrince	monster_generic	5	true	dae_dp		false		3000.0000	0.0000	true	vo_culture_None	true	wh3_main_vo_actor_DaemonPrince_DaemonPrince	0	true	false	0	false	false		0.0000	true	1	true
2mammoth		-1	monster	3	false	2mammoth	16	0	7200	wh_main_shp_transport	1	1	1	7200	1700	super_heavy		0	true	wh_dlc08_vo_culture_Norsca	nor_mammoth	5	true	nor_war_mammoth		false		3000.0000	0.0000	true	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder	0	true	false	0	false	false		0.0000	true	1	false
3dae		-1	missile_infantry	3	false	3dae	8	0	4500	wh_main_shp_transport	1	1	1	4500	1250	very_heavy		0	true	wh3_main_vo_culture_Nur_Soul_Grinder	wh3_main_soul_grinder_missile	4	true	nur_soul_grinder		false		1000.0000	800.0000	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	2	false	false		0.0000	true	1	false
3manticore		1	monster	2	false	3manticore	8	0	4267	wh_main_shp_transport	1	1	1	4267	800	heavy		0	true	wh_main_vo_culture_Chaos	wh2_dlc17_bst_manticore	5	true	bst_manticore		false		3000.0000	0.0000	true	vo_culture_None	true	wh3_dlc20_vo_actor_Chaos_Warrior	0	true	false	0	false	false		0.0000	true	1	true
3manticore_kho		-1	monster	2	false	3manticore_kho	8	0	3850	wh_main_shp_transport	1	1	60	3850	700	heavy		0	true	wh3_main_vo_culture_Khorne	cavalry_axe	4	true	wh3_dlc25_nur_chaos_sorcerer_lord_rot_beast	wh3_dlc26_com_mnt_kho_flesh_hound	false		3000.0000	0.0000	true	vo_culture_None	false	wh3_dlc20_vo_actor_Chaos_Warrior	0	true	false	0	false	false		0.0000	true	1	false
3manticore_nur		-1	monster	2	false	3manticore_nur	8	0	3850	wh_main_shp_transport	1	1	60	3850	700	heavy		0	true	wh3_main_vo_culture_Nurgle	nur_rot_knights	4	true	wh3_dlc_25_nur_cav_rot_knights		false		3000.0000	0.0000	true	vo_culture_None	false	wh3_dlc20_vo_actor_Chaos_Warrior	0	true	false	0	false	false		0.0000	true	1	false
3manticore_sla		-1	monster	2	false	3manticore_sla	8	0	3850	wh_main_shp_transport	1	1	60	3850	700	heavy		0	true	wh3_main_vo_culture_Slaanesh	wh3_dlc27_pleasureseekers	4	true	wh3_dlc27_chaos_lord_slaanesh_daemonic_steed	wh3_dlc27_cam_mnt_sla_daemonic_steed_lord	false		3000.0000	0.0000	true	vo_culture_None	false	wh3_dlc20_vo_actor_Chaos_Warrior	0	true	false	0	false	false		0.0000	true	1	false
3manticore_tze		-1	monster	2	false	3manticore_tze	8	0	3850	wh_main_shp_transport	1	1	60	3850	700	heavy		0	true	wh3_main_vo_culture_Tzeentch	cavalry_disc	4	true	emp_reiksguard		false		3000.0000	0.0000	true	vo_culture_None	false	wh3_dlc20_vo_actor_Chaos_Warrior	0	true	false	0	false	false		0.0000	true	1	false
4dragon		-1	monster	3	false	4dragon	8	0	7733	wh_main_shp_transport	1	1	1	7733	1700	heavy		0	true	wh_main_vo_culture_Chaos	dragon	5	true	hef_dragon		false		3000.0000	0.0000	true	vo_culture_None	false	wh_main_vo_actor_Chaos_Infantry	0	true	false	0	false	false		0.0000	true	1	false
4dragon_kho		-1	monster	3	false	4dragon_kho	8	0	7733	wh_main_shp_transport	1	1	1	7733	1700	heavy		0	true	wh3_main_vo_culture_Khorne	dragon	5	true	hef_dragon		false		3000.0000	0.0000	true	vo_culture_None	false	wh3_dlc20_vo_actor_Chaos_Warrior	0	true	false	0	false	false		0.0000	true	1	false
4dragon_nur		-1	monster	3	false	4dragon_nur	8	0	7733	wh_main_shp_transport	1	1	1	7733	1700	heavy		0	true	wh3_main_vo_culture_Nurgle	dragon	5	true	hef_dragon		false		3000.0000	0.0000	true	vo_culture_None	false	wh3_dlc20_vo_actor_Chaos_Warrior	0	true	false	0	false	false		0.0000	true	1	false
4dragon_sla		-1	monster	3	false	4dragon_sla	8	0	7733	wh_main_shp_transport	1	1	1	7733	1700	heavy		0	true	wh3_main_vo_culture_Slaanesh	dragon	5	true	hef_dragon		false		3000.0000	0.0000	true	vo_culture_None	false	wh3_dlc20_vo_actor_Chaos_Warrior	0	true	false	0	false	false		0.0000	true	1	false
4dragon_tze		-1	monster	3	false	4dragon_tze	8	0	7733	wh_main_shp_transport	1	1	1	7733	1700	heavy		0	true	wh3_main_vo_culture_Tzeentch	dragon	5	true	hef_dragon		false		3000.0000	0.0000	true	vo_culture_None	false	wh3_dlc20_vo_actor_Chaos_Warrior	0	true	false	0	false	false		800.0000	true	1	false
4kho		-1	monster	3	false	4kho	8	0	7000	wh_main_shp_transport	1	1	1	7000	1650	heavy		0	true	wh3_main_vo_culture_Khorne	wh3_main_kho_bloodthirster	5	true	kho_general_15_degrees		false		6000.0000	0.0000	true	vo_culture_None	false	wh3_main_vo_actor_Khorne_Bloodthirster_Unit	0	false	false	0	false	false		0.0000	true	1	false
5kho		1	monster	3	false	5kho	8	0	7467	wh_main_shp_transport	1	1	1	7467	1500	heavy		0	true	wh3_main_vo_culture_DaemonPrince	monster_generic	5	true	dae_dp		false		3000.0000	0.0000	true	vo_culture_None	true	wh3_main_vo_actor_DaemonPrince_Generic_Khorne	0	true	false	0	false	false		0.0000	true	1	true
6nur		-1	monster	3	false	6nur	8	0	7000	wh_main_shp_transport	1	1	1	7000	1650	heavy		0	true	wh3_main_vo_culture_Nurgle	wh3_main_nur_great_unclean_one	5	true	nur_great_unclean_one		false		5000.0000	0.0000	true	vo_culture_None	false	wh3_main_vo_actor_Nurgle_Great_Unclean_One_Unit	0	false	false	0	false	false		0.0000	true	1	false
7nur		1	monster	3	false	7nur	8	0	7467	wh_main_shp_transport	1	1	1	7467	1867	heavy		0	true	wh3_main_vo_culture_DaemonPrince	monster_generic	5	true	dae_dp		false		3000.0000	0.0000	true	vo_culture_None	true	wh3_main_vo_actor_DaemonPrince_Generic_Nurgle	0	true	false	0	false	false		0.0000	true	1	true
8sla		-1	monster	3	false	8sla	8	0	7000	wh_main_shp_transport	1	1	1	7000	1650	heavy		0	true	wh3_main_vo_culture_Slaanesh	wh3_main_sla_keeper_of_secrets	5	true	sla_keeper_of_secrets		false		4000.0000	0.0000	true	vo_culture_None	false	wh3_main_vo_actor_Slaanesh_Keeper_Of_Secrets	0	false	true	0	true	false		0.0000	true	1	false
9sla		1	monster	3	false	9sla	8	0	7467	wh_main_shp_transport	1	1	1	7467	1500	heavy		0	true	wh3_main_vo_culture_DaemonPrince	monster_generic	5	true	dae_dp		false		3000.0000	0.0000	true	vo_culture_None	true	wh3_main_vo_actor_DaemonPrince_Generic_Slaanesh	0	true	false	0	false	false		0.0000	true	1	true
def_rider_1		-1	monstrous_cavalry	2	false	def_rider_1	8	0	3000	wh_main_shp_transport	1	1	1	3000	685	heavy		0	true	wh2_main_vo_culture_Dark_Elves	wh2_dlc17_bst_manticore	4	true	bst_manticore		false		1500.0000	0.0000	true	vo_culture_None	false	wh2_main_vo_actor_Dark_Elves_Witch_Elves_Inf	0	true	true	0	false	false		0.0000	true	1	false
def_rider_2		-1	monstrous_cavalry	2	false	def_rider_2	8	0	3350	wh_main_shp_transport	1	1	1	3350	815	heavy		0	true	wh2_main_vo_culture_Dark_Elves	wh2_dlc17_bst_manticore	4	true	bst_manticore		false		1500.0000	0.0000	true	vo_culture_None	true	wh2_dlc14_vo_actor_Dark_Elf_High_Beastmaster	0	true	true	0	false	false		0.0000	true	1	true
def_rider_3		-1	monstrous_cavalry	3	false	def_rider_3	8	0	5000	wh_main_shp_transport	1	1	1	5000	985	very_heavy		0	true	wh2_main_vo_culture_Dark_Elves	dragon	5	true	hef_dragon		false		2700.0000	500.0000	true	vo_culture_None	true	wh2_dlc14_vo_actor_Dark_Elf_Master	0	true	true	0	false	false		0.0000	true	1	true
def_rider_4		-1	monstrous_cavalry	3	false	def_rider_4	8	0	6300	wh_main_shp_transport	1	1	1	6300	1525	very_heavy		0	true	wh2_main_vo_culture_Dark_Elves	dragon	5	true	hef_dragon		false		3200.0000	0.0000	true	vo_culture_None	false	wh2_dlc14_vo_actor_Dark_Elf_High_Beastmaster	0	true	true	0	false	false		0.0000	true	1	false
hef_rider_1		-1	melee_cavalry	2	false	hef_rider_1	8	0	2200	wh_main_shp_transport	1	1	100	2200	650	heavy		0	true	wh2_main_vo_culture_High_Elves	shock_cavalry	4	true	emp_reiksguard		false		1800.0000	0.0000	true	vo_culture_None	false	wh2_main_vo_actor_High_Elves_Infantry	0	true	true	0	false	false		0.0000	true	1	false
hef_rider_2		1	monstrous_cavalry	3	false	hef_rider_2	8	0	6500	wh_main_shp_transport	1	1	100	6500	1815	heavy		0	true	wh2_main_vo_culture_High_Elves	dragon	5	true	hef_dragon		false		3500.0000	0.0000	true	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Mounted	0	true	true	0	false	false		0.0000	true	1	true
hef_rider_3		1	monstrous_cavalry	3	false	hef_rider_3	8	0	4200	wh_main_shp_transport	1	1	100	4200	1100	very_heavy		0	true	wh2_main_vo_culture_High_Elves	wh2_main_hef_phoenix_frost	5	true	hef_phoenix		false		1800.0000	0.0000	true	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Mounted	0	true	true	0	false	false		0.0000	true	1	true
hef_rider_4		-1	monstrous_cavalry	2	false	hef_rider_4	8	0	3000	wh_main_shp_transport	1	1	100	3800	975	very_heavy		0	true	wh2_main_vo_culture_High_Elves	wh2_main_hef_phoenix_fire	3	true	hef_phoenix		false		2600.0000	0.0000	true	vo_culture_None	false	wh2_main_vo_actor_High_Elves_Infantry	0	true	true	0	false	false		0.0000	true	1	false
hef_rider_5		-1	monstrous_cavalry	2	false	hef_rider_5	8	0	2200	wh_main_shp_transport	1	1	60	2200	550	heavy		0	true	wh2_main_vo_culture_High_Elves	wh_dlc05_wef_hawk_riders	3	true	hef_great_eagle		false		1700.0000	500.0000	true	vo_culture_None	false	wh_dlc05_vo_actor_Wood_Elves_Female_Units	0	true	true	0	false	false		0.0000	true	1	false
hef_rider_6		-1	monstrous_cavalry	3	false	hef_rider_6	8	0	4750	wh_main_shp_transport	1	1	1	4750	1250	very_heavy		0	true	wh2_main_vo_culture_High_Elves	dragon	5	true	hef_dragon		false		2700.0000	0.0000	true	vo_culture_None	false	wh2_main_vo_actor_High_Elves_Mounted	0	true	true	0	false	false		0.0000	true	1	false
hef_rider_7		1	melee_cavalry	3	false	hef_rider_7	8	0	5250	wh_main_shp_transport	1	1	60	6300	1525	very_heavy		0	true	wh2_main_vo_culture_High_Elves	cavalry	3	true	emp_reiksguard		false		2900.0000	0.0000	true	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Mounted	0	true	true	0	false	false		0.0000	true	1	true
hef_rider_8		-1	warmachine	3	false	hef_rider_8	240	0	2200	wh_main_shp_transport	1	1	60	2200	550	very_heavy		0	true	wh2_main_vo_culture_High_Elves	wh_dlc06_bolt_thrower	3	false	default		false		350.0000	1890.0000	true	vo_culture_None	false	wh2_main_vo_actor_High_Elves_Infantry	0	true	false	0	false	false		0.0000	true	1	false
lzd_rider_1		1	monster	3	false	lzd_rider_1	16	0	15000	wh_main_shp_transport	1	1	13	15000	925	heavy		0	true	wh2_main_vo_culture_Lizardmen	wh2_dlc17_lzd_dread_saurian	5	true	liz_dread_saurian		false		2200.0000	900.0000	true	vo_culture_None	true	wh2_dlc12_vo_actor_Lizardmen_Lord_Kroak	0	true	true	0	false	false		1200.0000	false	1	true
lzd_rider_2		1	monster	2	false	lzd_rider_2	8	0	3900	wh_main_shp_transport	1	1	1	3900	1275	heavy		0	true	wh2_main_vo_culture_Lizardmen	wh2_dlc17_lzd_carnosaur	4	true	liz_carnosaur		false		1300.0000	0.0000	true	vo_culture_None	true	wh2_main_vo_actor_Lizardmen_Saurus_Unit	0	true	true	0	false	false		0.0000	true	1	true
lzd_rider_3		-1	monster	3	false	lzd_rider_3	8	0	3000	wh_main_shp_transport	1	1	60	3000	750	heavy		0	true	wh2_main_vo_culture_Lizardmen	wh2_dlc17_lzd_carnosaur	4	true	liz_carnosaur		false		2200.0000	0.0000	true	vo_culture_None	false	wh2_main_vo_actor_Lizardmen_Saurus_Scar_Veteran	0	true	true	0	false	false		0.0000	true	1	false
lzd_rider_4		-1	monster	3	false	lzd_rider_4	8	0	3900	wh_main_shp_transport	1	1	1	3900	1275	heavy		0	true	wh2_main_vo_culture_Lizardmen	wh2_dlc17_lzd_bastiladon	4	true	liz_bastiladon		false		2000.0000	0.0000	true	vo_culture_None	false	wh2_dlc12_vo_actor_Lizardmen_Lord_Kroak	0	true	true	0	false	false		1200.0000	false	1	false
lzd_rider_5		-1	monster	3	false	lzd_rider_5	8	0	4200	wh_main_shp_transport	1	1	1	4200	995	heavy		0	true	wh2_main_vo_culture_Lizardmen	wh2_dlc17_lzd_troglodon	4	true	liz_carnosaur		false		2000.0000	0.0000	true	vo_culture_None	false	wh2_dlc17_vo_actor_Lizardmen_Skink_Oracle	0	true	true	0	false	false		0.0000	true	1	false
lzd_rider_6		-1	monster	3	false	lzd_rider_6	8	0	3600	wh_main_shp_transport	1	1	4	3600	900	heavy		0	true	wh2_main_vo_culture_Lizardmen	wh2_dlc17_lzd_bastiladon_engine	3	true	liz_bastiladon		false		650.0000	2000.0000	true	vo_culture_None	false	wh2_main_vo_actor_Lizardmen_Skink_Unit	0	true	true	0	false	true		0.0000	true	1	false
vmp_rider_1		1	monster	3	false	vmp_rider_1	8	0	7000	wh_main_shp_transport	1	1	1	7000	1600	heavy		0	true	wh_main_vo_culture_Vampire	dragon	5	true	hef_dragon		false		2200.0000	0.0000	true	vo_culture_None	true	wh_dlc02_vo_actor_Vampire_BloodKnight	0	true	false	0	false	false		0.0000	true	1	true
vmp_rider_2		1	monster	3	false	vmp_rider_2	8	0	7000	wh_main_shp_transport	1	1	60	7000	1600	heavy		0	true	wh2_dlc11_vo_culture_Vampire_Coast	dragon	5	true	hef_dragon		false		1300.0000	0.0000	true	vo_culture_None	true	wh2_dlc11_vo_actor_VampireCoast_Depth_Guard	0	true	false	0	false	false		0.0000	true	1	true
vmp_rider_3		-1	monster	3	false	vmp_rider_3	8	0	5600	wh_main_shp_transport	1	1	1	5600	1400	heavy		0	true	wh_main_vo_culture_Terrorgheist	dragon	5	true	vamp_terrorgheist		false		2200.0000	0.0000	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	true	0	false	false		0.0000	true	1	false
vmp_rider_4		-1	monster	3	false	vmp_rider_4	8	0	5600	wh_main_shp_transport	1	1	1	5600	1400	heavy		0	true	wh_main_vo_culture_Terrorgheist	dragon	5	true	vamp_terrorgheist		false		6000.0000	0.0000	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	true	0	false	false		0.0000	true	1	false
vmp_rider_5		-1	monster	3	false	vmp_rider_5	40	0	7000	wh_main_shp_transport	1	1	5	7000	1400	very_heavy		0	true	wh2_dlc11_vo_culture_Necrofex_Colossus	monster_artillery	5	true	cst_necrofex		false		6000.0000	2500.0000	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	true	0	false	false		0.0000	true	1	false
wef_rider_1		1	monstrous_cavalry	2	false	wef_rider_1	24	0	2800	wh_main_shp_transport	2	2	2	2800	625	heavy		0	true	wh_dlc05_vo_culture_Wood_Elves	wh_dlc05_wef_hawk_riders	3	true	hef_great_eagle		false		1900.0000	800.0000	true	vo_culture_None	true	wh_dlc05_vo_actor_Wood_Elves_Wildrider	0	true	true	0	true	false		0.0000	true	1	true
wef_rider_2		1	monstrous_cavalry	3	false	wef_rider_2	24	0	6400	wh_main_shp_transport	2	2	2	6400	1650	very_heavy		0	true	wh_dlc05_vo_culture_Wood_Elves	dragon	5	true	hef_dragon		false		1450.0000	1000.0000	true	vo_culture_None	true	wh_dlc05_vo_actor_Wood_Elves_Wildrider	0	true	true	0	true	false		0.0000	true	1	true
wef_rider_3	wh_dlc05_wef_flying_2	-1	monstrous_cavalry	2	false	wef_rider_3	8	0	2200	wh_main_shp_transport	1	1	1	2200	515	heavy		0	true	wh_dlc05_vo_culture_Wood_Elves	wh_dlc05_wef_hawk_riders	3	true	hef_great_eagle		false		1700.0000	500.0000	true	wh_dlc05_vo_culture_Wood_Elves	false	wh_dlc05_vo_actor_Wood_Elves_Wildrider	0	true	true	0	false	false		0.0000	true	1	false
wef_rider_4	wh_dlc05_wef_cavalry_2	-1	monstrous_cavalry	3	false	wef_rider_4	8	0	6200	wh_main_shp_transport	1	1	1	6200	1400	very_heavy		0	true	wh_dlc05_vo_culture_Wood_Elves	dragon	5	true	hef_dragon		false		1100.0000	1100.0000	true	wh_dlc05_vo_culture_Wood_Elves	false	wh_dlc05_vo_actor_Wood_Elves_Wildrider	0	true	true	0	false	false		0.0000	true	1	false
wh2_dlc09_tmb_art_screaming_skull_catapult_0_ete	wh2_dlc09_tmb_infantry_1	0	warmachine	3	false	wh2_dlc09_tmb_art_screaming_skull_catapult_0_ete	320	0	2500	wh_main_shp_transport	1	1	44	0	0	very_heavy		0	true	wh2_dlc09_vo_culture_Tomb_Kings	catapult	5	false	tmb_skeleton_warriors		false		80.0000	720.0000	true	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	0	false	false		0.0000	true	1	false
wh2_dlc09_tmb_cav_necropolis_knights_1_ete		1	monstrous_cavalry	3	false	wh2_dlc09_tmb_cav_necropolis_knights_1_ete	8	0	3000	wh_main_shp_transport	1	1	24	0	0	medium		0	true	wh2_dlc09_vo_culture_Tomb_Kings	wh2_dlc09_tmb_necroserpent_halberd	5	false	tmb_necro_knights		false		1450.0000	0.0000	false	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	0	false	false		0.0000	true	1	false
wh2_dlc09_tmb_cav_necropolis_knights_ror_ete		1	monstrous_cavalry	2	false	wh2_dlc09_tmb_cav_necropolis_knights_ror_ete	8	1	1700	wh_main_shp_transport	1	1	24	0	0	medium		0	true	wh2_dlc09_vo_culture_Tomb_Kings	wh2_dlc09_tmb_necroserpent_spear	4	false	tmb_necro_knights		false		1700.0000	0.0000	false	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	true	wh_main_vo_actor_default	0	false	false	1	false	false		0.0000	true	1	true
wh2_dlc09_tmb_cav_nehekhara_horsemen_0_ete		0	melee_cavalry	2	false	wh2_dlc09_tmb_cav_nehekhara_horsemen_0_ete	8	0	1650	wh_main_shp_transport	1	1	60	0	0	heavy		0	true	wh2_dlc09_vo_culture_Tomb_Kings	cavalry_skeleton	5	false	emp_reiksguard		false		650.0000	0.0000	true	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	0	false	false		0.0000	true	1	false
wh2_dlc09_tmb_cav_nehekhara_horsemen_ror_ete		1	melee_cavalry	1	false	wh2_dlc09_tmb_cav_nehekhara_horsemen_ror_ete	8	1	1850	wh_main_shp_transport	1	1	60	0	0	heavy		0	true	wh2_dlc09_vo_culture_Tomb_Kings	cavalry_skeleton	5	false	emp_reiksguard		false		1000.0000	0.0000	true	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	true	wh_main_vo_actor_default	0	false	false	1	false	false		0.0000	true	1	true
wh2_dlc09_tmb_inf_nehekhara_warriors_0_ete		0	melee_infantry	2	false	wh2_dlc09_tmb_inf_nehekhara_warriors_0_ete	8	0	1525	wh_main_shp_transport	1	1	120	0	0	heavy		0	true	wh2_dlc09_vo_culture_Tomb_Kings	infantry_sword	5	false	tmb_general		false		525.0000	0.0000	false	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	0	false	false		0.0000	true	1	false
wh2_dlc09_tmb_inf_nehekhara_warriors_ror_ete		1	melee_infantry	1	false	wh2_dlc09_tmb_inf_nehekhara_warriors_ror_ete	8	0	1950	wh_main_shp_transport	1	1	120	0	0	heavy		0	true	wh2_dlc09_vo_culture_Tomb_Kings	infantry_sword	5	false	tmb_general		false		950.0000	0.0000	true	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	true	wh_main_vo_actor_default	0	false	false	0	false	false		0.0000	true	1	true
