key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!!!!!50meleeattackspeed_compat_shun_cth_unitpack
cth_guandao	6	0	14	30	2.0000	spear	halberd	small	4	1.2500	0.7500	0.0000	false	heavy_dao_strikes	0	10	1.9		false
cth_naginata	0	0	15	20	2.0000	lance	halberd		1	1.0000	0.7500	0.0000	false		0	10	1.9		false
cth_naginata_archers	10	0	12	18	2.0000	spear	halberd		1	1.0000	0.7500	0.0000	false		0	10	1.9		false
shun_azurestone_guardian	0	0	145	275	6.0000	axe	stone_club_medium	large	5	1.5000	1.2500	0.0000	false		0	10	1.75		false
shun_dragon_guard_skirmisher_mace	0	0	10	20	1.0000	axe	hammer		1	1.0000	1.0000	0.0000	false		0	10	2.0		false
shun_jade_lancer_lance_ror	10	0	9	21	2.0000	lance	halberd		1	1.0000	0.5000	0.0000	false		0	10	1.95		false
shun_jade_warrior_sword_ror	0	0	20	8	1.0000	sword	sword		1	1.0000	1.0000	0.0000	false	shocking_blades	0	10	2.1		false
shun_longma_riders_lance	8	0	19	11	2.0000	lance	lance	small	4	1.2500	0.7500	0.0000	false		0	10	1.9		false
shun_longma_skirmisher_mace	0	0	47	23	2.0000	axe	hammer	small	4	1.0000	0.7500	0.0000	false		0	10	2.0		false
shun_shieldmaidens_sword	0	0	25	11	1.0000	sword	sword		1	1.0000	1.0000	0.0000	false	wh_dlc08_unit_contact_frostbite	0	10	2.1		false
shun_tribesmen_axe	0	0	17	11	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false		0	10	2.15		false
