key	category	shot_type	explosion_type	spin_type	projectile_number	trajectory_sight	effective_range	minimum_range	max_elevation	muzzle_velocity	marksmanship_bonus	spread	damage	ap_damage	can_bounce	high_air_resistance	collision_radius	base_reload_time	calibration_distance	calibration_area	bonus_v_infantry	bonus_v_large	projectile_display	overhead_stat_effect	projectile_audio	shockwave_radius	can_damage_buildings	contact_stat_effect	gravity	burst_size	burst_shot_delay	mass	homing_params	first_person_params	ignition_amount	is_magical	can_target_airborne	can_damage_allies	fixed_elevation	projectile_penetration	expiry_range	is_beam_launch_burst	expire_on_impact	can_roll	trail_always_on	shots_per_volley	fired_by_mount	lock_on_multiple_fire_pos	prefer_central_targets	can_damage_vehicles	building_damage_multiplier	scaling_damage	is_spell	vegetation_ignore_time	missile_mirror_start_time	spawned_vortex	projectile_shot_type_display
#projectiles_tables;53;db/projectiles_tables/!!!!!!!double_projectile_velocity_compat_shun_cth_unitpack
bushi_bow	misc	small_arm_poison		none	1	dual_low_fixed	150	0	88	96.0	15.0000	0.0000	18	7	false	false	0.1000	12.0000	120.0000	3.1000	8	0	wh_dlc05_wef_hagbane_arrow		wh_bow_arrow_magical	-1.0000	false	yin_hex_arrows	-1.0000	1	0.0000	4.0000			0.0000	false	true	true	45	very_low	300	false	false	false	true	1	false	false	false	true	0.2500		false	0.9300	0.4000		onna_bushi_poison
bushi_bow_alternate	misc	small_arm_heavy		none	1	dual_low_fixed	150	0	88	96.0	15.0000	0.0000	15	10	false	false	0.1000	12.0000	120.0000	3.1000	0	10	wh_wef_waywatchers_arrow		wh_bow_arrow_magical	-1.0000	false	heavy_arrows	-1.0000	1	0.0000	4.0000			0.0000	false	true	true	45	very_low	300	false	false	false	false	1	false	false	false	true	0.2500		false	0.7400	0.4000		onna_bushi_heavy
shun_dragon_guard_cav_arrow	arrow	small_arm_default		none	1	dual_low_fixed	130	0	88	90.0	15.0000	0.0000	16	10	false	false	0.1000	11.0000	90.0000	4.0000	0	0	shun_warpstone_arrow		wh_bow_arrow_magical	-1.0000	false		-1.0000	1	0.0000	3.0000			0.0000	true	true	true	45	very_low_magic	300	false	false	false	false	1	false	false	false	true	0.2500		false	0.9300	0.4000		placeholder
shun_dragon_guard_cav_arrow_ror	arrow	small_arm_default		none	1	dual_low_fixed	120	0	88	150.0	20.0000	0.0000	11	15	false	false	0.1000	9.0000	80.0000	3.1000	0	0	shun_dune_striders_arrow_ror		wh_bow_arrow_magical	-1.0000	false		-1.0000	1	0.0000	3.0000			0.0000	true	true	true	45	low_magic	300	false	false	false	false	1	false	false	false	true	0.2500		false	0.5600	0.4000		placeholder
shun_flurry_flash_rocket	artillery	artillery_default	flurry_flash_rocket_explosion	none	1	low	400	20	65	144.0	13.0000	0.0000	69	30	false	false	0.2500	20.0000	240.0000	90.0000	0	0	flurry_flash_rockets		wh_helstorm_rocket	0.4000	true	moonfire_rocket	-1.0000	1	0.0000	1.0000			0.0000	true	true	true	45	low	800	false	false	false	false	7	true	false	false	true	2.0000		false	0.0000	0.4000		placeholder
shun_grand_cannon_ball	artillery	artillery_default		none	1	low	400	10	40	200.0	25.0000	0.0000	115	378	true	false	0.3000	22.0000	275.0000	8.5000	0	0	shun_grand_cannon_ball_ror		wh3_main_cth_grand_cannon_ball	0.3000	true	wh_main_unit_contact_morale	-1.0000	1	0.0000	350.0000			1.0000	true	true	true	45	very_high_low_entity	700	false	false	true	false	1	false	false	false	true	1.5000		false	0.0000	0.4000		placeholder
shun_matchlock_sam	musket	small_arm_default		none	1	low	155	0	88	200.0	10.0000	0.0000	10	24	false	false	0.0500	14.0000	100.0000	1.8000	0	0	wh3_dlc23_chd_blunderbuss		wh2_bullet_multi_impact_large	-1.0000	false	matchlock_sam_shot	-1.0000	1	0.0000	5.0000			0.0000	false	true	true	45	low	300	false	false	false	false	1	false	false	false	true	0.5000		false	0.4200	0.4000		placeholder
shun_quai_yin_crossbow_bolt	arrow	small_arm_default	shun_quai_yin_crossbow_explosion	none	1	dual_low_fixed	130	0	88	90.0	30.0000	0.0000	18	30	false	false	0.1000	11.0000	105.0000	5.1000	0	0	wh2_dlc16_talon_of_dusk_arrow		wh2_dlc16_arrow_talon_of_dusk	0.2000	false	wh3_dlc25_unit_contact_frostfire	-1.0000	1	0.0000	5.0000			1.0000	true	true	true	45	very_low_magic	300	false	false	false	false	1	false	false	false	true	0.2500		false	0.9000	0.4000		placeholder
shun_tribesmen_grenade	grenade	explosives	wh2_dlc11_cst_bomb_explosion	grenade_spin	1	dual_low_fixed	55	7	88	56.0	10.0000	0.0000	1	0	true	false	0.2000	10.0000	50.0000	2.0000	0	0	wh2_dlc11_cst_zombie_gunnery_grenade		wh2_dlc11_grenade	-1.0000	false		-1.0000	1	0.0000	3.0000			1.0000	false	false	true	55	very_low	-1	false	false	true	false	1	false	false	false	true	3.0000		false	1.5000	0.4000		placeholder
shun_tribesmen_javelin_projectile	javelin	small_arm_default		none	1	dual_low_fixed	90	0	75	80.0	10.0000	0.0000	15	5	false	false	0.1000	10.0000	40.0000	2.0000	0	12	shun_tribesmen_javelin_projectile		wh_javelin	-1.0000	false		-1.0000	1	0.0000	3.0000			0.0000	false	true	true	50	low	150	false	false	false	false	1	false	false	false	true	0.2500		false	1.0500	0.4000		placeholder
wh3_main_unit_abilities_sky_junk_bomb_moonfire	misc	artillery_explosive	wh3_main_unit_abilities_sky_junk_bomb_moonfire_explosion	none	1	low	10	0	5	-1.0000	5.0000	0.0000	0	0	false	true	0.3000	27.0000	2.0000	6.0000	0	0	wh_main_unit_abilities_gyrobomber_bomb_moonfire		wh3_main_unit_abilities_sky_junk_bomb	1.2000	true	wh3_dlc23_unit_contact_blinded	-1.0000	1	0.0000	10.0000			0.0000	true	false	true	45		-1	false	false	false	false	1	false	false	false	true	1.0000		false	-1.0000	0.4000		placeholder
