key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person	ar_unit_category	healing_power	spell_mastery	infinite_secondary_ammo	default_guard_mode
#land_units_tables;54;db/land_units_tables/!!!!!scm_motm
motm_ogr_pit_fighters	10	wh2_main_body_40	2100	inf_melee	40	inf_mel	motm_ogr_pit_fighters	hu13_wh3_ogre_sword_and_ironfist	wh3_main_ogr_monster_ogre_ironguts_blood	33	41	70	572		0	motm_ogr_pit_fighters		3	wh_missile_block_35_metal	motm_ogr_pit_fighters	wh_main_monstrous_trolls	trained			true	40.0000	1500.0000	motm_ogr_pit_fighters	60	80	0	vo_sel_ogr_ironfists	vo_sel_melee	vo_sel_culture	1.0000	large	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	false	true	false	false	medium	medium	domination_infantry			melee	1.0000	1.0000	false	false
motm_snarky_02	10	wh2_main_heavy_metal_90	2100	war_machine	48	chariot	motm_snarky	motm_snarky_02_invisible_01	wh_main_infantry_standard_blood_dismembers	29	24	73	7020	wh3_main_ogr_veh_rhinox_draft	1	wh3_main_ogr_rhinox_draught_chariot	wh3_dlc23_chd_veh_iron_daemon_flame_cannon_primary	2	none	motm_snarky	wh_main_chariot	trained	wh3_main_ogr_gnoblar_scraplauncher_ironblaster	motm_snarky_02	true	40.0000	1500.0000	motm_snarky_02	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0000	large	0	560	15	0	1	0	15	0	ranged_direct_highvalue	false	false	false	false	high	high	domination_characters		wh3_main_ogr_veh_ironblaster	artillery	1.0000	1.0000	false	false
um_ogr_araby_bulls_01	10	wh2_main_body_30	2100	inf_melee	40	inf_mel	um_ogr_araby_bulls_01	hu13_wh3_ogre_sword	wh3_main_ogr_monster_ogre_blood	28	26	60	325		0	wh3_main_ogr_ogre_sword		3	none	um_ogr_araby_bulls_01	wh_main_monstrous_trolls	trained			true	40.0000	1500.0000	um_ogr_araby_bulls_01	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	large	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	false	true	false	false	medium	medium	domination_infantry			melee	1.0000	1.0000	false	false
um_ogr_araby_bulls_02	10	wh2_main_body_30	2100	inf_melee	40	inf_mel	um_ogr_araby_bulls_02	hu13_wh3_ogre_dual_sword	wh3_main_ogr_monster_ogre_blood	28	26	60	325		0	wh3_main_ogr_ogre_dual_sword		3	none	um_ogr_araby_bulls_02	wh_main_monstrous_trolls	trained			true	40.0000	1500.0000	um_ogr_araby_bulls_02	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	large	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	false	true	false	false	medium	medium	domination_infantry			melee	1.0000	1.0000	false	false
um_ogr_araby_bulls_03	10	wh2_main_body_40	2100	inf_melee	40	inf_mel	um_ogr_araby_bulls_03	hu13_wh3_ogre_sword_and_ironfist	wh3_main_ogr_monster_ogre_blood	28	34	60	325		0	wh3_main_ogr_ogre_sword		3	wh_missile_block_35_metal	um_ogr_araby_bulls_03	wh_main_monstrous_trolls	trained			true	40.0000	1500.0000	um_ogr_araby_bulls_03	60	80	0	vo_sel_ogr_ironfists	vo_sel_melee	vo_sel_culture	1.0000	large	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	false	true	false	false	medium	medium	domination_infantry			melee	1.0000	1.0000	false	false
um_ogr_araby_bulls_cav_01	10	wh2_main_body_90	2100	cavalry	68	inf_mel	um_ogr_araby_bulls_cav_01	hu13_wh3_ogre_hq2_mournfang_sword_and_ironfist	wh3_main_ogr_monster_ogre_blood	36	30	60	632	um_ogr_araby_boar	12	wh3_main_ogr_ogre_mournfang_sword		2	none	um_ogr_araby_bulls_cav_01	wh3_main_ogr_mournfangs	trained			true	40.0000	1500.0000	um_ogr_araby_bulls_cav_01	60	80	0	vo_sel_ogr_mournfang_cavalry	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	0	0	0	0	0	0	melee_gatecrusher_flanker_shock	false	false	false	false	medium	medium	domination_cav			melee	1.0000	1.0000	false	false
um_ogr_araby_bulls_cav_02	10	wh2_main_body_100	2100	cavalry	68	inf_mel	um_ogr_araby_bulls_cav_02	hu13_wh3_ogre_hq2_mournfang_sword_and_ironfist	wh3_main_ogr_monster_ogre_blood	36	38	60	632	um_ogr_araby_boar	12	wh3_main_ogr_ogre_mournfang_sword		2	wh_missile_block_20_metal	um_ogr_araby_bulls_cav_02	wh3_main_ogr_mournfangs	trained			true	40.0000	1500.0000	um_ogr_araby_bulls_cav_02	60	80	0	vo_sel_ogr_mournfang_cavalry	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	0	0	0	0	0	0	melee_gatecrusher_flanker_shock	false	false	false	false	medium	medium	domination_cav			melee	1.0000	1.0000	false	false
um_ogr_araby_bulls_cav_03	10	wh2_main_body_90	2100	cavalry	68	inf_mel	um_ogr_araby_bulls_cav_03	hu13_wh3_ogre_hq2_mournfang_2handed_sword	wh3_main_ogr_monster_ogre_blood	36	30	60	632	um_ogr_araby_boar	12	wh3_main_ogr_ogre_mournfang_great_weapon		2	none	um_ogr_araby_bulls_cav_03	wh3_main_ogr_mournfangs	trained			true	40.0000	1500.0000	um_ogr_araby_bulls_cav_03	60	80	0	vo_sel_ogr_mournfang_cavalry	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	0	0	0	0	0	0	melee_gatecrusher_flanker_shock	false	false	false	false	medium	medium	domination_cav			melee	1.0000	1.0000	false	false
um_ogr_gatling	10	wh2_main_body_50	2100	inf_ranged	24	inf_mis	um_ogr_gatling	um_ogr_gatling	wh3_main_ogr_monster_ogre_leadbelcher_blood	26	26	60	300		0	wh3_main_ogr_ogre_sword	um_ogr_gatling	2	none	um_ogr_gatling	wh_main_monstrous_trolls	trained			true	40.0000	1500.0000	um_ogr_gatling	60	80	0	vo_sel_ogr_leadbelchers	vo_sel_melee	vo_sel_culture	1.0000	large	0	270	0	0	0	0	0	0	ranged_direct_gatecrusher	true	true	false	false	medium	medium	domination_infantry			archer	1.0000	1.0000	false	false
