key	engine_type	model	gun_animation_table	missile_weapon	destruction_animation	destroyed_model	battle_entity	asset_folder	variant	draught_attachment_point	tech_folder	rider_attachment_point	destruct_model	destruct_anim	destruct_meta	audio_armour_type	riders_shoot_behaviour	scale	crew_reserve_distance_offset
#battlefield_engines_tables;24;db/battlefield_engines_tables/!!!!TW_Millennium_Public
wh_twm_brt_t5_field_gun	Generic_3_Crew	brt_t5_field_gun	wm_brt_75mm_field_gun	wh_twm_brt_75mm_cannon	brt_t5_field_gun_destruct	warmachines/engines/brt_t5_field_gun/brt_t5_field_gun_destroyed.rigid_model_v2	wh_twm_emp_art_field_gun										all_riders_shooting	1.0000	0
wh_twm_brt_t5_field_gun_limbered	Generic_No_Crew_Rotate	brt_t5_field_gun_mobile	wm_brt_75mm_field_gun_mobile_01		brt_t5_field_gun_mobile_destruct	warmachines/engines/brt_t5_field_gun/brt_t5_field_gun_mobile_destroyed.rigid_model_v2	wh_twm_emp_art_field_gun			ap_draughtposition	warmachines/engines/emp_t5_field_gun/tech						all_riders_shooting	1.0000	0
wh_twm_emp_anti_air_emplacement_01	Generic_No_Crew_Rotate	emp_t5_anti_air_emplacement	wm_dlc13_wagon01		emp_t5_anti_air_emplacement_destruct	warmachines/engines/emp_t5_anti_air_emplacement/emp_t5_anti_air_emplacement_destroyed.rigid_model_v2	wh_twm_deployable_flak_emplacement				warmachines/engines/emp_t5_bunker_machine_gun/tech						all_riders_shooting	1.0000	0
wh_twm_emp_bunker_machine_gun_01	Generic_No_Crew_Rotate	emp_bunker_machine_gun_01	wm_dlc13_wagon01		emp_bunker_machine_gun_01_destruct	warmachines/engines/emp_t5_bunker_machine_gun/emp_bunker_machine_gun_01_destroyed.rigid_model_v2	wh_twm_deployable_bunker				warmachines/engines/emp_t5_bunker_machine_gun/tech						all_riders_shooting	1.0000	0
wh_twm_emp_field_gun_emplacement	Generic_3_Crew	emp_t5_field_gun_emplacement	dp_emp_t5_field_gun_emplacement	wh_twm_emp_7,7cm_cannon	emp_t5_field_gun_emplacement_destruct	warmachines/deployables/emp_t5_field_gun_emplacement/emp_t5_field_gun_emplacement_destroyed.rigid_model_v2	wh_twm_emp_field_gun_emplacement										all_riders_shooting	1.0000	0
wh_twm_emp_heavy_flame_thrower_emplacement	Generic_3_Crew	emp_t5_heavy_flame_thrower_emplacement	dp_emp_t5_heavy_flame_thrower_emplacement	wh_twm_emp_heavy_flame_projector	emp_t5_heavy_flame_thrower_emplacement_destruct	warmachines/deployables/emp_t5_heavy_flame_thrower_emplacement/emp_t5_heavy_flame_thrower_emplacement_destroyed.rigid_model_v2	wh_twm_emp_heavy_flame_thrower_emplacement										all_riders_shooting	1.0000	0
wh_twm_emp_heavy_mortar_emplacement_01	Generic_3_Crew	emp_t5_heavy_mortar_emplacement	wm_7,58cm_mortar	wh_twm_emp_17cm_mortar	emp_t5_heavy_mortar_emplacement_destruct	warmachines/engines/emp_t5_heavy_mortar_emplacement/emp_t5_heavy_mortar_emplacement_destroyed.rigid_model_v2	wh_twm_deployable_mortar_emplacement										all_riders_shooting	1.0000	0
wh_twm_emp_mak_44_cannon_emplacement	Generic_3_Crew	emp_t5_mak_44_emplacement	dp_emp_t5_mak_44_cannon_emplacement	wh_twm_emp_12,8cm_cannon	emp_t5_mak_44_emplacement_destruct	warmachines/deployables/emp_t5_mak_44_emplacement/emp_t5_mak_44_cannon_emplacement_destroyed.rigid_model_v2	wh_twm_emp_mak_44_cannon_emplacement										all_riders_shooting	1.0000	0
wh_twm_emp_super_heavy_mortar_emplacement	Generic_3_Crew	emp_t5_super_heavy_mortar_emplacement	dp_emp_t5_super_heavy_mortar_emplacement	wh_twm_emp_42cm_mortar	emp_t5_super_heavy_mortar_emplacement_destruct	warmachines/deployables/emp_t5_super_heavy_mortar_emplacement/emp_t5_super_heavy_mortar_emplacement_destroyed.rigid_model_v2	wh_twm_emp_super_heavy_mortar_emplacement										all_riders_shooting	1.0000	0
wh_twm_emp_t5_ammo_bunker	Generic_No_Crew_Rotate	emp_t5_ammo_bunker	bb_emp_t5_ammo_bunker_01		emp_t5_ammo_bunker_destruct	warmachines\battlefield_buildings\emp_t5_ammo_bunker\emp_t5_ammo_bunker_destroyed.rigid_model_v2	wh_twm_building_emp_ammo_bunker				warmachines/battlefield_buildings/emp_t5_ammo_bunker/tech						all_riders_shooting	1.0000	0
wh_twm_emp_t5_ammo_truck	Generic_No_Crew_Rotate	emp_t5_ammo_truck	wm_emp_truck_ammo_01		emp_t5_ammo_truck_destruct	warmachines/chariot/emp_t5_transport_truck/emp_t5_transport_truck_ammo_destroyed.rigid_model_v2	wh_twm_transport_truck									plate	all_riders_shooting	1.0000	0
wh_twm_emp_t5_artillery_depot	Generic_No_Crew_Rotate	emp_t5_artillery_depot	bb_emp_t5_artillery_depot_01		emp_t5_artillery_depot_destruct	warmachines\battlefield_buildings\emp_t5_artillery_depot\emp_t5_artillery_depot_destroyed.rigid_model_v2	wh_twm_building_emp_artillery_depot				warmachines/battlefield_buildings/emp_t5_artillery_depot/tech						all_riders_shooting	1.0000	0
wh_twm_emp_t5_field_barracks	Generic_No_Crew_Rotate	emp_t5_field_barracks	bb_emp_t5_field_barracks_01		emp_t5_field_barracks_destruct	warmachines\battlefield_buildings\emp_t5_field_barracks\emp_t5_field_barracks_destroyed.rigid_model_v2	wh_twm_building_emp_field_barracks				warmachines/battlefield_buildings/emp_t5_field_barracks/tech						all_riders_shooting	1.0000	0
wh_twm_emp_t5_field_gun	Generic_3_Crew	emp_t5_field_gun	wm_emp_7,7cm_field_gun	wh_twm_emp_7,7cm_cannon	emp_t5_field_gun_destruct	warmachines/engines/emp_t5_field_gun/emp_t5_field_gun_destroyed.rigid_model_v2	wh_twm_emp_art_field_gun										all_riders_shooting	1.0000	0
wh_twm_emp_t5_field_gun_limbered	Generic_No_Crew_Rotate	emp_t5_field_gun_mobile	wm_emp_7,7cm_field_gun_mobile_01		emp_t5_field_gun_mobile_destruct	warmachines/engines/emp_t5_field_gun/emp_t5_field_gun_mobile_destroyed.rigid_model_v2	wh_twm_emp_art_field_gun			ap_draughtposition	warmachines/engines/emp_t5_field_gun/tech						all_riders_shooting	1.0000	0
wh_twm_emp_t5_field_hospital	Generic_No_Crew_Rotate	emp_t5_field_hospital	bb_emp_t5_field_hospital_01		emp_t5_field_hospital_destruct	warmachines\battlefield_buildings\emp_t5_field_hospital\emp_t5_field_hospital_destroyed.rigid_model_v2	wh_twm_building_emp_field_hospital				warmachines/battlefield_buildings/emp_t5_field_hospital/tech						all_riders_shooting	1.0000	0
wh_twm_emp_t5_field_howitzer	Generic_3_Crew	emp_t5_field_howitzer	wm_emp_10,5cm_field_howitzer	wh_twm_emp_10,5cm_howitzer_chemical	emp_t5_field_howitzer	warmachines/engines/emp_t5_field_howitzer/emp_t5_field_howitzer_destroyed.rigid_model_v2	wh_twm_emp_art_field_gun										all_riders_shooting	1.0000	0
wh_twm_emp_t5_field_howitzer_limbered	Generic_No_Crew_Rotate	emp_t5_field_howitzer_mobile	wm_emp_10,5cm_field_howitzer_mobile_01		emp_t5_field_howitzer_destruct	warmachines/engines/emp_t5_field_howitzer/emp_t5_field_howitzer_mobile_destroyed.rigid_model_v2	wh_twm_emp_art_field_gun			ap_draughtposition	warmachines/engines/emp_t5_field_howitzer/tech						all_riders_shooting	1.0000	0
wh_twm_emp_t5_general_car	Generic_No_Crew_Rotate	emp_t5_general_car	wm_emp_general_car_01		emp_t5_general_car_destruct	warmachines/chariot/emp_t5_general_car/emp_t5_general_car_destroyed.rigid_model_v2	wh_twm_general_car				warmachines/chariot/emp_t5_general_car/tech					plate	all_riders_shooting	1.0000	0
wh_twm_emp_t5_general_willhelm_car	Generic_No_Crew_Rotate	emp_t5_general_car	wm_emp_general_car_willhelm_01		emp_t5_general_car_destruct	warmachines/chariot/emp_t5_general_car/emp_t5_general_car_destroyed.rigid_model_v2	wh_twm_general_car				warmachines/chariot/emp_t5_general_car/tech					plate	all_riders_shooting	1.0000	0
wh_twm_emp_t5_headquarters	Generic_No_Crew_Rotate	emp_t5_headquarters	bb_emp_t5_headquarters_01		emp_t5_headquarters_destruct	warmachines/battlefield_buildings/emp_t5_headquarters/emp_t5_headquarters_destroyed.rigid_model_v2	wh_twm_building_emp_headquarters				warmachines/battlefield_buildings/emp_t5_headquarters/tech						all_riders_shooting	1.0000	0
wh_twm_emp_t5_heavy_field_gun	Generic_3_Crew	emp_t5_heavy_field_gun	wm_emp_15cm_field_gun	wh_twm_emp_15cm_cannon	emp_t5_heavy_field_gun_destruct	warmachines/engines/emp_t5_heavy_field_gun/emp_t5_heavy_field_gun_destroyed.rigid_model_v2	wh_twm_emp_art_field_gun										all_riders_shooting	1.0000	0
wh_twm_emp_t5_heavy_field_gun_limbered	Generic_No_Crew_Rotate	emp_t5_heavy_field_gun_mobile	wm_emp_15cm_field_gun_mobile_01		emp_t5_heavy_field_gun_mobile_destruct	warmachines/engines/emp_t5_heavy_field_gun/emp_t5_heavy_field_gun_mobile_destroyed.rigid_model_v2	wh_twm_emp_art_field_gun			ap_draughtposition	warmachines/engines/emp_t5_heavy_field_gun/tech						all_riders_shooting	1.0000	0
wh_twm_emp_t5_heavy_field_howitzer	Generic_3_Crew	emp_t5_heavy_field_howitzer	wm_emp_15cm_field_howitzer	wh_twm_emp_15cm_howitzer_chemical	emp_t5_heavy_field_howitzer_destruct	warmachines/engines/emp_t5_heavy_field_howitzer/emp_t5_heavy_field_howitzer_destroyed.rigid_model_v2	wh_twm_emp_art_field_gun										all_riders_shooting	1.0000	0
wh_twm_emp_t5_heavy_field_howitzer_limbered	Generic_No_Crew_Rotate	emp_t5_heavy_field_howitzer_mobile	wm_emp_15cm_field_howitzer_mobile_01		emp_t5_heavy_field_howitzer_mobile_destruct	warmachines/engines/emp_t5_heavy_field_howitzer/emp_t5_heavy_field_howitzer_mobile_destroyed.rigid_model_v2	wh_twm_emp_art_field_gun			ap_draughtposition	warmachines/engines/emp_t5_heavy_field_howitzer/tech						all_riders_shooting	1.0000	0
wh_twm_emp_t5_heavy_gun_truck	Generic_No_Crew_Rotate	emp_t5_heavy_gun_truck	wm_emp_heavy_gun_truck_01		emp_t5_heavy_gun_truck_destruct	warmachines/chariot/emp_t5_heavy_gun_truck/emp_t5_heavy_gun_truck_destroyed.rigid_model_v2	wh_twm_heavy_gun_truck				warmachines/chariot/emp_t5_heavy_gun_truck/tech					plate	all_riders_shooting	1.0000	0
wh_twm_emp_t5_heavy_mortar	Generic_3_Crew	emp_t5_heavy_mortar	wm_emp_17cm_mortar_mobile	wh_twm_emp_17cm_mortar	emp_t5_heavy_mortar_destruct	warmachines/engines/emp_t5_heavy_mortar/emp_t5_heavy_mortar_destroyed.rigid_model_v2	wh_twm_emp_art_field_gun										all_riders_shooting	1.0000	0
wh_twm_emp_t5_heavy_support_vehicle	Generic_No_Crew_Rotate	emp_t5_heavy_support_vehicle	wm_emp_medium_tank_01		emp_t5_heavy_support_vehicle_destruct	warmachines\chariot\emp_t5_heavy_support_vehicle\emp_t5_heavy_support_vehicle_destroyed.rigid_model_v2	wh_twm_heavy_support_vehicle				warmachines/chariot/emp_t5_heavy_support_vehicle/tech					plate	all_riders_shooting	1.0000	0
wh_twm_emp_t5_helicopter_heavy_attack	Generic_No_Crew_Rotate	emp_t5_helicopter_heavy_attacker	wm_emp_heavy_helicopter_01	wh_twm_emp_50mm_rocket	emp_t5_helicopter_heavy_attacker_destruct	warmachines/aircraft/emp_t5_helicopter_heavy_attacker/emp_t5_helicopter_heavy_attacker_destroyed.wsmodel	wh_twm_emp_heavy_helicopter				warmachines/aircraft/emp_t5_helicopter_heavy_attacker/tech						all_riders_shooting	1.0000	0
wh_twm_emp_t5_helicopter_heavy_transport	Generic_No_Crew_Rotate	emp_t5_helicopter_heavy_transport	wm_emp_heavy_helicopter_transport		emp_t5_helicopter_heavy_transport_destruct	warmachines/aircraft/emp_t5_helicopter_heavy_transport/emp_t5_helicopter_heavy_transport_destroyed.wsmodel	wh_twm_emp_heavy_helicopter				warmachines/aircraft/emp_t5_helicopter_heavy_transport/tech						all_riders_shooting	1.0000	0
wh_twm_emp_t5_helicopter_light	Generic_No_Crew_Rotate	emp_t5_helicopter_light	wm_emp_light_helicopter_01		emp_t5_helicopter_light_destruct	warmachines/aircraft/emp_t5_helicopter_light/emp_t5_helicopter_light_destroyed.wsmodel	wh_twm_emp_light_helicopter				warmachines/aircraft/emp_t5_helicopter_light/tech						all_riders_shooting	1.0000	0
wh_twm_emp_t5_light_machine_gun	Generic_3_Crew	emp_t5_light_machine_gun	wm_7,92mm_machine_gun	wh_twm_emp_7,92mm_mg	emp_t5_light_machine_gun_destruct	warmachines/engines/emp_t5_light_machine_gun/emp_t5_light_machine_gun_destroyed.rigid_model_v2	wh_twm_emp_t5_light_mortar				warmachines/engines/emp_t5_light_machine_gun/tech						all_riders_shooting	1.0000	0
wh_twm_emp_t5_light_machine_gun_truck	Generic_No_Crew_Rotate	emp_t5_light_machine_gun_truck	wm_emp_battle_truck_01		emp_t5_light_machine_gun_truck_destruct	warmachines/chariot/emp_t5_light_machine_gun_truck/emp_t5_light_machine_gun_truck_destroyed.rigid_model_v2	wh_twm_light_machine_gun_truck				warmachines/chariot/emp_t5_light_machine_gun_truck/tech					plate	all_riders_shooting	1.0000	0
wh_twm_emp_t5_light_mortar	Generic_3_Crew	emp_t5_light_mortar	wm_7,58cm_mortar	wh_twm_emp_7,58cm_mortar	emp_t5_light_mortar_destruct	warmachines/engines/emp_t5_light_mortar/emp_t5_light_mortar_destroyed.rigid_model_v2	wh_twm_emp_t5_light_mortar				warmachines/engines/emp_t5_light_mortar/tech						all_riders_shooting	1.0000	0
