key	engine_type	model	gun_animation_table	missile_weapon	destruction_animation	destroyed_model	battle_entity	asset_folder	variant	draught_attachment_point	tech_folder	rider_attachment_point	destruct_model	destruct_anim	destruct_meta	audio_armour_type	riders_shoot_behaviour	scale	crew_reserve_distance_offset
#battlefield_engines_tables;24;db/battlefield_engines_tables/!!!singe_units_wh_all
brt_fire_trebuchet	Generic_3_Crew	brt_trebuchet	wm_trebuchet01	brt_fire_trebuchet	brt_trebuchet_destruct	warmachines\engines\brt_trebuchet\brt_trebuchet_01_destroyed.rigid_model_v2	wh_main_brt_art_trebuchet										all_riders_shooting	1.0000	0
brt_flaming_trebuchet	Generic_3_Crew	brt_trebuchet	wm_trebuchet01	brt_flaming_trebuchet	brt_trebuchet_destruct	warmachines\engines\brt_trebuchet\brt_trebuchet_01_destroyed.rigid_model_v2	wh_main_brt_art_trebuchet										all_riders_shooting	1.0000	0
brt_siege_trebuchet	Generic_3_Crew	brt_trebuchet	wm_trebuchet01	brt_siege_trebuchet	brt_trebuchet_destruct	warmachines\engines\brt_trebuchet\brt_trebuchet_01_destroyed.rigid_model_v2	wh_main_brt_art_trebuchet										all_riders_shooting	1.0000	0
singe_engine_bugmans_thrower	Generic_3_Crew	dwf_grudge_thrower	wm_grudge_thrower	singe_bugman_kegchuck	dwf_grudge_thrower_destruct	warmachines\engines\dwf_grudge_thrower\dwf_grudge_thrower_destroyed.rigid_model_v2	wh_main_dwf_art_grudge_thrower						dwf_grudge_thrower				all_riders_shooting	1.0000	0
singe_grn_dung_flinga	Generic_3_Crew	grn_rocklobber	wm_rock_lobber01	singe_dung_flinga	grn_rocklobber_destruct	warmachines\engines\grn_rocklobber\grn_rocklobber_01_destroyed.rigid_model_v2	wh_main_grn_art_goblin_rock_lobber										all_riders_shooting	1.0000	0
singe_grn_idol_hurla	Generic_3_Crew	grn_rocklobber	wm_rock_lobber01	singe_idol_hurla	grn_rocklobber_destruct	warmachines\engines\grn_rocklobber\grn_rocklobber_01_destroyed.rigid_model_v2	wh_main_grn_art_goblin_rock_lobber										all_riders_shooting	1.0000	0
singe_grn_spider_chariot_engine	Generic_No_Crew_Rotate	grn_wolf_chariot	wm_wolf_chariot01		grn_wolf_chariot_destruction	warmachines\chariot\grn_wolf_chariot\grn_wolf_chariot_01_destroyed.rigid_model_v2	singe_grn_spider_chariot_record			ap_draughtposition	warmachines\chariot\grn_wolf_chariot\tech	ap_crewposition					all_riders_shooting	1.0000	0
singe_zpotvc_bat_mortar	Generic_3_Crew	cst_mortar	wm_mortar01	singe_caged_bats	cst_mortar_destruct	warmachines\engines\cst_mortar\cst_mortar_destroyed_01.wsmodel	wh2_dlc11_cst_art_mortar										all_riders_shooting	1.0000	0
singe_zpotvc_corpse_cannon	Generic_3_Crew	cst_carrionade	wm_great_cannon01	singe_corpse_shot	cst_carrionade_destruct	warmachines/engines/cst_carrionade/cst_carrionade_01_destroyed.wsmodel	wh2_dlc11_cst_art_carronade										all_riders_shooting	1.0000	0
