key	animation	entity	audio_armour_type	variant	voiceover
#mounts_tables;10;db/mounts_tables/!!!!!!!2xunitsize_compat_pwner1_wh3_ete_unit_pack
1wyrm	dr1b_wyrm_dragon	wyrm	body	wh_chs_dragons	wh_main_vo_culture_Dragon_Large
2mammoth	hq3_mammoth	wh_dlc08_nor_mon_mammoth_howdah_blood	body	wh_dlc08_nor_war_mammoth_tamer	vo_culture_Invalid
2mammoth_ror	hq3_mammoth	wh_dlc08_nor_mon_mammoth_howdah_blood	body	wh_dlc08_nor_war_mammoth_tamer_ror	vo_culture_Invalid
3manticore	bc3_manticore	wh_dlc01_flying_manticore_blood	body	wh_chs_manticores	wh_main_vo_culture_Manticore
4dragon_kho	dr1_dragon	chs_dragon	body	wh_chs_dragons_kho	wh_main_vo_culture_Dragon_Large
4dragon_nur	dr1_dragon	sla_dragon	body	wh_chs_dragons_nur	wh_main_vo_culture_Dragon_Large
4dragon_sla	dr1_dragon	sla_dragon	body	wh_chs_dragons_sla	wh_main_vo_culture_Dragon_Large
4dragon_tze	dr1b_chaos_dragon	chs_dragon_tze	body	wh_chs_dragons_tze	wh_main_vo_culture_Dragon_Large
bastil	hq1_bastiladon	wh2_main_lzd_mon_bastiladon_platform_arc	body	basti	wh2_main_vo_culture_Lizardmen
carno_1	rp3b_carnosaur	wh2_main_lzd_mon_carnosaur_mount	body	carno_1	wh2_main_vo_culture_Lizardmen
carno_2	rp3b_carnosaur	wh2_main_lzd_mon_carnosaur_mount	body	carno_2	wh2_main_vo_culture_Lizardmen
chd_hidden_mount_dreadquake_ror	default_skeleton	wh3_dlc23_chd_veh_hidden_mount_dreadquake	heavy_metal	dummy_variant	vo_culture_Invalid
dread	rp4_dlc13_dread_saurian	wh2_dlc13_lzd_mon_dread_saurian_blood	body	dread	vo_culture_Invalid
flamer_phoenix	bi1_dlc15_phoenix	wh2_main_hef_mon_phoenix	body	flamer_phoenix	wh2_main_vo_culture_Phoenix
frost_phoenix	bi1_dlc15_phoenix	wh2_main_hef_mon_phoenix_frostheart	body	frost_phoenix	wh2_main_vo_culture_Phoenix
wh2_dlc09_tmb_mnt_tomb_steed_ete	hr1_tomb_steed	wh2_dlc09_tmb_cav_skeletal_steed_hero	bone	wh2_dlc09_tmb_skeletal_steed_hero_ete	vo_culture_None
