key	animation	entity	audio_armour_type	variant	voiceover
#mounts_tables;10;db/mounts_tables/!!!!!!!2xunitsize_compat_archer_fuyuanshan_faction
cth_fys_hr1_firelancer	hr1_fys_firelance	wh_main_cavalry_fast_blood	leather	cth_fys_peasant_firelancer_hr_flanker	wh_main_vo_culture_Horse
cth_fys_jade_general_horse_lord	hr1_warhorse	cth_fys_jade_general_horse_lord	plate	cth_fys_jade_general_horse_lord	wh_main_vo_culture_Horse
cth_fys_jade_warrior_lancer_mount	hr1_warhorse	f_cavalry_slow_blood	plate	cth_fys_jade_horse_heavy	wh_main_vo_culture_Horse
cth_fys_rhino_draught	ox1_wh3_cathay_oxen_draught	wh3_main_cth_veh_oxen_draught_compass	plate	cth_fys_rhino_draught	vo_culture_Invalid
cth_fys_rhino_lord	ox_fys_rhino_1	cth_fys_rhino	plate	cth_fys_rhino_lord	vo_culture_None
f_cth_cav_bastion_mount	hr1_warhorse	f_cavalry_medium_blood	plate	f_cth_cav_bastion_mount	wh_main_vo_culture_Horse
f_cth_cav_rhino_rider_mount	ox_fys_rhino_2	f_cavalry_rhino_rider_blood	plate	cth_fys_rhino	vo_culture_None
f_cth_inf_scout_mount	hr1_warhorse	f_cth_inf_scout_blood	leather	cth_fys_peasant_horse_light	wh_main_vo_culture_Horse
wh3_main_cth_mnt_fuyuanshan_longma	hr1_fys_lord_longma	wh_main_flying_pegasus_hero_blood	leather	wh3_main_cth_mnt_fuyuanshan_longma	wh_main_vo_culture_Pegasus
wh3_main_cth_mnt_fuyuanshan_spirit_longma	hr1_fys_lord_spirit_longma	hr1_fys_lord_spirit_longma	heavy_plate	wh3_main_cth_mnt_fuyuanshan_spirit_longma	wh_main_vo_culture_Pegasus
