key	animation	entity	audio_armour_type	variant	voiceover
#mounts_tables;10;db/mounts_tables/!!!!!!!2xunitsize_compat_!!scm_motm
gnoblar_spider_chariot	sp1_arachnarok	wh_main_monster_spider_giant_blood	body	gnoblar_spider_chariot_spider	wh_main_vo_culture_Spider_Large
hunter_spider_chariot	sp1_arachnarok	wh_main_monster_spider_giant_blood	body	hunter_spider_chariot_spider	wh_main_vo_culture_Spider_Large
motm_gusnag_scorpion	um_ogr_sand_scorpion	wh2_dlc09_tmb_mon_tomb_scorpion	heavy_plate	motm_gusnag_scorpion	vo_culture_None
motm_gutter_stonehorn	hq3b_wh3_stonehorn	wh3_main_ogr_monster_stonehorn	stone	motm_gutter_stonehorn	wh3_main_vo_culture_Ogres
motm_vazgrat_rhinox	hq2_wh3_mournfang	wh3_main_ogr_mnt_rhinox_blood	body	motm_vazgrat_rhinox	wh3_main_vo_culture_Ogres
motm_white_rhinox	hq2_wh3_mournfang	wh3_main_ogr_mnt_rhinox_blood	body	motm_white_rhinox	wh3_main_vo_culture_Ogres
ogr_arachnarok_spider_flinger	ogr_arachnarok_spider_flinger_stand	wh_main_monster_spider_arachnarok_blood	body	grn_arachnarok_flinger	wh_main_vo_culture_Spider_Small
ogr_lava_arachnarok_ror_spider	sp1_arachnarok	wh_main_monster_spider_arachnarok_blood	body	ogr_lava_arachnarok_ror_spider	wh_main_vo_culture_Spider_Small
um_bul_mallet_arachnarok	sp1_arachnarok	wh_main_monster_spider_arachnarok_blood	body	um_bul_mallet_arachnarok	wh_main_vo_culture_Spider_Small
um_motm_mournfang_ror	hq2_wh3_mournfang	wh3_main_ogr_mnt_mournfang_blood	body	um_motm_mournfang_ror	wh3_main_vo_culture_Ogres
um_motm_warsphinx_0	bc1_warsphinx	wh2_dlc09_tmb_mon_warsphinx	bone	um_motm_warsphinx_0	vo_culture_None
um_motm_warsphinx_1	bc1_warsphinx	wh2_dlc09_tmb_mon_warsphinx	bone	um_motm_warsphinx	vo_culture_None
um_ogr_araby_boar	hq2_wh3_mournfang	wh3_main_ogr_mnt_mournfang_blood	body	um_ogr_araby_boar	wh_dlc03_vo_culture_Boar
um_ogr_blackpowder_draft	hq2_wh3_mournfang_draught	wh3_main_ogr_veh_rhinox_draught	body	um_ogr_blackpowder_draft	wh3_main_vo_culture_Ogres
um_ogr_flamefang	hq2_wh3_mournfang	um_ogr_flamefang_cavalry	body	um_ogr_flamefang	wh3_main_vo_culture_Ogres
um_ogr_fulg_brood	rt1_dlc16_brood_horror	wh2_dlc12_skv_mon_brood_horror_blood	body	lab_skv_brood_horror_mount	wh2_main_vo_culture_Skaven
um_ogr_karaka_vortex_beast	um_nur_vortex_beast	wh3_dlc24_tze_mon_mutalith_vortex_beast	body	um_nur_vortex_beast_karaka	wh3_dlc24_vo_culture_mutalith_vortex_beast
um_ogr_pit_champions_mount	hq2_wh3_mournfang	um_ogr_pit_champions_mount	body	wh3_main_ogr_rhinox	wh3_main_vo_culture_Ogres
um_ogr_plague_tyrant_0_vortex_beast	um_nur_vortex_beast	wh3_dlc24_tze_mon_mutalith_vortex_beast	body	um_nur_vortex_beast_mount	wh3_dlc24_vo_culture_mutalith_vortex_beast
