key	precursor	default_projectile	audio_type	use_secondary_ammo_pool	hide_secondary_range_ammo_statistics_ui
#missile_weapons_tables;12;db/missile_weapons_tables/!!!!!!!2xunitsize_compat_17C_Deithland_Main
emp_anvilmanes_grenade	false	emp_anvilmanes_grenade_projectile	poison_wind_mortar	false	false
emp_anvilmanes_rifle	false	emp_anvilmanes_rifle_projectile	wh2_dlc12_warplock_jezzails	false	false
emp_cinderwind_arbalests_arbalest	false	emp_cinderwind_arbalests_projectile	bolt_launcher_eagle_claw	false	false
emp_danzigers_gun	false	emp_danziger_projectile	hell_cannon	false	false
emp_engelspeers_gun	false	emp_engelspeers_indirect_projectile_stg1	troll_hammer	false	false
emp_gottzorn_cannon	false	emp_gottzorn_cannon_ball	queen_bess	false	false
emp_hellbores_gun	false	emp_hellbores_explosive_projectile	magma_cannon	false	false
emp_mortar_muskets_gun	false	emp_mortar_muskets_explosive_projectile	poison_wind_mortar	false	false
emp_pyrehulks_fusilaxe_gun	false	emp_pyrehulks_fusilaxe_projectile	wh2_dlc12_warplock_jezzails	false	false
emp_pyretitans_autodragon_cannon	false	emp_pyretitans_gun_cannon	cannon	false	false
emp_pyretitans_autodragon_shotgun	false	emp_pyretitans_gun_shotgun	iron_blaster	false	false
emp_pyretitans_halberd_gun	false	emp_pyretitans_halberd_shot	iron_blaster	false	false
emp_pyretitans_mortar_flame	false	emp_pyretitans_gun_mortar_flame	flame_cannon	false	false
emp_pyretitans_mortar_mortar	false	emp_pyretitans_gun_mortar	magma_cannon	false	false
emp_pyretitans_pistol	false	emp_pyretitans_pistol_bullet	pistol_Ogre	false	false
emp_steamsuits_volley_gun	false	emp_pyrehulks_volley_projectile	pistol_Ogre	false	false
emp_tillerguns_gun	false	emp_tillerguns_projectile	wh2_dlc12_warplock_jezzails	false	false
wh_main_emp_blasterkey_deithland	false	wh_emp_rifle_bullet_emp_deithland_rifle	repeater_gun	false	false
wh_main_emp_carbine_deithland	false	wh_emp_rifle_bullet_emp_deithland_carbine	repeater_gun	false	false
wh_main_emp_drilling_gun	false	wh_emp_rifle_bullet_emp_deithland_drilling_gun_shotgun	pistol_Ogre	false	false
wh_main_emp_handgonne	false	wh_emp_rifle_bullet_emp_deithland_handgonne	blunderbuss	false	false
wh_main_emp_rifle_deithland	false	wh_emp_rifle_bullet_emp_deithland_rifle	repeater_gun	false	false
