key	precursor	default_projectile	audio_type	use_secondary_ammo_pool	hide_secondary_range_ammo_statistics_ui
#missile_weapons_tables;12;db/missile_weapons_tables/!!!!!!!2xunitsize_compat_ovn_albion
alb_centaur_elders_staff	false	alb_centaur_elders_staff		false	false
alb_centaur_hero_bow	false	alb_centaur_hero_bow		false	false
alb_centaurs_bow	false	alb_centaurs_bow_arrow	bow	false	false
alb_sling	false	alb_sling		false	false
albion_hunting_bow	false	albion_hunting_bow	bow	false	false
albion_riders_javelins	false	albion_riders_javelins	javelin	false	false
albion_warden_bow	false	albion_warden_bow	bow	false	false
giant_boulder	false	giant_boulder		false	false
giant_boulder_cachtorr	false	giant_boulder_cachtorr		false	false
