key	precursor	default_projectile	audio_type	use_secondary_ammo_pool	hide_secondary_range_ammo_statistics_ui
#missile_weapons_tables;12;db/missile_weapons_tables/!!!!!!!2xunitsize_compat_ghs_great_harmony
cth_black_snow_crossbow_longma	false	cth_black_snow_crossbow_longma	crossbow	false	false
cth_black_snow_crossbow_shield	false	cth_black_snow_crossbow_shield	crossbow	false	false
cth_dragon_boat_thunder	false	cth_dragon_boat_thunder		true	false
cth_dragon_turtle	false	cth_dragon_turtle_bolt	rocket_battery	false	false
cth_fly_compass_thunder	false	cth_fly_compass_thunder		false	false
cth_giant_ox_hail_gun	false	wh3_cth_iron_hail_gun_bullet	hand_cannon	false	false
cth_inf_rgcm_crowmen_black_feather	false	cth_inf_rgcm_crowmen_black_feather	bow	false	false
cth_jade_warrior_grenade_launcher	false	cth_jade_warrior_grenade	grenade_launcher	false	false
cth_jade_warrior_rifle	false	cth_female_bullet	repeater_rifle	false	false
cth_ox_rider_grenade	false	cth_ox_rider_grenade	grenade_launcher	false	false
cth_storm_female_rifle	false	cth_female_bullet	repeater_gun	false	false
cth_terracotta_bow	false	cth_terracotta_arrow	bow_large	false	false
cth_terracotta_rocket	false	cth_terracotta_rocket	grand_cannon	false	false
dwf_cannon_chariot	false	dwf_cannon_chariot	cannon	false	false
dwf_flame_cannon_chariot	false	dwf_flame_cannon_chariot	flame_cannon	false	false
dwf_goat_drakegun_grenade	false	dwf_goat_drakegun_grenade	troll_hammer	false	false
dwf_goat_ranger_rifle	false	dwf_goat_ranger_rifle	repeater_gun	false	false
dwf_grimnir	false	dwf_grimnir	cannon	false	false
dwf_grungni	false	dwf_grungni	cannon	false	false
dwf_gun_chariot	false	dwf_gun_chariot	orgun_gun	false	false
dwf_morgrim	false	dwf_morgrim	flame_cannon	false	false
dwf_rune_guard_axe_and_cannon	false	dwf_rune_guard_axe_and_cannon	hand_cannon	false	false
dwf_runeguard_catling_rifle	false	dwf_runeguard_catling_bullet	repeater_rifle	false	false
dwf_thrower_chariot	false	dwf_thrower_chariot	bolt_large	false	false
dwf_titan_cannon	false	dwf_titan_cannon	cannon	false	false
dwf_valaya	false	dwf_valaya	cannon	false	false
ghs_cav_hef_ellyrian_reavers_pegasus_rider	false	ghs_cav_hef_ellyrian_reavers_pegasus_rider	bow	false	false
ghs_cav_hef_fire_dragon_prince	false	ghs_cav_hef_fire_dragon_prince		false	false
ghs_cth_inf_jade_sword_master_blood	false	ghs_cth_inf_jade_sword_master_blood	crossbow	false	false
ghs_cth_mon_dragon_titan_missile	false	ghs_cth_mon_dragon_titan_missiles		false	false
ghs_def_armour_hydra_breath	false	ghs_def_armour_hydra_breath		false	false
ghs_def_mon_flying_medusa	false	ghs_def_mon_flying_medusa	wh2_dlc14_medusa_gaze	false	false
ghs_dwf_inf_highking_guard_missile	false	ghs_dwf_inf_highking_guard_missile	wh3_dlc23_fireglaive	false	false
ghs_dwf_missile_dwfling_mecha	false	ghs_dwf_missile_dwfling_mecha	repeater_gun_LH	false	false
ghs_dwf_missile_mecha_dwfling	false	ghs_dwf_missile_mecha_dwfling	repeater_gun_LH	false	false
ghs_dwf_veh_dreadquake_mortar	false	ghs_dwf_veh_dreadquake_mortar	magma_cannon	false	false
ghs_dwf_veh_iron_train	false	ghs_dwf_veh_iron_train	cannon	false	false
ghs_hef_skycutter_bolt_thrower_bolt	false	ghs_hef_skycutter_bolt_thrower_bolt	bolt_launcher_eagle_claw	false	false
ghs_inf_def_medusa_defender_halberd	false	ghs_inf_def_medusa_defender_halberd	wh2_dlc14_medusa_gaze	false	false
ghs_inf_wef_oak_tree_guard	false	ghs_inf_wef_oak_tree_guard	bow	false	false
ghs_inf_wef_sisters_thorn_moonfire	false	ghs_inf_wef_sisters_thorn_moonfire	bow	false	false
ghs_ksl_thor_lightning	false	ghs_ksl_thor_lightning		false	false
ghs_ksl_ursun_bear_grom_cannon_ball	false	ghs_ksl_ursun_bear_grom_cannon_ball		false	false
ghs_lzd_mon_chief_stegadon	false	ghs_lzd_mon_chief_stegadon	bolt_mounted	false	false
ghs_lzd_salamander_skink_0	false	ghs_lzd_salamander_skink_0	deck_gunner_cannon	false	false
ghs_main_kho_mon_titan_missile	false	ghs_main_kho_mon_titan_missile		false	false
ghs_main_sla_mon_titan_missile	false	ghs_main_sla_mon_titan_missile		false	false
ghs_main_tze_mon_titan_missile	false	ghs_main_tze_mon_titan_missile		false	false
ghs_mon_flying_fish_bow	false	ghs_mon_flying_fish_bow	bow	false	false
ghs_mon_hef_tree_man_archer	false	ghs_mon_hef_tree_man_archer	bow_large	false	false
ghs_mon_wef_treeman_guard_spring	false	ghs_mon_wef_treeman_guard_spring		false	false
ghs_mon_wef_treeman_guard_summer	false	ghs_mon_wef_treeman_guard_summer		false	false
ghs_ogr_gbnoblar_mortar	false	ghs_ogr_gbnoblar_mortar	poison_wind_mortar	false	false
ghs_ogr_lioneater_cannon	false	ghs_ogr_lioneater_cannon_ball	grand_cannon	false	false
ghs_skv_mon_hellpit_ratling	false	ghs_skv_mon_hellpit_ratling	wh2_dlc12_ratling_gun	false	false
ghs_skv_mon_hellpit_warpflame	false	ghs_skv_mon_hellpit_warpflame	warpfiregun	false	false
ghs_tmb_ushabti_eagle_cannon	false	ghs_tmb_ushabti_eagle_cannon		false	false
ghs_wm_def_black_ark	false	ghs_wm_def_black_ark	wh2_dlc14_medusa_gaze	false	false
ghs_wm_hef_flying_waystone	false	ghs_wm_hef_flying_waystone		false	false
kho_warrior_shooter_missile	false	kho_warrior_shooter_projectile	repeater_gun	false	false
kho_warrior_thrower_missile	false	kho_warrior_thrower_projectile		false	false
ksl_ice_guard_bear_bow	false	ksl_ice_guard_bear_bow	bow	false	false
ksl_kreml_guard_bomb	false	ksl_kreml_guard_bomb		false	false
ksl_kreml_guard_pistol_bullet	false	ksl_kreml_guard_pistol_bullet	hand_cannon	false	false
ksl_kreml_guard_rifle_bullet	false	ksl_kreml_guard_rifle_bullet	repeater_gun	false	false
lzd_pyramid_chotec	false	lzd_pyramid_chotec		false	false
lzd_pyramid_tepok	false	lzd_pyramid_tepok		false	false
lzd_pyramid_tzunki	false	lzd_pyramid_tzunki		false	false
lzd_skink_carnosaur_lightning	false	lzd_skink_carnosaur_lightning		false	false
lzd_skink_javelin_weakened	false	lzd_skink_javelin_weakened	javelin	false	false
ogr_crossbow_bolt	false	ogr_crossbow_bolt	crossbow	false	false
ogr_fireman_flamethrower	false	ogr_fireman_flamethrower		false	false
skv_hellpit_globe_rider	false	skv_hellpit_globe_rider		false	false
slann_campagin_spell	false	slann_campagin_spell		false	false
slann_fire_spell	false	slann_fire_spell		false	false
slann_heaven_spell	false	slann_heaven_spell		false	false
slann_high_spell	false	slann_high_spell		false	false
slann_life_spell	false	slann_life_spell		false	false
slann_light_spell	false	slann_light_spell		false	false
snek_dwf_crank_gunners	false	snek_dwf_crank_gunners	repeater_rifle	false	false
snek_dwf_githammers	false	snek_dwf_githammers	poison_wind_mortar	false	false
tmb_elephant_arrow_flammable	false	tmb_elephant_arrow_flammable	bow	false	false
tmb_khalida_giant_bow	false	tmb_khalida_giant_bolt		false	false
tmb_prince_lion_halberd	false	tmb_prince_lion_halberd		false	false
tmb_scarab_flying_arrow	false	tmb_scarab_flying_arrow	bow	false	false
