key	precursor	default_projectile	audio_type	use_secondary_ammo_pool	hide_secondary_range_ammo_statistics_ui
#missile_weapons_tables;12;db/missile_weapons_tables/!!!!!!!2xunitsize_compat_The_Gunpowder_Road2.
cth_dulongpenhuoshentong	false	cth_dulongpenhuoshentong	drakegun	false	false
cth_feimengpao	false	cth_feimengpao	grenade_launcher	false	false
cth_huolongchushui	false	cth_huolongchushui	rocket_battery	false	false
cth_huonuliuxingjian	false	cth_huonuliuxingjian	rocket_battery	false	false
cth_murenhuoma_rocket	false	cth_murenhuoma_rocket	rocket_battery	false	false
cth_pianxiangche_cannon	false	cth_pianxiangche_cannon	great_cannon	false	false
cth_qijiajun	false	cth_qijiajun	repeater_gun	false	false
cth_sky_lantern_flying_crow	false	cth_sky_lantern_flying_crow	rocket_battery	false	false
wh3_cth_niaochong	false	wh3_cth_niaochong_bullet	repeater_gun	false	false
wh3_cth_rocket_battery_small	false	wh3_cth_rocket_small	rocket_battery	false	false
wh3_cth_sanjieshenji	false	wh3_cth_sanjieshenji_bullet	repeater_gun	false	false
wh3_cth_wuleishenji_bullet	false	cth_wuleishenji_bullet	repeater_gun	false	false
wh3_main_cth_huochong	false	wh3_main_cth_huochong_bullet	pistol	false	false
wh3_main_cth_rocket_sky_junk	false	wh3_main_cth_rocket_sky_junk	rocket_battery	false	false
wh3_main_cth_sanyanchong	false	wh3_main_cth_sanyanchong_bullet	pistol	false	false
wh3_main_cth_xunleichong	false	wh3_main_cth_xunleichong_bullet	repeater_gun	false	false
