key	precursor	default_projectile	audio_type	use_secondary_ammo_pool	hide_secondary_range_ammo_statistics_ui
#missile_weapons_tables;12;db/missile_weapons_tables/!!!!!!!2xunitsize_compat_!scm_legendary
hcs_morskittar_proj	false	wh2_dlc12_weapon_abilities_storm_daemon		false	false
hunt_dwf_riggers_bomb	false	hunt_dwf_riggers_bomb		false	false
hunt_slayer_pirate_grudge_raker_bullet	false	hunt_slayer_pirate_grudge_raker_bullet	repeater_gun_LH	false	false
kou_lilaeth_war_altar_bolt	false	kou_lilaeth_war_altar_bolt		false	false
kou_meadow_chariot_javelins_missile_weapon	false	kou_meadow_chariot_javelins_projectile	javelin	false	false
kou_oreon_ll_bow_weapon	false	kou_oreon_ll_arrow	bow_LH	false	false
kou_skaw_throw_hawk_missile_weapon	false	kou_skaw_throw_hawk_projectile		false	false
kou_zlatgar_rider_missile	false	kou_zlatgar_rider_missile	razordon_spike	false	false
phy_torston_throwing_axe	false	phy_torston_throwing_axe		false	false
shakkara_handbow	false	shakkara_handbow	crossbow	false	false
str_brudd_cannon	false	str_brudd_cannon	grand_cannon	false	false
str_ilja_bow	false	str_ilja_bow	bow_LH	false	false
str_khoros	false	str_khoros		false	false
str_khoros_hounds	false	str_khoros_hounds		false	false
str_lurklox_throwing_star	false	str_lurklox_warpstar_projectile	javelin	false	false
str_nanye_cower	false	str_nanye_cower	iron_hail_gunner	false	false
str_nastasya_ice_guard_bow	false	str_nastasya_ice_guard_bow	bow	false	false
str_natty_gun	false	str_natty_gun	wh2_dlc12_warplock_jezzails	false	false
str_scribes_proj	false	str_scribes_proj		false	false
str_shadowblade_clone	false	str_shadowblade_clone	none	false	false
str_shadowblade_clone_up	false	str_shadowblade_clone_up	none	false	false
str_shadowblade_throw	false	str_shadowblade_throw	none	false	false
str_slambo_throw	false	str_slambo_throw	none	false	false
str_sneek	false	str_sneek	globe	false	false
str_sneek_clone	false	str_sneek_clone	globe	false	false
str_sneek_clone_up	false	str_sneek_clone_up	globe	false	false
str_targog_harpoon	false	str_targog_harpoon		false	false
str_ulrika_bow	false	str_ulrika_bow	bow	false	false
str_vazgrat_pistol	false	str_vazgrat_pistol	pistol	false	false
str_veskit	true	str_veskit	wh2_dlc12_warplock_jezzails	false	false
str_xuqls_flames	false	str_xuqls_flames	none	false	false
