key	precursor	default_projectile	audio_type	use_secondary_ammo_pool	hide_secondary_range_ammo_statistics_ui
#missile_weapons_tables;12;db/missile_weapons_tables/!!!!!!!2xunitsize_compat_ovn_araby
arb_carpet_bow	false	arb_carpet_bow	bow	false	false
arb_corsair_pistol	true	wh_dlc04_emp_free_company_pistol_bullet	pistol	false	false
arb_fatandira_bow	false	arb_fatandira_bow_arrow	bow_LH	false	false
arb_magus_skiff_cannons	false	arb_djinn_skiff_cannon_ball	cannon	false	false
arb_napthta_bomb	false	arb_napthta_bomb	globe	false	false
arb_napthta_bomb_ror	false	arb_napthta_bomb_ror	globe	false	false
ovn_arb_bowmen	false	ovn_arb_bowmen_arrow	bow	false	false
ovn_arb_camel_arrow	false	ovn_arb_camel_arrow	bow	false	false
ovn_arb_elephant_cannon	false	ovn_arb_elephant_cannon_ball	cannon	false	false
ovn_arb_inf_jezzails	false	ovn_arb_inf_jezzails_bullet	iron_hail_gunner	false	false
ovn_arb_inf_jezzails_ror	false	ovn_arb_inf_jezzails_bullet_ror	iron_hail_gunner	false	false
ovn_arb_javelin	false	ovn_arb_javelin	javelin	false	false
ovn_arb_naphtha_thrower_ror	false	ovn_arb_naphtha_thrower_shot_ror	flame_cannon	false	false
ovn_arb_tempest_djinn	false	ovn_arb_tempest_djinn_shot	cannon	false	false
ovn_arb_tempest_djinn_ror	false	ovn_arb_tempest_djinn_shot_ror	cannon	false	false
roy_arb_nomard_bow	false	roy_arb_nomard_bow	crossbow	false	false
roy_arb_nomard_bow_summoned	false	roy_arb_nomard_bow_summoned	crossbow	false	false
