variant_name	tech_folder	variant_filename	low_poly_filename	mount_scale	scale	scale_variation	super_low_poly_filename
#variants_tables;6;db/variants_tables/!!!pwner1_wh3_ete_unit_pack
basti	VariantMeshes\wh_variantmodels\hq1\lzd\lzd_stegadon\tech	lzd_bastiladon_slann		1.2000	1.0000	0.0000	
carno_2	VariantMeshes\_VariantModels\raptor03b\lzd\lzd_carnosaur\tech	lzd_carnosaur_2		1.3000	1.0000	0.0000	
flamer_phoenix	VariantMeshes\wh_variantmodels\bi1\hef\hef_great_eagle\tech	flamer_phoenix		1.0000	1.0000	0.0000	
frost_phoenix	VariantMeshes\wh_variantmodels\bi1\hef\hef_great_eagle\tech	frost_phoenix		1.0000	1.0000	0.0000	
grn_arachnarok_flinger_ete	VariantMeshes/wh_variantmodels/sp1b/grn/grn_arachnorok_flinger/tech/	grn_arachnarok_flinger_ete		1.0000	4.0000	0.0000	
wh2_dlc09_tmb_skeletal_steed_hero_ete		tmb_skeletal_steed_ete		1.0000	1.0000	0.0500	
wh3_dlc25_nur_mon_bubebolos_ete	VariantMeshes\wh_variantmodels\dr5\dae\dae_toad_dragon\tech	dae_toad_dragon_ete		1.0000	1.2000	0.0000	
wh3_dlc26_kho_mnt_flesh_hound_of_khorne_arbaal_ete	VariantMeshes/wh_variantmodels/bc4c/dae/dae_fleshound_arbaal/tech/	dae_fleshhound_arbaal_ete		0.6000	1.1000	0.0000	
wh3_main_ksl_mnt_war_bear_heavy_ete	VariantMeshes/wh_variantmodels/br1/ksl/ksl_bear/tech	ksl_bear_medium_white		1.0000	1.0000	0.0000	
wh_brt_warhorses_barded_faction_colours_ete	VariantMeshes\wh_variantmodels\hr1\brt\brt_horse\tech	brt_warhorses_barded_ete		1.0000	1.0000	0.0500	
wh_chs_dragons	VariantMeshes\_VariantModels\dragon01b\chs\chs_chaos_dragon\tech	chs_dragons		1.0000	1.1500	0.0000	
wh_chs_dragons_kho	VariantMeshes\wh_variantmodels\dr1\hef\hef_sun_dragon\tech	chs_dragons_kho		1.0000	1.1500	0.0000	
wh_chs_dragons_nur	VariantMeshes\wh_variantmodels\dr1\hef\hef_sun_dragon\tech	chs_dragons_nur		1.0000	1.1500	0.0000	
wh_chs_dragons_sla	VariantMeshes\wh_variantmodels\dr1\hef\hef_sun_dragon\tech	chs_dragons_sla		1.0000	1.1500	0.0000	
wh_chs_dragons_tze	VariantMeshes\_VariantModels\dragon01b\chs\chs_chaos_dragon\tech	chs_dragons_tze		1.0000	1.1500	0.0000	
wh_dlc07_brt_questing_knight_warhorse_ete	VariantMeshes\wh_variantmodels\hr1\brt\brt_horse\tech	brt_questing_knight_warhorse_ete		1.0000	1.0000	0.0500	
wh_dlc08_nor_war_mammoth_tamer	VariantMeshes/wh_variantmodels/hq3/nor/nor_war_mammoth/tech	nor_war_mammoths		1.0000	1.0000	0.0000	
wh_emp_demigryph_ete		emp_demigryph_ete	bc2\emp\emp_demigryph\low_poly\emp_demigryph_lowlod	1.0000	1.0600	0.0500	
wh_grn_warboar_no_saddle_big_uns_savage_ete	VariantMeshes\wh_variantmodels\bo1\grn\grn_warboar\tech	grn_savage_orc_warboar_no_saddle_big_uns	bo1\grn\grn_warboar\low_poly\grn_boar_savage_lowlod	1.0000	1.2500	0.0100	
