key	display_model	impact	launch_fx	trail_fx	stationary_fx	airborne_anim	landing_anim	tip_offset	trail_spin	launch_camera_shake	impact_bounce	impact_penetrate	impact_blood	impact_bounce_blood	impact_penetrate_blood	mirroring_start	mirroring_trail	scale
#projectile_displays_tables;12;db/projectile_displays_tables/!!!!!!!double_projectile_velocity_compat_derpy_gunpowder_units
dwf_20mm	projectiles\dwf_tracer_rifle_bullet.wsmodel	wh3_dlc25_dwf_malakai_bullet	br_web_repeater_rifle	dwf_tracer_trail				0.0000	false		wh_main_impact_small	wh_main_impact_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	3.5000
dwf_30mm	projectiles\dwf_tracer_rifle_bullet.wsmodel	wh3_dlc25_dwf_malakai_bullet	br_web_repeater_rifle	dwf_tracer_trail				0.0000	false		wh_main_impact_small	wh_main_impact_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	5.0000
dwf_5mm	projectiles\dwf_tracer_rifle_bullet.wsmodel	wh3_dlc25_dwf_malakai_bullet	br_web_repeater_rifle	dwf_tracer_trail				0.0000	false		wh_main_impact_small	wh_main_impact_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
dwf_75mm	projectiles\dwf_tracer_rifle_bullet.wsmodel	wh3_dlc25_dwf_malakai_bullet	br_web_art_dwf_can_front_and_lingering	dwf_tracer_trail				0.0000	false		wh_main_impact_small	wh_main_impact_medium				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	9.0000
dwf_8mm	projectiles\dwf_tracer_rifle_bullet.wsmodel	wh3_dlc25_dwf_malakai_bullet	br_web_repeater_rifle	dwf_tracer_trail				0.0000	false		wh_main_impact_small	wh_main_impact_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.5000
dwf_90mm	projectiles\dwf_tracer_rifle_bullet.wsmodel	wh3_dlc25_dwf_malakai_bullet	br_web_art_dwf_can_front_and_lingering	dwf_tracer_trail				0.0000	false	wh_main_unit_launch_heavy	wh_main_impact_large	wh_main_impact_medium				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	12.0000
dwf_cannon_rocket_gp	projectiles\dwf_rocket_battery_projectile_02.wsmodel		wh3_main_cth_grand_cannon_muzzle	wh_main_weapon_trail_rocket_medium				0.0000	false		wh_main_impact_very_small	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	2.0000
dwf_flame_laser		wh2_dlc13_weapon_fire_arrow		dwf_heat_rocket_projectile				0.0000	false		wh2_dlc13_weapon_fire_arrow	wh2_dlc13_weapon_fire_arrow				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.2000
dwf_flame_mortar		wh_main_weapon_flame_cannon_impact	wh3_dlc25_flame_cannons_v2_muz	wh_main_weapon_flame_cannon_trail				0.0000	false	wh_main_unit_launch_medium	wh_main_weapon_flame_cannon_impact	wh_main_weapon_flame_cannon_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	3.0000
dwf_flamelesser_laser		wh2_dlc13_weapon_fire_arrow		wh3_dlc25_flame_cannons_v2_projectile				0.0000	true		wh2_dlc13_weapon_fire_arrow	wh2_dlc13_weapon_fire_arrow				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	0.8000
dwf_medium_rocket_gp	projectiles\dwf_rocket_battery_projectile_02.wsmodel			wh_main_weapon_trail_rocket_medium				0.0000	false		wh_main_impact_very_small	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	0.8000
dwf_mini_rocket_gp	projectiles\dwf_rocket_battery_projectile_02.wsmodel			wh_main_weapon_trail_rocket_medium				0.0000	false		wh_main_impact_very_small	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	0.5000
