key	display_model	impact	launch_fx	trail_fx	stationary_fx	airborne_anim	landing_anim	tip_offset	trail_spin	launch_camera_shake	impact_bounce	impact_penetrate	impact_blood	impact_bounce_blood	impact_penetrate_blood	mirroring_start	mirroring_trail	scale
#projectile_displays_tables;12;db/projectile_displays_tables/!!!!!!!double_projectile_velocity_compat_str_skaven_clans
clan_vrrtkin_mortar_missle_proj	projectiles/skv_poisoned_wind_mortar_globe_1h_01.wsmodel	wh2_dlc14_poisoned_wind_mortar	wh2_dlc14_poisoned_wind_mortar_muzzle	wh2_dlc14_poisoned_wind_mortar_trail				0.0000	false	wh_main_unit_launch_medium								1.0000
hcs_doomrocket	projectiles\wh_skv_rocketglaive_rocket.rigid_model_v2	hcs_doomrocket_impact		wh2_main_abilities_doomrocket_trail				0.0000	true	wh_main_unit_launch_light	hcs_doomrocket_impact	hcs_doomrocket_impact						1.0000
hcs_doomrocket_shrapnel		hcs_doomrocket_impact		wh2_main_abilities_doomrocket_shrapnel_trail				0.0000	true	wh_main_unit_launch_light	hcs_doomrocket_impact	hcs_doomrocket_impact						1.0000
liger_skurvy_skv_warp_lightning		wh2_dlc12_skv_warp_lightning_doomwheel_ror	wh2_main_machine_warp_lightning_cannon_launch	wh2_dlc12_machine_doomwheel_blue_trail				0.0000	false		liger_skurvy_skv_warp_lightning	liger_skurvy_skv_warp_lightning						1.0000
liger_skurvy_vortic_blast_shrapnel				wh2_main_abilities_vortic_blast_shrapnel_trail				0.0000	true	wh_main_unit_launch_light	liger_skurvy_vortic_blast_shrapnel	liger_skurvy_vortic_blast_shrapnel						1.0000
liger_skv_grenade	projectiles\cst_grenade_projectile_01.wsmodel			wh_main_weapon_trail_smoke_small				0.0000	false									1.0000
liger_skv_mortar	projectiles\wh_emp_mortar.rigid_model_v2	liger_skv_mortar_impact		wh_main_weapon_trail_mortar				0.0000	false	wh_main_unit_launch_medium	wh_main_bounce_impact	wh_main_entity_impact						1.0000
liger_skv_rifle_bullet	projectiles\wh_dwf_rifle_bullet.rigid_model_v2	wh_main_impact_very_small		wh2_dlc12_machine_rattling_gun_trail				0.0000	false		wh_main_impact_very_small	wh_main_impact_very_small						1.0000
liger_skv_unit_abilities_gyrobomber_bomb	projectiles\mcr_skv_bomber_bomb.rigid_model_v2	liger_skv_unit_abilities_gyrobomber_bomb		wh_main_weapon_trail_smoke_medium				0.0000	false		liger_skv_unit_abilities_gyrobomber_bomb	liger_skv_unit_abilities_gyrobomber_bomb						1.0000
liger_skv_unit_abilities_gyrocopter_bomb	projectiles\mcr_skv_bomber_bomb.rigid_model_v2	liger_skv_unit_abilities_gyrocopter_bomb		wh_main_weapon_trail_arrow_medium				0.0000	false		liger_skv_unit_abilities_gyrocopter_bomb	liger_skv_unit_abilities_gyrocopter_bomb						1.0000
rathan_inf_range_fanatics_missile	projectiles\wh_lzd_blowpipe_dart_01.rigid_model_v2	wh_main_impact_very_small		wh2_dlc12_machine_warp_lightning_rifle_trail_purple				0.0000	false		wh_main_impact_very_small	wh_main_impact_very_small						1.0000
rathan_ratling	projectiles\wh_dwf_rifle_bullet.rigid_model_v2	wh_main_impact_very_small	wh2_dlc14_poisoned_wind_mortar_ror_muzzle	wh2_dlc12_machine_warp_lightning_rifle_trail_purple				0.0000	false		wh_main_impact_very_small	wh_main_impact_very_small						1.0000
rathan_rocket	projectiles\wh_skv_rocketglaive_rocket.rigid_model_v2	wh2_main_hero_abilities_doomrocket_impact		wh2_main_star_dragon_breath_trail				0.0000	true	wh_main_unit_launch_light	wh2_main_hero_abilities_doomrocket_impact	wh2_main_hero_abilities_doomrocket_impact						1.0000
thom_ferrik_art_bolt_thrower_0	projectiles/dwf_belegar_ironhammer_shield_01.rigid_model_v2	wh_main_impact_medium		wh_main_weapon_trail_arrow_medium				0.0000	false		wh_main_bounce_impact	wh_main_entity_impact						1.0000
thom_ferrik_art_bolt_thrower_1	projectiles/frk_belegar_ironhammer_shield_01.rigid_model_v2	wh_main_impact_medium		wh_main_weapon_trail_arrow_medium				0.0000	false		wh_main_bounce_impact	wh_main_entity_impact						1.0000
thom_ferrik_spell_light_shems_burning_gaze	projectiles\wh_emp_mortar.rigid_model_v2	wh_main_emp_mortar_impact		wh_main_weapon_trail_rocket_medium				0.0000	true	wh_main_unit_launch_light	wh_main_spell_light_shems_burning_gaze	wh_main_spell_light_shems_burning_gaze						1.0000
ws_spear_chukka_spear	projectiles/ws_spear_chukka_spear_01.wsmodel	wh_main_impact_medium		wh_main_weapon_trail_arrow_medium				0.0000	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
