key	display_model	impact	launch_fx	trail_fx	stationary_fx	airborne_anim	landing_anim	tip_offset	trail_spin	launch_camera_shake	impact_bounce	impact_penetrate	impact_blood	impact_bounce_blood	impact_penetrate_blood	mirroring_start	mirroring_trail	scale
#projectile_displays_tables;12;db/projectile_displays_tables/!!!!!!!double_projectile_velocity_compat_ror_all
bess_iron	projectiles\blaster_ror.rigid_model_v2	wh2_dlc11_cst_queen_bess_impact	wh_main_cannon_muzzle_flash_vlarge	wh2_dlc11_machine_queen_bess_trail				0.0000	false	wh_main_unit_launch_heavy	wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_large	wh3_main_spell_yin_missile_mirror_trail_large	1.0000
bess_shrap	projectiles\blaster_ror_shrap.rigid_model_v2	wh2_dlc11_cst_queen_bess_impact		wh_main_weapon_trail_mortar				0.6000	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
celest	projectiles\cth_celestial_guard_crossbow_bolt_01_projectile.wsmodel	wh2_dlc13_weapon_fire_arrow		wh2_dlc13_weapon_fire_arrow_trail				-0.0300	false		wh3_main_arrow_bounce	wh2_dlc13_entity_fire_impact_penetrate				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
junk_cannon	projectiles/cth_fire_rain_rocket_battery_projectile_02.wsmodel	wh2_main_hero_abilities_doomrocket_impact		wh2_main_abilities_doomrocket_trail				0.0000	false	wh_main_unit_launch_light	wh2_main_hero_abilities_doomrocket_impact	wh2_main_hero_abilities_doomrocket_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
nur_bomb	projectiles\tmb_skull_projectile.rigid_model_v2	wh3_main_nur_soulgrinder_bombard		wh3_main_nur_soulgrinder_projectile_trail				0.0000	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
patri	projectiles\wh_dwf_rifle_bullet.rigid_model_v2	wh_main_spell_light_shems_burning_gaze		wh_main_light_shems_burning_gaze_trail				0.0000	true		wh_main_impact_very_small	wh_main_impact_very_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc13_emp_crossbow_bolt_ror	projectiles\wh_emp_crossbow_bolt.rigid_model_v2	wh2_dlc13_weapon_fire_arrow		wh2_dlc13_weapon_fire_arrow_trail				-0.0200	false		wh3_main_arrow_bounce	wh2_dlc13_entity_fire_impact_penetrate				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh3_ksl_little_grom_cannon_ball_ror	projectiles/wh2_dlc13_emp_mortar_blessed.wsmodel	wh3_main_ksl_little_grom_impact		wh2_dlc13_weapon_trail_blessed_mortar				0.0000	false	wh_main_unit_launch_heavy	wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	2.0000
wh3_main_unit_abilities_sky_junk_bomb_ror	projectiles\wh_dwf_bomber_bomb.rigid_model_v2	wh2_dlc12_warpstorm_doomrocket_impact		wh_main_weapon_trail_smoke_large				0.0000	false		wh_main_unit_abilities_gyrobomber_bomb	wh_main_unit_abilities_gyrobomber_bomb				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	2.2500
wh_chs_javelin_gnoblar	projectiles/chs_marauder_javelin_1h_01_projectile.wsmodel	wh_main_impact_very_small		wh_dlc07_weapon_trail_arrow_poison_small				-0.1500	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	0.8000
