key	display_model	impact	launch_fx	trail_fx	stationary_fx	airborne_anim	landing_anim	tip_offset	trail_spin	launch_camera_shake	impact_bounce	impact_penetrate	impact_blood	impact_bounce_blood	impact_penetrate_blood	mirroring_start	mirroring_trail	scale
#projectile_displays_tables;12;db/projectile_displays_tables/!!!!!!!double_projectile_velocity_compat_cf-Ksl-units
cf_cav_throwing_axe_fire	projectiles/cf_cav_axe_thrower.rigid_model_v2			cf_magma_axe_trail				0.0000	false							wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
cf_ice_guard_missile_cav	projectiles/ksl_ice_guard_bow_01_projectile.wsmodel	wh3_main_impact_ksl_bow_ice_guard		wh3_main_ksl_ice_guard_arrow_trail				0.2700	false		wh3_main_arrow_bounce	wh_main_impact_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
cf_ice_shrapnel		cf_ice_shrapnel						0.0000	false		cf_ice_shrapnel	cf_ice_shrapnel				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
cf_kossar_arrow	projectiles/cf_kossar_arrow.rigid_model_v2	wh_main_impact_very_small		wh_main_weapon_trail_arrow_small				-0.0500	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
cf_ksl_throwing_axe_fire	warmachines/engines/dwf_goblin_hewer/props/cf_ksl_axe_thrower.rigid_model_v2			cf_magma_axe_trail				0.0000	false							wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
cf_ksl_throwing_axe_oil	warmachines/engines/dwf_goblin_hewer/props/cf_ksl_axe_thrower.rigid_model_v2	cf_oil_axe_explosion		cf_axes_oil_trail				0.0000	false							wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
cf_molotov	variantmeshes/wh_variantmodels/hu1c/ksl/ksl_props/cf_molotov_static.rigid_model_v2			wh3_dlc20_marauder_trail_axe_khorne				0.0000	false							wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
cf_throwing_javelin	projectiles/cf_cav_javelin_thrower.rigid_model_v2			wh_main_weapon_trail_javelin				-0.1500	false							wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh_cf_big_brass_cannon_ball	projectiles/ksl_little_grom_projectile_01.wsmodel	wh3_main_ksl_little_grom_impact	wh_main_cannon_muzzle_flash_vlarge	wh_main_weapon_trail_smoke_medium				0.0000	false	wh_main_unit_launch_medium	wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh_ksl_mortar_ice_shot	projectiles/ksl_ice_projectile_01.rigid_model_v2	wh3_main_tower_projectile_ksl_ice_shards	wh_main_machine_gyrocopter_steamgun	wh3_main_entity_bear_ice_breath_trail				0.0000	false	wh_main_unit_launch_medium	wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh_ksl_rifle_bullet_longrifle	projectiles/wh_emp_longrifle_bullet.rigid_model_v2	wh_main_impact_very_small	wh_main_weapon_muzzle_flash_large	wh_main_weapon_trail_rifle				0.0000	true		wh_main_impact_very_small	wh_main_impact_very_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
