key	display_model	impact	launch_fx	trail_fx	stationary_fx	airborne_anim	landing_anim	tip_offset	trail_spin	launch_camera_shake	impact_bounce	impact_penetrate	impact_blood	impact_bounce_blood	impact_penetrate_blood	mirroring_start	mirroring_trail	scale
#projectile_displays_tables;12;db/projectile_displays_tables/!!!!!!!double_projectile_velocity_compat_!!snek_dawi_thunder
snek_dwf_crank_gunners	projectiles\wh_dwf_rifle_bullet.rigid_model_v2	wh_main_impact_small	wh_main_machine_gyrocopter_steamgun	wh_main_weapon_trail_rifle				0.0000	false	wh_main_unit_launch_light	wh_main_impact_small	wh_main_impact_large						1.0000
snek_dwf_cycle	projectiles\wh_dwf_rifle_bullet.rigid_model_v2	wh_main_impact_small	wh_main_weapon_muzzle_flash_medium					0.0000	false	wh_main_unit_launch_light	wh_main_impact_small	wh_main_impact_large						1.0000
snek_dwf_expeditionaries	projectiles/wh_emp_bullet_sniper.rigid_model_v2	wh_main_impact_medium	wh_main_machine_gyrocopter_steamgun	wh_main_weapon_trail_javelin				0.0000	false	wh_main_unit_launch_light	wh_main_impact_small	wh_main_impact_large						1.0000
snek_dwf_githammer_shrapnel	projectiles\wh_dwf_organ_gun_shot.rigid_model_v2	wh_main_impact_small		wh_main_weapon_trail_arrow_large				0.0000	false	wh_main_unit_launch_light	wh_main_impact_small	wh_main_impact_large						1.0000
snek_dwf_githammers_mortar	projectiles/snek_wh_dwf_githammer.rigid_model_v2	wh_main_unit_abilities_gyrobomber_bomb	wh_main_machine_gyrocopter_steamgun	wh_main_weapon_trail_rocket_medium				0.0000	false	wh_main_unit_launch_light	wh_main_unit_abilities_gyrobomber_bomb	wh_main_unit_abilities_gyrobomber_bomb						1.0000
snek_dwf_githammers_mortar2	projectiles/snek_wh_dwf_githammer.rigid_model_v2	wh_main_unit_abilities_gyrobomber_bomb	wh_main_weapon_muzzle_flash_medium	wh_main_weapon_trail_rocket_medium				0.0000	false	wh_main_unit_launch_light	wh_main_unit_abilities_gyrobomber_bomb	wh_main_unit_abilities_gyrobomber_bomb						1.0000
snek_dwf_grudgesolvers	projectiles\snek_wh_dwf_handcannon_ball.rigid_model_v2	wh_main_fire_fireball_impact	wh_main_machine_gyrocopter_steamgun	wh2_dlc13_weapon_fire_arrow_trail				0.0000	false	wh_main_unit_launch_light	wh_main_impact_small	wh_main_impact_large						1.0000
snek_dwf_grudgesolvers_shot	projectiles\wh_dwf_rifle_bullet.rigid_model_v2	wh_main_impact_small	wh_main_weapon_muzzle_flash_medium	wh2_dlc13_weapon_fire_arrow_trail				0.0000	false	wh_main_unit_launch_light	wh_main_impact_small	wh_main_impact_large						1.0000
snek_dwf_iron_thunderers	projectiles\wh_dwf_rifle_bullet.rigid_model_v2	wh_main_impact_small	wh_main_weapon_muzzle_flash_large	wh_main_weapon_trail_rifle				0.0000	false	wh_main_unit_launch_light	wh_main_impact_small	wh_main_impact_large						1.0000
snek_dwf_ironguard	projectiles\wh_dwf_rifle_bullet.rigid_model_v2	wh_main_impact_small	wh_main_weapon_muzzle_flash_medium					0.0000	false	wh_main_unit_launch_light	wh_main_impact_small	wh_main_impact_large						1.0000
snek_dwf_landmine								0.0000	false									1.0000
