key	display_model	impact	launch_fx	trail_fx	stationary_fx	airborne_anim	landing_anim	tip_offset	trail_spin	launch_camera_shake	impact_bounce	impact_penetrate	impact_blood	impact_bounce_blood	impact_penetrate_blood	mirroring_start	mirroring_trail	scale
#projectile_displays_tables;12;db/projectile_displays_tables/!!!!!!!double_projectile_velocity_compat_cth_yinyin_pol
ansatsu_bombs	projectiles/cst_grenade_projectile_01.wsmodel	wh2_dlc11_unit_abilities_bomb_throw		wh3_main_ogr_lead_belcher_trail				0.0000	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
cth_golden_heron_beidou		wh2_dlc11_unit_abilities_bomb_throw	wh_main_weapon_muzzle_flash_large	wh_main_fire_piercing_bolts_of_burning_bomb_trail				0.0000	true	wh_main_unit_launch_medium	wh_main_spell_fire_piercing_bolts_of_burning	wh_main_spell_fire_piercing_bolts_of_burning				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
cth_golden_heron_sparks_1		wh2_dlc10_sisterofavalorn_impact	wh_main_weapon_muzzle_flash_large	wh2_dlc10_sisterofavalorn_trail				0.0000	true	wh_main_unit_launch_medium	wh_main_spell_fire_piercing_bolts_of_burning	wh_main_spell_fire_piercing_bolts_of_burning				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
cth_golden_heron_sparks_2		wh2_dlc11_cst_deck_gunner_ror_bullet_impact	wh_main_weapon_muzzle_flash_large	wh3_main_tzeentch_horror_pink_trail				0.0000	true	wh_main_unit_launch_medium	wh_main_spell_fire_piercing_bolts_of_burning	wh_main_spell_fire_piercing_bolts_of_burning				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
cth_golden_heron_sparks_3		wh2_main_star_dragon_breath_impact	wh_main_weapon_muzzle_flash_large	wh3_main_army_abilities_bolt_of_change_trail				0.0000	true	wh_main_unit_launch_medium	wh_main_spell_fire_piercing_bolts_of_burning	wh_main_spell_fire_piercing_bolts_of_burning				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
cth_whaler_harpoon	projectiles/cth_whaler_harpoon_projectile.rigid_model_v2	wh_main_impact_medium	wh_main_weapon_muzzle_flash_large	wh3_main_ogr_lead_belcher_trail				-0.0200	false		wh2_main_unit_abilities_drop_rocks	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
golden_heron_flares_1	projectiles/cth_fire_rain_rocket_battery_projectile_02.wsmodel	wh2_dlc10_sisterofavalorn_impact		wh2_dlc10_bone_giant_trail				0.0000	false	wh_main_unit_launch_medium	wh_main_impact_very_small	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
golden_heron_flares_2	projectiles/cth_fire_rain_rocket_battery_projectile_02.wsmodel	wh3_dlc23_iron_daemon_carronade_impact		wh3_main_exalted_flamer_breath_trail				0.0000	false	wh_main_unit_launch_medium	wh_main_impact_very_small	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
golden_heron_flares_3	projectiles/cth_fire_rain_rocket_battery_projectile_02.wsmodel	wh2_dlc13_abilities_amber_bow_impact		wh_main_fire_piercing_bolts_of_burning_bomb_trail				0.0000	false	wh_main_unit_launch_medium	wh_main_impact_very_small	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
