key	display_model	impact	launch_fx	trail_fx	stationary_fx	airborne_anim	landing_anim	tip_offset	trail_spin	launch_camera_shake	impact_bounce	impact_penetrate	impact_blood	impact_bounce_blood	impact_penetrate_blood	mirroring_start	mirroring_trail	scale
#projectile_displays_tables;12;db/projectile_displays_tables/!!!!!!!double_projectile_velocity_compat_Zerooz_All_Units
cth_cav_celestial_crossbow_rider_flamming	projectiles/hef_sisters_of_avelorn_arrow.wsmodel	wh_dlc05_impact_wef_arrow_starfire		cth_cav_celestial_crossbow_rider_flamming_trail				-0.0500	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
cth_cav_celestial_crossbow_rider_poison	projectiles/hef_sisters_of_avelorn_arrow.wsmodel	wh_dlc05_impact_wef_arrow		cth_cav_celestial_crossbow_rider_poison_trail				-0.0500	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
cth_cav_jade_longma_crassbow_arrow	projectiles\cth_celestial_guard_crossbow_bolt_01_projectile.wsmodel	arrow		cth_cav_jade_longma_crassbow_arrow				-0.0500	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
cth_cav_nangao_fire_lance	projectiles\wh_dwf_rifle_bullet.rigid_model_v2	wh_main_impact_very_small		cth_cav_nangao_fire_lance				0.0000	false		wh_main_impact_very_small	wh_main_impact_very_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
cth_explostion_arrow	projectiles\cth_celestial_guard_crossbow_bolt_01_projectile.wsmodel	wh_main_impact_very_small		cth_explostion_arrow				0.0000	false		wh_main_impact_very_small	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
cth_grand_cannon_ball_small	projectiles/cth_grand_cannon_projectile_01.wsmodel	wh_main_weapon_cannonball_impact	wh3_main_cth_grand_cannon_muzzle	wh3_main_cth_grand_cannon_trail				0.0000	false	wh_main_unit_launch_medium	wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	0.3000
cth_inf_nangao_firework_trops	projectiles\wh_dwf_rifle_bullet.rigid_model_v2	wh_main_impact_very_small		cth_inf_nangao_firework_trops_trail				0.0000	false		wh_main_impact_very_small	wh_main_impact_very_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
cth_inf_onyx_armored_crowmen_black_feather	projectiles\black_feather.rigid_model_v2	cth_inf_onyx_armored_crowmen_black_feather_impact		cth_inf_onyx_armored_crowmen_black_feather_trail				0.2700	false		wh3_main_arrow_bounce	wh_main_impact_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
cth_inf_thunderbolt_gunners_bullet	projectiles\wh_dwf_rifle_bullet.rigid_model_v2	wh_main_impact_very_small		cth_inf_thunderbolt_gunners_trail_rifle				0.0000	false		wh_main_impact_very_small	wh_main_impact_very_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
cth_mon_terracotta_sentinel_watcher_arrow	projectiles/cth_saytang_arrow_01.wsmodel		cth_mon_terracotta_sentinel_watcher_arrow_arrow_launch	cth_mon_terracotta_sentinel_watcher_arrow_trail_small				-0.1000	false	wh_main_unit_launch_heavy	wh3_main_arrow_bounce	wh_main_impact_very_large				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	5.0000
cth_sky_arc_volley_cannon	projectiles/cth_grand_cannon_projectile_01.wsmodel	wh_main_weapon_cannonball_impact	wh3_main_cth_grand_cannon_muzzle	wh3_main_cth_grand_cannon_trail				0.0000	false	wh_main_unit_launch_medium	wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	0.6000
cth_yang_arrow	projectiles/hef_sisters_of_avelorn_arrow.wsmodel	cth_yang_arrow_impact		cth_yang_arrow				-0.0500	false			wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
cth_yin_arrow	projectiles/hef_sisters_of_avelorn_arrow.wsmodel	cth_yin_arrow_impact		cth_yin_arrow				-0.0500	false			wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
def_inf_khaine_tracker	projectiles\def_wheel_dagger.wsmodel	wh_main_impact_very_small		wh_main_weapon_trail_arrow_small				0.0000	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
emp_blue_bullet_trail	projectiles\wh_dwf_rifle_bullet.rigid_model_v2	wh_main_impact_very_small		emp_blue_bullet_trail				0.0000	false		wh_main_impact_very_small	wh_main_impact_very_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
emp_inf_sigmar_marksmen_exp	projectiles\wh2_dlc13_emp_markus_arrow_glow.wsmodel	wh2_dlc13_magic_arrow		emp_inf_sigmar_marksmen_exp_trail				-0.0500	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
emp_melta_flame		wh_main_weapon_flamethrower_impact	wh_main_weapon_flamethrower_beam					0.0000	false			wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	0.8000
emp_ultima_bullet_trail	projectiles\wh_dwf_rifle_bullet.rigid_model_v2	wh_main_impact_very_small		emp_ultima_bullet_trail				0.0000	false		wh_main_impact_very_small	wh_main_impact_very_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
hef_cav_cothique_deepsea_marauders_bolt_of_illumination		wh3_main_tower_ksl_lightning	wh_main_generic_dust_blow	hef_cav_cothique_deepsea_marauders_bolt_of_illumination_trail				0.0000	false		wh3_main_tower_ksl_lightning	wh3_main_tower_ksl_lightning				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
hef_cav_sister_of_eternal	projectiles/chs_marauder_javelin_1h_01_projectile.wsmodel	wh_main_impact_very_small		hef_cav_sister_of_eternal				-0.1500	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
hef_inf_mage_of_hoeth_magic_arrow		mage_of_hoeth_magic_arrow_arrow		mage_of_hoeth_magic_arrow_trail				0.0000	false		wh_main_impact_small	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
hef_inf_mage_of_hoeth_magic_bomb		wh_dlc07_blessed_stone_trebuchet		wh_dlc07_blessed_stone_trail				0.0000	false	wh_main_unit_launch_heavy	wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_large	wh3_main_spell_yin_missile_mirror_trail_large	1.0000
hef_inf_sea_master_arrow	projectiles/hef_eagle_bolt.wsmodel	arrow		hef_inf_sea_master_arrow_trail				0.0000	false	wh_main_unit_launch_light	wh2_main_weapon_abilities_bow_of_the_seafarer	wh2_main_weapon_abilities_bow_of_the_seafarer				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
hef_strike_of_eternal_arrow		hef_strike_of_eternal_arrow		hef_strike_of_eternal_arrow_trail				0.0000	false	wh_main_unit_launch_light	wh3_main_arrow_bounce	wh_dlc05_wef_arrow_of_kurnous_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
hef_white_lions_axe_1h_01	projectiles/hef_white_lions_axe_1h_01_projectile.rigid_model_v2	wh_main_impact_very_small		wh_main_weapon_trail_arrow_small				0.0000	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
nur_inf_centigors_throwing_axes	projectiles/chs_marauder_axe_throwing_mnur_1h_01_projectile.wsmodel	wh_dlc07_weapon_pox_arrow		wh_dlc05_wef_hagbane_arrow_trail				0.0000	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
talsyn_hawks_dagger	projectiles\wh_emp_talsyn_hawks_dagger.wsmodel	wh_main_impact_very_small		wh_main_weapon_trail_javelin				-0.1500	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
tzaangors_archer_arrow	projectiles\wh_bst_ungor_arrow.rigid_model_v2			wh3_dlc20_marauder_trail_javelin_tzeentch		wh3_dlc20_marauder_tzeentch_javelin_impact		-0.1500	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
unit_sigemar_punishment		wh3_twa07_abilities_call_of_tor_impact		wh3_twa07_call_of_tor_trail				0.0000	false		wh_main_spell_bound_soulfire	wh_main_spell_bound_soulfire				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wef_mon_treemen_acher_arrow	projectiles\wef_treemen_hunter_arrow_01_projectile.wsmodel	wh_dlc05_wef_arrow_of_kurnous_impact		wh_dlc05_ability_arrow_of_kurnous_trail				0.0000	false	wh_main_unit_launch_light	wh3_main_arrow_bounce	wh_dlc05_wef_arrow_of_kurnous_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wef_mon_treemen_acher_evil_arrow	projectiles/wef_treemen_hunter_arrow_evil_01_projectile.wsmodel	wef_mon_treemen_acher_evil_arrow_impact		wef_mon_treemen_acher_evil_arrow_trail				0.0000	false	wh_main_unit_launch_light	wh3_main_arrow_bounce	wef_mon_treemen_acher_evil_arrow_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh3_main_cth_celestial_guard_crossbow_bolt_fire	projectiles\cth_celestial_guard_crossbow_bolt_01_projectile.wsmodel	wh_dlc07_weapon_burning_arrow		wh_dlc07_weapon_trail_arrow_burning_small				-0.0500	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh3_main_cth_celestial_guard_crossbow_bolt_poison	projectiles\cth_celestial_guard_crossbow_bolt_01_projectile.wsmodel	wh_dlc05_impact_wef_arrow		wh_dlc05_wef_hagbane_arrow_trail				-0.0500	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
