key	display_model	impact	launch_fx	trail_fx	stationary_fx	airborne_anim	landing_anim	tip_offset	trail_spin	launch_camera_shake	impact_bounce	impact_penetrate	impact_blood	impact_bounce_blood	impact_penetrate_blood	mirroring_start	mirroring_trail	scale
#projectile_displays_tables;12;db/projectile_displays_tables/!!!!!!!double_projectile_velocity_compat_!!_nanu_dynamic_rors
nanu_bolt_thrower_bolt_frozen	projectiles/dwf_bolt_01.rigid_model_v2	nanu_particle_effect_explosion_ice_tiny_lingering		wh_dlc05_wef_swiftshiver_arrow_trail				0.0000	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
nanu_bolt_thrower_bolt_lightning	projectiles/dwf_bolt_01.rigid_model_v2	nanu_particle_effect_explosion_lightning_tiny		nanu_particle_effect_lightning_trail_tiny				0.0000	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
nanu_bolt_thrower_bolt_magic	projectiles/dwf_bolt_01.rigid_model_v2	wh2_dlc10_sisterofavalorn_impact		wh2_dlc10_sisterofavalorn_trail				0.0000	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
nanu_bolt_thrower_bolt_poison	projectiles/dwf_bolt_01.rigid_model_v2	wh_dlc07_weapon_pox_arrow		wh_dlc07_weapon_trail_arrow_poison_small				0.0000	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
nanu_brt_trebuchet_cow	VariantMeshes/wh_variantmodels/cc1/brt/brt_cow_projectile/brt_cow_projectile_01.rigid_model_v2	carcass	wh_main_generic_dust_blow	wh_main_weapon_trail_tower_medium		animations/battle/cowcarcass01/projectile/cc1_projectile_airborne_01.anim		0.0000	false		wh_main_bounce_impact	wh_main_entity_impact	carcass_blood			wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
nanu_brt_trebuchet_stone_arcane_fire	projectiles\wh_brt_trebuchet_stone.rigid_model_v2	nanu_particle_effect_explosion_arcane_fire_lingering		nanu_particle_effect_cannonball_arcane_fire_trail				0.0000	false	wh_main_unit_launch_medium	wh_main_weapon_flame_cannon_impact	wh_main_weapon_flame_cannon_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
nanu_brt_trebuchet_stone_explosive	projectiles\wh_dwf_fused_beer_keg.rigid_model_v2	wh2_main_sun_dragon_breath_impact		wh2_main_weapon_fireleech_bolas_trail				0.0000	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
nanu_brt_trebuchet_stone_flaming	projectiles\wh_brt_trebuchet_stone.rigid_model_v2	wh_main_weapon_flame_cannon_impact		wh_main_weapon_flame_cannon_trail				0.0000	false	wh_main_unit_launch_medium	wh_main_weapon_flame_cannon_impact	wh_main_weapon_flame_cannon_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
nanu_brt_trebuchet_stone_frozen	projectiles\wh_brt_trebuchet_stone.rigid_model_v2	nanu_particle_effect_explosion_ice		wh_dlc07_blessed_stone_trail				0.0000	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
