key	display_model	impact	launch_fx	trail_fx	stationary_fx	airborne_anim	landing_anim	tip_offset	trail_spin	launch_camera_shake	impact_bounce	impact_penetrate	impact_blood	impact_bounce_blood	impact_penetrate_blood	mirroring_start	mirroring_trail	scale
#projectile_displays_tables;12;db/projectile_displays_tables/!!!!!!!double_projectile_velocity_compat_!!!lost_calm_jurassic_normal
calm_cerapod_bola	variantmeshes/wh_variantmodels/hu7/lzd/lzd_props/projectile_rock_bola.rigid_model_v2	calm_cerapod_bola_impact		calm_cerapod_bola_trail				0.0000	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
calm_cherupin_gunner_trail	projectiles\wh_lzd_blowpipe_dart_01.rigid_model_v2	calm_solar_railgun	wh_main_weapon_muzzle_flash_small	calm_cherupin_gunner_trail				0.0000	false		calm_solar_railgun	calm_solar_railgun				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
calm_dilo_spit		calm_dilo_spit		calm_dilo_spit_trail				0.0000	false	wh_main_unit_launch_light		calm_dilo_spit				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
calm_ictlamimus_barb	variantmeshes/wh_variantmodels/dinosaurs/ictlamimus/ictlamimus_barb_projectile.rigid_model_v2	wh_main_impact_medium	wh_main_generic_dust_blow	wh2_dlc13_razordon_spike_trail				0.0000	false			wh_main_impact_medium				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.5000
calm_nuatl		calm_nuatl_impact		calm_nuatl_trail				0.0000	false	wh_main_unit_launch_light	wh2_main_spell_high_magic_soul_quench	wh2_main_spell_high_magic_soul_quench				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
calm_solar_beam		wh_dlc03_beasts_amber_spear_impact	wh3_dlc23_iron_daemon_flamethrow_muz	calm_solar_laser_trail				0.0000	false		wh_main_impact_small	wh_dlc03_beasts_amber_spear_impact	wh_dlc03_beasts_amber_spear_impact			wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
calm_solar_blast		calm_solar_blast	wh2_main_weapon_solar_engine_launch	calm_solar_blast_trail				0.0000	false	wh_main_unit_launch_heavy						wh3_main_yin_missile_mirror_impact_large	wh3_main_spell_yin_missile_mirror_trail_large	1.0000
calm_solar_lightning		calm_solar_lightning	wh_main_bolt_of_illumination_launch	calm_solar_lightning_trail				0.0000	false							wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
ictlamimus_barb_shrapnel	variantmeshes/wh_variantmodels/dinosaurs/ictlamimus/ictlamimus_barb_shrapnel.rigid_model_v2	wh_main_impact_very_small		wh2_dlc13_razordon_spike_trail				0.0000	false			wh_main_impact_medium				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	0.5000
manta_lightning_impact_blue	projectiles\wh_lzd_skink_javelin_1h_01_projectile.rigid_model_v2	manta_lightning_impact_blue		wh3_main_ksl_ice_guard_arrow_trail				0.0000	false		wh_main_impact_very_small	wh_main_impact_very_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
quatz_comet		calm_quatz_impact						0.0000	false	wh_main_unit_launch_heavy	wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
