key	display_model	impact	launch_fx	trail_fx	stationary_fx	airborne_anim	landing_anim	tip_offset	trail_spin	launch_camera_shake	impact_bounce	impact_penetrate	impact_blood	impact_bounce_blood	impact_penetrate_blood	mirroring_start	mirroring_trail	scale
#projectile_displays_tables;12;db/projectile_displays_tables/!!!!!!!double_projectile_velocity_compat_ab_mixu_legendary_lords
mixu_LL_army_ability_cabal_blue_fire_of_tzeentch		wh2_main_abilities_sky_cauldron		wh2_main_abilities_sky_cauldron_bomb_trail				0.0000	false		wh2_main_abilities_sky_cauldron	wh2_main_abilities_sky_cauldron				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
mixu_ability_amber_bow		wh_main_bound_spell_solheims_bolt_of_illumination	wh_main_bolt_of_illumination_launch	wh_dlc03_beasts_amber_spear_trail				0.0000	false	wh_main_unit_launch_light	wh_main_bound_spell_solheims_bolt_of_illumination	wh_main_bound_spell_solheims_bolt_of_illumination				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
mixu_dwf_bolt_thrower_tranquilizer_bolt	projectiles/dwf_bolt_01.rigid_model_v2	wh_main_spell_heavens_urannons_thunderbolt		wh_main_weapon_trail_arrow_medium				0.0000	false		wh_main_spell_heavens_urannons_thunderbolt	wh_main_spell_heavens_urannons_thunderbolt				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
mixu_dwf_cannon_ball_trollhammer	projectiles\wh_dwf_drakegun_trollhammer.rigid_model_v2	wh_main_weapon_cannonball_impact	wh_main_weapon_muzzle_flash_medium	wh_main_weapon_trail_smoke_medium				0.0000	false	wh_main_unit_launch_medium	wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
mixu_dwf_crossbow_bolt_flaming	projectiles\wh_dwf_crossbow_bolt.rigid_model_v2	wh2_dlc13_weapon_fire_arrow		wh2_dlc13_weapon_fire_arrow_trail				-0.0200	false		wh_main_bounce_impact	wh2_dlc13_entity_fire_impact_penetrate				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
mixu_dwf_frost_cannon_blast		wh_dlc08_nor_hellcannon_ice	wh2_dlc10_frostbreath	wh_dlc08_machine_hellcannon_ice_trail				0.0000	false	wh_main_unit_launch_medium	wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
mixu_dwf_grimm_ability_grudgebuster_rocket	projectiles\wh_emp_rocket.rigid_model_v2			wh_main_weapon_trail_rocket_medium				0.0000	false	wh_main_unit_launch_medium	wh_main_impact_very_small	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
mixu_dwf_grimm_ability_grudgebuster_rocket_shrapnel	projectiles\wh_emp_rocket_shrapnel.rigid_model_v2	wh_main_impact_very_small						0.0000	false			wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
mixu_dwf_grimm_ability_gyrobomber_bomb	projectiles\wh_dwf_bomber_bomb.rigid_model_v2	wh_main_weapon_flame_cannon_impact		wh_main_weapon_flame_cannon_trail				0.0000	false	wh_main_unit_launch_medium	wh_main_weapon_flame_cannon_impact	wh_main_weapon_flame_cannon_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
mixu_dwf_grimm_ability_steam_gauntlet			wh_dlc06_weapon_drakegun_skolder_muzzle	mixu_dwf_grimm_ability_steam_gauntlet				0.0000	false			wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
mixu_dwf_irondrakes_ice_trail			mixu_weapon_frost_drake_beam					0.0000	false			wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
mixu_dwf_irondrakes_poison_trail			mixu_weapon_poison_drake_beam					0.0000	false			wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
mixu_dwf_poison_cannon_blast		wh2_main_skv_plagueclaw		wh2_main_machine_plagueclaw_catapult_trail				0.0000	false	wh_main_unit_launch_medium	wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
mixu_dwf_rifle_concussive_shot	projectiles\wh_dwf_rifle_bullet.rigid_model_v2	wh_main_impact_very_small		wh_main_weapon_trail_smoke_small				0.0000	false		wh_main_impact_very_small	wh_main_impact_very_small				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
mixu_dwf_rifle_incendiary_rounds	projectiles\wh_dwf_rifle_bullet.rigid_model_v2	wh2_dlc13_weapon_fire_arrow		wh_dlc07_weapon_trail_arrow_burning_small				0.0000	false		wh2_dlc13_weapon_fire_arrow	wh2_dlc13_entity_fire_impact_penetrate				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
mixu_skv_skullsplinters_warplock_jezzails	projectiles\wh_dwf_rifle_bullet.rigid_model_v2	wh2_dlc13_abilities_amber_bow_impact		wh2_dlc13_abilities_amber_bow_trail				0.0000	false		wh_main_impact_very_small	wh_main_impact_very_small				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
mixu_tmb_arrow_tutankhanut	projectiles\tmb_arrow_01.rigid_model_v2	wh2_dlc13_magic_arrow		wh2_dlc10_sisterofavalorn_trail				-0.0500	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
mixu_wef_wychwethyl_ability_shadow_globes_of_loec	projectiles/skv_poisoned_wind_mortar_globe_1h_01.wsmodel	mixu_wef_wychwethyl_ability_shadow_globes_of_loec_impact		wh_dlc03_beasts_amber_spear_trail				0.0000	false							wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
