key	display_model	impact	launch_fx	trail_fx	stationary_fx	airborne_anim	landing_anim	tip_offset	trail_spin	launch_camera_shake	impact_bounce	impact_penetrate	impact_blood	impact_bounce_blood	impact_penetrate_blood	mirroring_start	mirroring_trail	scale
#projectile_displays_tables;12;db/projectile_displays_tables/!!!!!!!double_projectile_velocity_compat_bodyguards_allinone_en
chd_bodyguard_iron_daemon_daemonsmith	projectiles\wh_dwf_copter_brimstone_shot.wsmodel			wh3_dlc23_deathshrieker_rocket_demolition_trail				0.0000	true	wh_main_unit_launch_medium						wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	0.8000
chd_castellan_bodyguard1_shout	projectiles\wh_emp_grenade.rigid_model_v2	wh3_dlc23_hashut_flames_of_azgorh		wh3_dlc23_blunderbuss_projectile_trail				0.0000	false	wh_main_unit_launch_medium	wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
chd_sorcerer_prophet_bodyguard2_2	projectiles\wh_dwf_copter_brimstone_shot.wsmodel	wh_main_impact_medium		wh3_dlc23_deathshrieker_rocket_trail_1				0.0000	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	0.5000
cth_alchemist_bodyguard_hand_cannon_1	projectiles\wh_dwf_organ_gun_shot.rigid_model_v2	wh_main_impact_small		wh_main_weapon_trail_fire_small				0.0000	false	wh_main_unit_launch_medium	wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
cth_astromancer_mount2_beasts_projectiles		wh_dlc03_beasts_amber_spear_impact		wh_dlc03_beasts_amber_spear_trail				0.0000	false		wh_main_impact_small	wh_dlc03_beasts_amber_spear_impact	wh_dlc03_beasts_amber_spear_impact			wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
cth_astromancer_mount2_death_projectiles		wh2_main_chaos_dragon_breath_impact	wh2_main_chaos_dragon_breath_muzzle	wh2_main_chaos_dragon_breath_trail				0.0000	false							wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
cth_astromancer_mount2_fire_projectiles		wh_main_spell_fire_piercing_bolts_of_burning		wh_main_fire_piercing_bolts_of_burning_bomb_trail				0.0000	true	wh_main_unit_launch_medium	wh_main_spell_fire_piercing_bolts_of_burning	wh_main_spell_fire_piercing_bolts_of_burning				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
cth_astromancer_mount2_heaven_projectiles		wh2_main_character_abilities_volley_arrows_hef		wh2_main_hef_volley_of_arrows				0.0000	false	wh_main_unit_launch_light	wh3_main_arrow_bounce	wh2_main_character_abilities_volley_arrows_hef				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
cth_astromancer_mount2_life_projectiles		wh_dlc05_lamentation_of_despair_impact		wh_dlc05_ability_lamentation_of_despair_trail				0.0000	false	wh_main_unit_launch_light	wh_dlc05_lamentation_of_despair_impact	wh_dlc05_lamentation_of_despair_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
cth_astromancer_mount2_light_projectiles		wh_main_spell_light_shems_burning_gaze		wh_main_light_shems_burning_gaze_trail				0.0000	true	wh_main_unit_launch_light	wh_main_spell_light_shems_burning_gaze	wh_main_spell_light_shems_burning_gaze				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
cth_astromancer_mount2_metal_projectiles		wh3_dlc20_searing_doom_impact		wh3_dlc20_searing_doom_trail				0.0000	false	wh_main_unit_launch_medium	wh3_dlc20_searing_doom_impact	wh3_dlc20_searing_doom_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
cth_astromancer_mount2_shadows_projectiles		wh2_main_zombie_dragon_breath_impact	wh2_main_zombie_dragon_breath_muzzle	wh2_main_zombie_dragon_breath_trail				0.0000	false							wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
cth_bodyguard_sky_junk_0	projectiles/cth_fire_rain_rocket_battery_projectile_02.wsmodel			wh2_dlc13_weapon_fire_arrow_trail				0.0000	false	wh_main_unit_launch_light	wh_main_impact_very_small	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
cth_bodyguard_sky_junk_1		wh_main_weapon_flamethrower_impact		wh_main_weapon_flame_cannon_trail				0.0000	false							wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
dwf_master_engineer_bodyguard6	projectiles\wh_dwf_copter_brimstone_shot.wsmodel	wh_main_impact_medium	wh_main_weapon_muzzle_flash_medium	wh_main_weapon_trail_smoke_medium				0.0000	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	0.8000
dwf_thane_bodyguard4_2	projectiles\wh_dwf_copter_brimstone_shot.wsmodel	wh_main_impact_medium	wh_main_weapon_muzzle_flash_medium	wh_main_weapon_trail_smoke_medium				0.0000	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_small	0.5000
lzd_slann_mage_priest_beasts_projectiles		wh_dlc03_beasts_amber_spear_impact		wh_dlc03_beasts_amber_spear_trail				0.0000	false		wh_main_impact_small	wh_dlc03_beasts_amber_spear_impact	wh_dlc03_beasts_amber_spear_impact			wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
lzd_slann_mage_priest_death_projectiles		wh2_main_chaos_dragon_breath_impact	wh2_main_chaos_dragon_breath_muzzle	wh2_main_chaos_dragon_breath_trail				0.0000	false							wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
lzd_slann_mage_priest_fire_projectiles		wh_main_spell_fire_piercing_bolts_of_burning		wh_main_fire_piercing_bolts_of_burning_bomb_trail				0.0000	true	wh_main_unit_launch_medium	wh_main_spell_fire_piercing_bolts_of_burning	wh_main_spell_fire_piercing_bolts_of_burning				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
lzd_slann_mage_priest_heaven_projectiles		wh2_main_character_abilities_volley_arrows_hef		wh2_main_hef_volley_of_arrows				0.0000	false	wh_main_unit_launch_light	wh3_main_arrow_bounce	wh2_main_character_abilities_volley_arrows_hef				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
lzd_slann_mage_priest_life_projectiles		wh_dlc05_lamentation_of_despair_impact		wh_dlc05_ability_lamentation_of_despair_trail				0.0000	false	wh_main_unit_launch_light	wh_dlc05_lamentation_of_despair_impact	wh_dlc05_lamentation_of_despair_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
lzd_slann_mage_priest_light_projectiles		wh_main_spell_light_shems_burning_gaze		wh_main_light_shems_burning_gaze_trail				0.0000	true	wh_main_unit_launch_light	wh_main_spell_light_shems_burning_gaze	wh_main_spell_light_shems_burning_gaze				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
lzd_slann_mage_priest_metal_projectiles		wh3_dlc20_searing_doom_impact		wh3_dlc20_searing_doom_trail				0.0000	false	wh_main_unit_launch_medium	wh3_dlc20_searing_doom_impact	wh3_dlc20_searing_doom_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
lzd_slann_mage_priest_shadows_projectiles		wh2_main_zombie_dragon_breath_impact	wh2_main_zombie_dragon_breath_muzzle	wh2_main_zombie_dragon_breath_trail				0.0000	false							wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
