key	text	tooltip
#Loc;1;text/db/land_enc_and_poi_effect_bundles.loc		
effect_bundles_localised_title_land_enc_effect_abandoned_camp	Abandoned Camp Supplies	false
effect_bundles_localised_description_land_enc_effect_abandoned_camp	Sheer luck or the blessing of your god has given the army plenty of supplies.	false
effect_bundles_localised_title_land_enc_effect_hidden_temple	Hidden Temple Visited	false
effect_bundles_localised_description_land_enc_effect_hidden_temple	A communion with the graces, inspires the army to achieve greatness.	false
effect_bundles_localised_title_land_enc_effect_legendary_bard	A Legendary Bard Saved	false
effect_bundles_localised_description_land_enc_effect_legendary_bard	Whan the turuf is thy tour, And thy pit is thy bour, Thy fel and thy whitë throtë, Shullen wormës to notë.	false
effect_bundles_localised_title_land_enc_effect_whispers_of_the_gods	Whispers Of The Gods	false
effect_bundles_localised_description_land_enc_effect_whispers_of_the_gods	Zealotry has taken over the army. They will strike fear even unto the demons themselves!	false
effect_bundles_localised_title_land_enc_effect_the_explorer	The Explorer From Tilea	false
effect_bundles_localised_description_land_enc_effect_the_explorer	An explorer accompanies us and makes our travel easier.	false
effect_bundles_localised_title_land_enc_effect_battle_won_incursion_hef	For The Greater Good	false
effect_bundles_localised_description_land_enc_effect_battle_won_incursion_hef	The fresh memory of repelling the elven incursion is still with us.	false
effect_bundles_localised_title_land_enc_effect_battle_won_incursion_lzd	A Suit Of Scales	false
effect_bundles_localised_description_land_enc_effect_battle_won_incursion_lzd	The fresh memory of repelling the lizardmen incursion is still with us.	false
effect_bundles_localised_title_land_enc_effect_battle_won_incursion_vco	Drowned Twice	false
effect_bundles_localised_description_land_enc_effect_battle_won_incursion_vco	The fresh memory of repelling the undead pirates incursion is still with us.	false
effect_bundles_localised_title_land_enc_effect_battle_avoided_incursion	Dishonor	false
effect_bundles_localised_description_land_enc_effect_battle_avoided_incursion	You did not avoid the plundering of territory of interest. You are despised by its people.	false
effect_bundles_localised_title_land_enc_effect_battle_won_surprise_bst	Nature Cleansed	false
effect_bundles_localised_description_land_enc_effect_battle_won_surprise_bst	We have rid the world of destructive corruption.	false
effect_bundles_localised_title_land_enc_effect_battle_won_surprise_skv	A Rat's Tail For Good Luck	false
effect_bundles_localised_description_land_enc_effect_battle_won_surprise_skv	We have rid the world of unseen corruption.	false
effect_bundles_localised_title_land_enc_effect_battle_avoided_surprise	Quick Thinking!	false
effect_bundles_localised_description_land_enc_effect_battle_avoided_surprise	The ambush failed and we are more alert.	false
effect_bundles_localised_title_land_enc_effect_battle_avoided_battlefield	Wise Retreat	false
effect_bundles_localised_description_land_enc_effect_battle_avoided_battlefield	In the fight with a superior adversary, retreat is no shame.	false
effect_bundles_localised_title_land_enc_effect_battle_avoided_daemonic_gift_khorne	Khorne Rejected	false
effect_bundles_localised_description_land_enc_effect_battle_avoided_daemonic_gift_khorne	You feel inflamed by rage. Powerful but reckless.	false
effect_bundles_localised_title_land_enc_effect_battle_won_daemonic_gift_khorne_already_granted	Khrone Blesses You	false
effect_bundles_localised_description_land_enc_effect_battle_won_daemonic_gift_khorne_already_granted	You feel you can win any battles.	false
effect_bundles_localised_title_land_enc_effect_battle_avoided_daemonic_gift_slaanesh	Slaanesh Rejected	false
effect_bundles_localised_description_land_enc_effect_battle_avoided_daemonic_gift_slaanesh	Slaanesh touches your heart. They'll have you sooner or later, like it or not.	false
effect_bundles_localised_title_land_enc_effect_battle_won_daemonic_gift_slaanesh_already_granted	Slaanesh Blesses You	false
effect_bundles_localised_description_land_enc_effect_battle_won_daemonic_gift_slaanesh_already_granted	You feel powerful and beautiful.	false
effect_bundles_localised_title_land_enc_effect_battle_clean_up_event	A Dream Or A Warning?	false
effect_bundles_localised_description_land_enc_effect_battle_clean_up_event	You feel ready for anything.	false
