key	type	walk_speed	run_speed	acceleration	deceleration	charge_speed	charge_distance_commence_run	charge_distance_adopt_charge_pose	charge_distance_pick_target	radius	shape	radii_ratio	mass	height	fire_arc_close	turn_speed	hit_points	allow_turn_to_move_anim	allow_static_turn_anim	min_turning_speed	fly_speed	flying_charge_speed	size	strafe_speed	gradient_strategy	audio_entity_type	combat_reaction_radius	entity_effects	hit_reactions_ignore_chance	knock_interrupts_ignore_chance	soft_collision_offset_z	can_climb_ladder_and_stair_pipes	projectile_intersection_radius_ratio	projectile_penetration_speed_change	projectile_penetration_resistance	aura_vfx	porthole_camera	min_tracking_ratio	max_tracking_ratio	vfx_filter_id	can_cast_projectile	porthole_composite_scene	has_blood	can_dismember	combat_camera_shake	dismember_head_alive_hp_ratio	dismember_arms_alive_hp_ratio	jump_attack_chance	locomotion_constants	enable_engine_crew_turn_in_movement_direction	dealt_collision_knocked_flying_threshold_multiplier	dealt_collision_knocked_down_threshold_multiplier	dealt_collision_knocked_back_threshold_multiplier	anim_lod_distance_multiplier	size_for_animation_lod	leaves_collision_when_dies	stop_before_turn
#battle_entities_tables;38;db/battle_entities_tables/!!!!!!!firing_arc_120_compat_pwner1_wh3_ete_unit_pack
armor_prince	giant	3.0000	5.2400	6.0000	10.0000	8.7500	35.0000	20.0000	20.0000	2.5000	capsule	0.9000	5000.0000	5.7000	120.0000	100.0000	8	true	true	0.0000	8.0000	12.0000	very_large	1.5000	rotation_x	wh3_dae_generic_daemon_prince_LORD	6.0000	giant_effects	95	95	0.0000	false	1.0000	0.7500	5	wh_main_generic_character_aura		0.5000	1.4500	3	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	35	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
chs_dragon	giant	3.0000	6.5000	6.0000	10.0000	9.5000	35.0000	28.0000	35.0000	4.5000	capsule	0.4500	3500.0000	4.5000	120.0000	140.0000	8	true	true	0.0000	9.5000	12.5000	very_large	1.5000	rotation_x	wh_dragon_large_default	6.0000	war_beast_effects	70	60	0.0000	false	1.1000	0.7500	5			0.0000	1.4500	24	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
chs_dragon_nur	giant	2.4000	5.9000	6.0000	10.0000	8.7000	35.0000	28.0000	35.0000	4.5000	capsule	0.4500	3800.0000	4.5000	120.0000	140.0000	8	true	true	0.0000	8.0000	10.5000	very_large	1.5000	rotation_x	wh_dragon_large_default	6.0000	war_beast_effects	85	60	0.0000	false	1.1000	0.7500	5			0.0000	1.4500	24	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	25	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
chs_dragon_tze	giant	3.0000	6.5000	6.0000	8.0000	9.5000	35.0000	28.0000	35.0000	4.5000	capsule	0.4500	3500.0000	4.0000	120.0000	100.0000	8	true	true	0.0000	8.0000	12.5000	very_large	1.5000	rotation	wh_dlc_dragon_large_2_heads_chaos	6.0000	war_beast_effects	70	50	0.0000	false	1.0000	0.7500	5			0.0000	1.4500	2	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
dread	giant	4.4000	6.6000	5.5000	6.0000	9.0000	45.0000	42.0000	30.0000	14.0000	capsule	0.3500	18000.0000	9.0000	120	60.0000	8	true	true	0.0000	0.0000	0.0000	very_large	1.0000	rotation_x	wh2_dlc13_feral_dread_saurian	12.0000	giant_effects	45	45	0.0000	false	0.9000	0.7500	5			0.5000	1.4500	2	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	35	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
manticore_nur	giant	1.9000	5.5000	8.0000	10.0000	8.0000	35.0000	35.0000	35.0000	2.3000	capsule	0.3500	1800.0000	3.0000	120.0000	120.0000	8	true	true	0.0000	8.5000	10.0000	large	1.0000	rotation_x	wh_dlc_manticore	4.0000	war_beast_effects	50	50	0.0000	false	1.2000	0.8000	4			0.0000	1.4500	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	70	large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
manticore_sla	giant	2.2000	8.8000	8.0000	10.0000	12.0000	35.0000	35.0000	35.0000	2.3000	capsule	0.3500	1600.0000	3.0000	120.0000	120.0000	8	true	true	0.0000	12.5000	15.0000	large	1.0000	rotation_x	wh_dlc_manticore	4.0000	war_beast_effects	40	40	0.0000	false	1.2000	0.8000	4			0.0000	1.4500	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	70	large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
sla_dragon	giant	3.4000	7.8000	6.0000	8.0000	10.5000	35.0000	28.0000	35.0000	4.5000	capsule	0.4500	3200.0000	4.5000	120.0000	140.0000	8	true	true	0.0000	11.0000	13.5000	very_large	1.5000	rotation	wh_dragon_large_default	6.0000	war_beast_effects	50	50	0.0000	false	1.0000	0.7500	5			0.0000	1.4500	24	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	25	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
sla_prince	giant	3.6000	10.0000	5.0000	6.0000	13.0000	35.0000	20.0000	20.0000	2.5000	capsule	0.9000	4000.0000	5.7000	120.0000	100.0000	8	true	true	0.0000	8.0000	15.0000	very_large	1.5000	rotation_x	wh3_dae_generic_daemon_prince_LORD	6.0000	giant_effects	70	70	0.0000	false	1.0000	0.7500	5	wh_main_generic_character_aura		0.5000	1.4500	3	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh2_dlc09_tmb_mon_ushabti_ete	giant	2.0000	5.4000	4.0000	4.0000	7.8000	40.0000	35.0000	35.0000	1.0000	circle	1.0000	1800.0000	3.2000	120	80.0000	8	true	true	0.0000	0.0000	0.0000	large	1.0000	ignore	wh_troll	5.0000	monstrous_infantry_effects	75	75	0.0000	false	0.8000	0.7500	3			0.5000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	35	large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
