unit	purchasable_effect	is_exclusive
#unit_purchasable_effect_sets_tables;0;db/unit_purchasable_effect_sets_tables/!!!cf-Ksl-units
cf_akshina_ambushers_dual_axes	nanu_dynamic_ror_ability_all_arcane_blast	False
cf_akshina_ambushers_dual_axes	nanu_dynamic_ror_ability_all_arcane_blast_magic_attacks_ammo_type_magic	False
cf_akshina_ambushers_dual_axes	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_flaming_arcane_fire_attacks_ammo_type_arcane_fire	False
cf_akshina_ambushers_dual_axes	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_magic_attacks_ammo_type_magic	False
cf_akshina_ambushers_dual_axes	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_piercing_magic_attacks_ammo_type_magic	False
cf_akshina_ambushers_dual_axes	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_poison_contact_magic_attacks_ammo_type_poison	False
cf_akshina_ambushers_dual_axes	nanu_dynamic_ror_ability_all_aura_of_healing	False
cf_akshina_ambushers_dual_axes	nanu_dynamic_ror_ability_all_aura_of_hexing	False
cf_akshina_ambushers_dual_axes	nanu_dynamic_ror_ability_all_barrier_boost	False
cf_akshina_ambushers_dual_axes	nanu_dynamic_ror_ability_all_chain_lightining_urannons_thunderbolt	False
cf_akshina_ambushers_dual_axes	nanu_dynamic_ror_ability_all_chain_lightning	False
cf_akshina_ambushers_dual_axes	nanu_dynamic_ror_ability_all_ensorcelled_weapons_flaming_arcane_fire_attacks_ammo_type_arcane_fire	False
cf_akshina_ambushers_dual_axes	nanu_dynamic_ror_ability_all_ensorcelled_weapons_magic_attacks_ammo_type_magic	False
cf_akshina_ambushers_dual_axes	nanu_dynamic_ror_ability_all_ensorcelled_weapons_piercing_magic_attacks_ammo_type_magic	False
cf_akshina_ambushers_dual_axes	nanu_dynamic_ror_ability_all_ensorcelled_weapons_poison_contact_magic_attacks_ammo_type_poison	False
cf_akshina_ambushers_dual_axes	nanu_dynamic_ror_ability_all_field_medic_encourage	False
cf_akshina_ambushers_dual_axes	nanu_dynamic_ror_ability_all_freezing_aura_contact_freezing_attacks_ammo_type_frozen	False
