unit	purchasable_effect	is_exclusive
#unit_purchasable_effect_sets_tables;0;db/unit_purchasable_effect_sets_tables/!!!@exp_roster_compilation
dec_bestigor_dual_axe	nanu_dynamic_ror_ability_all_arcane_blast	False
dec_bestigor_dual_axe	nanu_dynamic_ror_ability_all_arcane_blast_magic_attacks_ammo_type_magic	False
dec_bestigor_dual_axe	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_flaming_arcane_fire_attacks_ammo_type_arcane_fire	False
dec_bestigor_dual_axe	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_magic_attacks_ammo_type_magic	False
dec_bestigor_dual_axe	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_piercing_magic_attacks_ammo_type_magic	False
dec_bestigor_dual_axe	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_poison_contact_magic_attacks_ammo_type_poison	False
dec_bestigor_dual_axe	nanu_dynamic_ror_ability_all_aura_of_healing	False
dec_bestigor_dual_axe	nanu_dynamic_ror_ability_all_aura_of_hexing	False
dec_bestigor_dual_axe	nanu_dynamic_ror_ability_all_barrier_boost	False
dec_bestigor_dual_axe	nanu_dynamic_ror_ability_all_chain_lightining_urannons_thunderbolt	False
dec_bestigor_dual_axe	nanu_dynamic_ror_ability_all_chain_lightning	False
dec_bestigor_dual_axe	nanu_dynamic_ror_ability_all_ensorcelled_weapons_flaming_arcane_fire_attacks_ammo_type_arcane_fire	False
dec_bestigor_dual_axe	nanu_dynamic_ror_ability_all_ensorcelled_weapons_magic_attacks_ammo_type_magic	False
dec_bestigor_dual_axe	nanu_dynamic_ror_ability_all_ensorcelled_weapons_piercing_magic_attacks_ammo_type_magic	False
dec_bestigor_dual_axe	nanu_dynamic_ror_ability_all_ensorcelled_weapons_poison_contact_magic_attacks_ammo_type_poison	False
dec_bestigor_dual_axe	nanu_dynamic_ror_ability_all_field_medic_encourage	False
dec_bestigor_dual_axe	nanu_dynamic_ror_ability_all_freezing_aura_contact_freezing_attacks_ammo_type_frozen	False
dec_bestigor_dual_axe	nanu_dynamic_ror_ability_all_freezing_aura_contact_frostbite_attacks_ammo_type_frozen	False
