key	skeleton
#battle_animations_table_tables;0;db/battle_animations_table_tables/!!!!!!!2xunitsize_compat_bodyguards_allinone_en
chd_zhatan_war_machine1	locomotive01
dwf_bodyguard_crankgun_and_2handed_hammer	humanoid03
dwf_bodyguard_golem_glow	giant01
dwf_bodyguard_golem_staff	giant01
hu1_cathay_automaton_spear_and_shield	humanoid01
hu1_dlc25_empire_sword_repeater_rifle	humanoid01
hu1e_cth_war_drum_crossbow	humanoid01e
laf_hu23_tiger_warrior_axe_and_shield	humanoid23
laf_hu23_tiger_warrior_dual_kataras	humanoid23
ogr_bodyguard_mournfang_2handed_sword	humanoid13
ogr_bodyguard_mournfang_sword	humanoid13
ogr_bodyguard_mournfang_sword_and_ironfist	humanoid13
skv_warlock_master_main	humanoid17
