key	text	tooltip
#Loc;1;text/@@@RHD_Skaven_Overhaul_common_effect.loc		
effects_description_wh2_main_effect_force_stat_reload_time_reduction_skv_weaponteams	Reload time reduction: Weapon Teams units %+n%	false
effects_description_wh2_main_effect_tech_upkeep_reduction_skv_weaponteams	Upkeep: Weapon Teams units %+n%	false
effects_description_wh2_main_effect_force_stat_range_skv_weaponteams	Range: Weapon Teams units %+n%	false
effects_description_wh2_main_effect_force_stat_missile_damage_skv_weaponteams	Missile strength: Weapon Teams units %+n%	false
effects_description_wh2_main_effect_force_stat_armour_skv_weaponteam	Armour: Weapon Teams units (excluding Warplock Jezzails) %+n	false
effects_description_wh2_dlc12_effect_unit_xp_levels_skv_weapons_teams	Recruit rank: Weapon Teams units (excluding Warplock Jezzails) %+n	false
effects_description_wh2_main_effect_tech_unit_xp_levels_skv_weaponteams	Recruit rank: Weapon Teams units %+n	false
effects_description_wh2_main_effect_force_stat_ammunition_skv_infantry	Ammunition: Infantry and Weapon Teams units %+n%	false
effects_description_wh2_main_effect_force_stat_ammunition_skv_weaponteams	Ammunition: Weapon Teams units %+n%	false
effects_description_rhd_effect_character_stat_reload_time_increase_25	Reload time increased: +25%%	false
effects_description_rhd_effect_character_stat_reload_time_increase_50	Reload time increased: +50%%	false
effects_description_rhd_effect_recruitment_cost_reduction_skv_weaponteam	Recruitment cost: Weapon Teams units %+n%	false
effects_description_rhd_effect_ritual_ikit_workshop_tesla_upgrade_0	Reload time reduction: Warlock Engineer units %+n%	false
effects_description_rhd_effect_ritual_ikit_workshop_tesla_upgrade_1	Missile strength: Warlock Engineer units %+n%	false
effects_description_rhd_effect_ritual_ikit_workshop_tesla_upgrade_2	Range: Warlock Engineer units %+n%	false
effects_description_rhd_effect_ritual_ikit_workshop_tesla_upgrade_3	Bonus vs Large: Warlock Engineer units %+n	false
effects_description_rhd_effect_ritual_ikit_workshop_tesla_upgrade_4	Ward save: Warlock Engineer units %n%	false
effects_description_rhd_effect_warpstone_upgrade_ammo_debuff_description	This unit will no longer be able to use its original ammunition type!	false
effects_description_rhd_effect_warpstone_upgrade_ability_debuff_description	This unit will no longer be able to use its original abilities!	false
effects_description_rhd_effect_warpstone_upgrade_ammotype_ratling_0	Ratling Gun Weapon Teams ammunition type changes to "Armour-Piercing Rounds" (increases range and armour-piercing bonus)	false
effects_description_rhd_effect_warpstone_upgrade_ammotype_jezzails_0	Warplock Jezzails ammunition type changes to "Viper Fang Rounds" (increases bonus to ranged contact effects)	false
effects_description_rhd_effect_warpstone_upgrade_ammotype_jezzails_1	Warplock Jezzails ammunition type changes to "Death Shriek Rounds" (increases leadership reduction contact effect bonus)	false
effects_description_rhd_effect_warpstone_upgrade_ammotype_jezzails_2	Warplock Jezzails ammunition type changes to "Soul-Corrosion Shard Rounds" (increases bonus vs Large and armour sundering)	false
effects_description_rhd_effect_warpstone_upgrade_enable_ability_skv_death_explosion_globe	Passive ability: "Corrosive Miasma"	false
effects_description_rhd_effect_warpstone_upgrade_enable_unit_contact_warpstone_fire	Warpstone Incineration!	false
effects_description_rhd_effect_warpstone_upgrade_enable_ability_skv_warpfire_thrower_missile_0	Ability: "Explosive Conflagration Stream"	false
effects_description_rhd_effect_warpstone_upgrade_enable_ability_skv_warpfire_thrower_missile_1	Abilities: "Cyclone Strike" and "Cyclone Bombardment"	false
effects_description_rhd_effect_warpstone_upgrade_enable_ability_skv_warp_grinder_ranged_ability	Abilities: "Phased Seismic Snare" and "Phased Warp Quake"	false
effects_description_rhd_effect_warpstone_upgrade_enable_ability_skv_warp_grinder_large_ability	Abilities: "Greater Seismic Snare" and "Greater Warp Quake"	false
effects_description_rhd_effect_warpstone_upgrade_enable_ability_skv_warp_grinder_replace_ability	Passive ability: "Disintegration Field"	false
effects_description_rhd_effect_warpstone_upgrade_ammotype_mortar_0	Poisoned Wind Mortar ammunition type changes to "Poisoned Wind Missile" (increases bonus vs Large and enables tracking)	false
effects_description_rhd_effect_warpstone_upgrade_ammotype_mortar_1	Poisoned Wind Mortar ammunition type changes to "Warpfire Incendiary Bomb" (leaves a vortex on the ground)	false
effects_description_rhd_effect_warpstone_upgrade_ammotype_mortar_2	Poisoned Wind Mortar ammunition no longer causes friendly fire	false
effects_description_rhd_effect_warpstone_upgrade_enable_ability_skv_death_explosion_doomflayer	Ability: "Warp Nova"	false
effects_description_rhd_effect_warpstone_upgrade_enable_ability_skv_tesla_trooper_protective_field	Passive ability: "Protective Field"	false
effects_description_rhd_effect_warpstone_upgrade_enable_ability_skv_doomflayer_unstable_structure	Passive ability: "Unstable Structure"	false
effects_description_rhd_effect_warpstone_upgrade_enable_ability_skv_doomwheel_disintegration	Passive ability: "Bio-Disintegration"	false
effects_description_effect_enable_rhd_tech_skv_skryre_1	Enable Poisoned Wind Globadiers upgrades	false
effects_description_effect_enable_rhd_tech_skv_skryre_2	Enable Warplock Jezzails upgrades	false
effects_description_effect_enable_rhd_tech_skv_skryre_3	Enable Warp-Grinder upgrades	false
effects_description_effect_enable_rhd_tech_skv_skryre_4	Enable Ratling Gun upgrades	false
effects_description_effect_enable_rhd_tech_skv_skryre_5	Enable Poisoned Wind Mortar upgrades	false
effects_description_effect_enable_rhd_tech_skv_skryre_6	Enable Doom-Flayer upgrades	false
effects_description_effect_enable_rhd_tech_skv_skryre_7	Enable Warpfire Thrower upgrades	false
effects_description_effect_enable_rhd_tech_skv_skryre_8	Enable Warlock Engineer upgrades	false
effects_description_effect_enable_rhd_tech_skv_skryre_9	Enable Doomwheel upgrades	false
effects_description_ghs_skv_weaponteam_ranged_damage	Missile strength: %+n%	false
effects_description_ghs_skv_weaponteam_ammo_character	Ammunition: %+n%	false
effects_description_ghs_skv_weaponteam_reload	Reload time reduction: %+n%	false
