key	text	tooltip
#Loc;1;text/@@@yuwen.loc		
land_units_onscreen_name_ghs_main_cth_cha_xiaoxiao	"Candleflame General" Xiao Xiao	false
land_units_onscreen_name_ghs_main_cth_cha_xiaoxiao_flooddragon	"Candleflame General" Xiao Xiao	false
land_units_onscreen_name_ghs_main_cth_cha_xiaoxiao_1	"Candleflame General" Xiao Xiao	false
land_units_onscreen_name_ghs_main_cth_cha_xiaoxiao_flooddragon_1	"Candleflame General" Xiao Xiao	false
unit_description_short_texts_text_cth_xiaoxiao	Candleflame General Xiao Xiao stands foremost among the Dragon-Blooded—peerless in valour, unmatched in martial might.	false
unit_description_historical_texts_text_cth_xiaoxiao	Xiao Xiao stands foremost among the Dragon-Blooded and holds the rank of Vast Heaven General. As a descendant and favoured disciple of the Lord of Shangyang, he tempered his body from childhood through the "Cinnabar Furnace Body-Refinement Method", forging sinews and veins until vast magical power flowed within him—of the same blazing origin as the Vermilion Bird’s sacred flames. His martial prowess stands unrivalled across the armies of the west, and generals of the Western Defence praise him as “invincible in valour, before whom treachery and corruption retreat.” Among his peers, only Xuan Lie’s raw ferocity ever forced him onto the back foot. Upon Zhao Ming’s command to serve under Miao Ying as campaign overseer, Xiao Xiao came to deeply admire the Storm Dragon’s wisdom and vision, and under her leadership he helped repel Chaos incursions time and again beyond the Great Bastion.	false
agent_subtypes_onscreen_name_override_ghs_main_cth_cha_xiaoxiao	Legendary Lord	false
names_name_2025010201	Candleflame General	false
names_name_2025010202	Xiao Xiao	false
unit_abilities_onscreen_name_cth_xiaoxiao_flooddragon	Phoenix Dance Art	false
unit_abilities_onscreen_name_cth_xiaoxiao_flooddragon_1	Phoenix Dance Art	false
unit_abilities_tooltip_text_cth_xiaoxiao_flooddragon	As the winds rise, flames surge skyward; when the feathers fall, ironwood is crushed beneath them.	false
unit_abilities_tooltip_text_cth_xiaoxiao_flooddragon_1	As the winds rise, flames surge skyward; when the feathers fall, ironwood is crushed beneath them.	false
