key	precursor	default_projectile	audio_type	use_secondary_ammo_pool	hide_secondary_range_ammo_statistics_ui
#missile_weapons_tables;12;db/missile_weapons_tables/!!!cf-Ksl-units
cf_gryphon_legion_bow	false	cf_gryphon_legion_bow	bow	false	false
cf_ice_guard_missile_cav	false	cf_ice_guard_missile_cav	bow	false	false
cf_molotov	false	cf_molotov		false	false
cf_sibyrian_hunters	false	cf_sibyrian_hunters_arrow	bow	false	false
cf_streltsi_blunderbuss	false	cf_streltsi_blunderbuss	blunderbuss	false	false
cf_throwing_axe	false	cf_throwing_axe		false	false
cf_throwing_javelin	false	cf_throwing_javelin		false	false
wh3_main_ksl_little_grom_mortar	false	wh3_main_ksl_little_grom_mortar	grand_cannon	false	false
wh3_main_ksl_little_grom_rockets	false	wh3_main_ksl_little_grom_rockets	rocket_battery	false	false
wh3_main_ksl_sled_blunderbuss	false	wh3_ksl_sled_blunderbuss_bullet	blunderbuss	false	false
