key	precursor	default_projectile	audio_type	use_secondary_ammo_pool	hide_secondary_range_ammo_statistics_ui
#missile_weapons_tables;12;db/missile_weapons_tables/!!!!!_sartosa_overhaul
cathay_pirate_crossbow	false	cathay_pirate_crossbow_bolt	crossbow	false	false
sartosa_buccaneer_blunderbuss	false	sartosa_blunderbuss_bullet	hand_cannon	false	false
sartosa_buccaneer_deck_gun	false	sartosa_buccaneer_deck_gun_bullet	repeater_rifle	false	false
sartosa_buccaneer_drakegun	false	sartosa_buccaneer_drakegun_flame	drakegun	false	false
sartosa_buccaneer_grenade	true	wh2_dlc11_cst_bomb	none	false	false
sartosa_buccaneer_pistol	false	sartosa_buccaneer_pistol_bullet	pistol	false	false
sartosa_buccaneer_torpedo	false	sartosa_buccaneer_torpedo	troll_hammer	false	false
sartosa_handgun	false	sartosa_rifle_bullet	repeater_gun	false	false
sartosa_privateer_pistol	false	sartosa_privateer_bullet	pistol	false	false
sartosa_rifle_promethean_bullet	false	sartosa_rifle_promethean_bullet	repeater_gun_LH	false	false
sartosa_saboteur_bomb	false	sartosa_saboteur_bomb		false	false
sartosa_whaler_javelin	true	sartosa_whaler_javelin	none	false	false
