key	skeleton
#battle_animations_table_tables;0;db/battle_animations_table_tables/!!!17C_Deithland_Main
emp_pyretitan_autodragon_cannon	humanoid13
emp_pyretitan_halberd_ranged	humanoid13
emp_pyretitan_mortar	humanoid13
emp_pyretitan_zweishot	humanoid13
engine_emp_gottzorn	gottzornnew01
hu1_emp_anvilmane_rider_lance	humanoid01
hu1_emp_anvilmane_rider_rifle	humanoid01
hu1_emp_arbalest	humanoid01c
hu1_emp_gonner_multishot	humanoid01
hu1_emp_hellbore	humanoid01c
hu1_emp_mortar_musket	humanoid01c
hu1_emp_pyrehulk_crew	humanoid01
hu1c_emp_pyrehulk_fusilaxe	humanoid01c
hu1c_emp_pyrehulk_volley	humanoid01c
