key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person	ar_unit_category	healing_power	spell_mastery	infinite_secondary_ammo	default_guard_mode
#land_units_tables;54;db/land_units_tables/!!!!!!!2xunitsize_compat_!kitties
2hswtiga	10	wh2_main_heavy_metal_110	2100	inf_melee	40	inf_mel	2hswtiga	2hswtiga	artiga	37	37	75	165		0	2hsw_melee	bola_tiga	6	none	2hswtiga	wh_main_infantry_large_very_chaotic	trained			false	40.0000	1500.0000	kittyheavy2hsw	60	80	0	vo_sel_beastmen_razorgor	vo_sel_default	vo_sel_culture	1.0000	small	0	1	0	0	0	0	0	0	hybrid_melee	true	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false	false
arshieldtiga	10	wh2_main_heavy_metal_110	2100	inf_melee	38	inf_mel	arshieldtiga	armorshieldtiga	artigaheavy	35	45	75	165		0	shieldtiga_melee	bola_tiga	6	wh_missile_block_65_metal	arshieldtiga	leo_spacing	trained			false	40.0000	1500.0000	kittyheavy	60	80	0	vo_sel_beastmen_razorgor	vo_sel_default	vo_sel_culture	1.0000	small	0	1	0	0	0	0	30	0	hybrid_melee	true	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false	false
berstiga	10	wh2_main_leather_40	2100	inf_melee	74	inf_mel	berstiga	berstiga	berstiga	52	30	300	165		0	berstiga_melee		6	none	berstiga	leo_spacing	trained			false	40.0000	1500.0000	kittybers	60	80	0	vo_sel_beastmen_razorgor	vo_sel_default	vo_sel_culture	1.0000	small	0	0	0	0	0	0	0	0	hybrid_melee	true	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false	false
boss_1ele	10	wh2_main_body_50	2100	inf_melee	50	com	boss_1ele	ele1shield	1ele	50	52	95	17800		0	1ele_melee		2	wh_missile_block_65_metal	boss_1ele	wh_main_monster	trained			true	40.0000	1500.0000	eles1pal	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0000	large	0	0	0	25	0	0	0	0	melee_highvalue	false	true	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
boss_morash	10	wh2_main_body_90	2100	inf_melee	36	com	wh_dlc05_unit_long_text_wef_durthu	morash1	wh_dlc05_wef_cha_durthu	65	28	300	18100		0	morash_melee	nuran_bolt_morash	2	none	wh_dlc05_unit_short_text_wef_durthu	wh_main_monster	trained			false	40.0000	1500.0000	boss_morash	60	80	0	vo_sel_default	vo_sel_default	vo_sel_culture	1.0000	elves_wef_large	0	16	-10	0	0	0	0	0	melee_gatecrusher_highvalue	false	true	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
boss_nuran	10	wh2_main_leather_35	2100	inf_melee	50	com	cthcommander	nuran	boss_nuran	52	40	300	10100		0	nuran_melee	nuran_bolt	2	none	cthcommander	wh_main_hero	trained			false	40.0000	1500.0000	boss_nuran	60	80	0	vo_sel_beastmen_razorgor	vo_sel_default	vo_sel_culture	1.0000	small	0	14	0	0	0	0	0	0	hybrid_melee	true	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false	false
boss_yashran	10	wh2_main_leather_35	2100	inf_melee	56	com	cthcommander	yashran	boss_yashran	60	40	75	11200		0	yashran_melee	yashran_bomb	2	none	cthcommander	wh_main_hero	trained			false	40.0000	1500.0000	boss_yashran	60	80	0	vo_sel_beastmen_razorgor	vo_sel_default	vo_sel_culture	1.0000	small	0	6	0	0	0	0	0	0	melee_highvalue	true	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false	false
boss_yashran_shade	10	wh_main_body_0	2100	inf_melee	60	com	cthcommander	yashran_shade	boss_yashran_shade	80	30	300	10100		0	yashran_shade_melee		6	none	cthcommander	wh_main_hero	trained			false	40.0000	1500.0000	boss_yashran_shade	60	80	0	vo_sel_beastmen_razorgor	vo_sel_default	vo_sel_culture	1.0000	small	0	0	0	0	0	60	0	0	melee_highvalue	true	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false	false
commandertiga	10	wh2_main_heavy_metal_120	2100	inf_melee	36	com	commandertiga	commandertiga	commandertiga	52	50	85	10000		0	commandertiga_melee	commandertiga_missile	6	wh_missile_block_70_metal	commandertiga	wh_main_hero	trained			false	40.0000	1500.0000	kittyheavyhero	60	80	0	vo_sel_beastmen_razorgor	vo_sel_default	vo_sel_culture	1.0000	small	0	21	0	0	0	0	30	0	hybrid_melee	true	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false	false
