key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person	ar_unit_category	healing_power	spell_mastery	infinite_secondary_ammo	default_guard_mode
#land_units_tables;54;db/land_units_tables/!!!!!!!2xunitsize_compat_@Deer24batuoniya
BJQS	10	wh2_main_plate_90	2100	inf_melee	20	inf_mel	wh_dlc07_unit_long_text_brt_foot_squires	hu1_empire_sword_and_shield	wh_main_infantry_slow_blood_dismembers	44	50	80	102		0	QSsword		12	wh_missile_block_35_metal	BJQS	wh_main_infantry	trained			true	40.0000	1500.0000	BTQS_attributes	60	80	0	vo_sel_bretonnian_foot_squires	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false	false
BJQS_RIDER	10	wh2_main_plate_90	2100	cavalry	50	cav_shk	wh_main_unit_long_text_brt_knights_of_the_realm	hu1_empire_hr1_warhorse_lance_sword_shield	wh_main_cavalry_rider_standard_blood	44	50	85	116	wh_main_brt_mnt_warhorse_legendary	120	QSsword		8	wh_missile_block_35_metal	BJQS	wh_main_cavalry_ordered	trained			true	40.0000	1500.0000	wh_dlc07_brt_cav_questing_knights_0	60	80	0	vo_sel_bretonnian_knights_realm	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	0	0	0	0	0	0	melee_flanker_shock	false	false	false	false	low	low	domination_cav				1.0000	1.0000	false	false
BT	10	wh2_main_plate_70	2100	inf_melee	16	inf_mel	wh_dlc07_unit_long_text_brt_foot_squires	hu1_empire_sword_and_shield	wh_main_infantry_slow_blood_dismembers	38	35	70	59		0	BTsword		12	wh_missile_block_35_metal	BT	wh_main_infantry	trained			true	40.0000	1500.0000	wh_dlc07_brt_inf_foot_squires_0	60	80	0	vo_sel_bretonnian_foot_squires	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false	false
BT1	10	wh2_main_plate_70	2100	inf_melee	10	inf_mel	wh_dlc07_unit_long_text_brt_foot_squires	hu1_empire_spear_and_shield	wh_main_infantry_slow_blood_dismembers	32	44	70	59		0	BTlance		12	wh_missile_block_35_metal	BT	wh_main_infantry	trained			true	40.0000	1500.0000	wh_main_brt_inf_men_at_arms	60	80	0	vo_sel_bretonnian_foot_squires	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false	false
BTCGS	10	wh2_main_plate_70	2100	inf_ranged	6	inf_mis	wh_main_unit_long_text_brt_peasant_bowmen	hu1_bretonnian_sword_and_longbow	wh_main_infantry_standard_blood_dismembers	34	34	70	56		0	wh_main_brt_sword_short	BTCGSBOW	12	none	BT	wh_main_infantry_ranged	trained			true	40.0000	1500.0000	wh_dlc07_brt_inf_foot_squires_0	80	120	0	vo_sel_bretonnian_peasant_bowmen	vo_sel_missile	vo_sel_culture	1.0000	small	0	22	0	0	0	0	0	0	ranged	true	true	false	false	medium	medium	domination_infantry_expendable				1.0000	1.0000	false	false
CBWD	10	wh2_main_plate_90	2100	inf_melee	16	inf_mel	wh_dlc07_unit_long_text_brt_foot_squires	hu1_tomb_sword_and_shield	wh_main_infantry_slow_blood_dismembers	36	50	80	64		0	QSsword		12	wh_missile_block_35_metal	CBWD	wh_main_infantry	trained			true	40.0000	1500.0000	wh_dlc07_brt_inf_foot_squires_0	60	80	0	vo_sel_bretonnian_foot_squires	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false	false
CBWD1	10	wh2_main_plate_90	2100	inf_melee	10	inf_mel	wh_dlc07_unit_long_text_brt_foot_squires	hu1_tomb_halberd_and_shield	wh_main_infantry_slow_blood_dismembers	42	46	80	63		0	QShalberd		12	wh_missile_block_35_metal	CBWD	wh_main_infantry	trained			true	40.0000	1500.0000	wh_main_brt_inf_men_at_arms	60	80	0	vo_sel_bretonnian_foot_squires	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false	false
CGS	10	wh2_main_plate_60	2100	inf_ranged	4	inf_mis	wh_main_unit_long_text_brt_peasant_bowmen	hu1_bretonnian_sword_and_longbow	wh_main_infantry_standard_light_blood_dismembers	28	30	70	54		0	wh_main_brt_sword_short	CGSBOW	12	none	BT	wh_main_infantry_ranged	trained			true	40.0000	1500.0000	wh_dlc07_brt_inf_foot_squires_0	80	120	0	vo_sel_bretonnian_peasant_bowmen	vo_sel_missile	vo_sel_culture	1.0000	small	0	22	0	0	0	0	0	0	ranged	true	true	false	false	medium	medium	domination_infantry_expendable				1.0000	1.0000	false	false
FMQS	10	wh2_main_plate_90	2100	inf_melee	20	inf_mel	wh_dlc07_unit_long_text_brt_foot_squires	hu1_empire_spear_and_shield	wh_main_infantry_slow_blood_dismembers	45	45	80	102		0	FMQSLANCE		12	wh_missile_block_35_metal	FMQS	wh_main_infantry	trained			true	40.0000	1500.0000	BTQS_attributes	60	80	0	vo_sel_bretonnian_foot_squires	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false	false
