key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person	ar_unit_category	healing_power	spell_mastery	infinite_secondary_ammo	default_guard_mode
#land_units_tables;54;db/land_units_tables/!!!!!!!2xunitsize_compat_ab_unwashed_masses
gnob_cav_pigback_riders	10	wh2_main_leather_25	2100	war_beast	12	cav_mel	gnob_cav_pigback_riders	mixu_hu5_pigback_rider	wh_main_grn_inf_goblin_cav_blood	24	30	45	96	gnob_cav_pigback_riders	200	gnob_pigback_riders		16	wh_missile_block_30_wood	gnob_cav_pigback_riders	wh_main_cavalry_chaotic	trained			true	40.0000	1500.0000	wh3_main_ogr_inf_gnoblars_0	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	0	0	0	0	0	0	melee_cav	false	false	false	false	medium	medium	domination_cav			melee	1.0000	1.0000	false	false
gnob_cav_pigback_riders_javelin	10	wh2_main_leather_15	2100	war_beast	30	cav_mis	gnob_cav_pigback_riders	mixu_hu5_pigback_rider_javelin	wh_main_grn_inf_goblin_cav_blood	30	24	55	64	gnob_cav_pigback_riders_javelin	200	gnob_pigback_riders_javelin	gnob_pigback_riders_javelin	16	none	gnob_cav_pigback_riders	wh_main_cavalry_chaotic	trained			true	40.0000	1500.0000	gnob_cav_pigback_riders_javelin_attributes	60	80	0	vo_sel_ogr_gnoblar_pigback_riders	vo_sel_generic	vo_sel_culture	1.0000	small	0	22	0	0	0	0	0	0	ranged_cav_harasser	true	true	false	false	medium	medium	domination_infantry			archer	1.0000	1.0000	false	false
gnob_cav_sabretusk_riders	10	wh2_main_leather_30	2100	war_beast	48	cav_mel	gnob_cav_sabretusk_riders	mixu_hu5_bloodnose_bc4_sabretusk	wh_main_grn_inf_goblin_cav_blood	45	38	65	135	gnob_sabretusk_bloodnose	96	gnob_sabretusk_riders	gnob_sabretusk_riders_throwing_dagger	10	none	gnob_cav_sabretusk_riders	wh_main_cavalry_very_chaotic	trained			true	40.0000	1500.0000	gnob_cav_sabretusk_riders	60	80	10	vo_sel_melee	vo_sel_generic	vo_sel_culture	1.0000	large	0	4	0	0	0	0	0	0	melee_flanker_shock	false	false	false	false	medium	medium	domination_cav			melee	1.0000	1.0000	false	false
gnob_cha_bloodnose	10	wh2_main_leather_15	2100	inf_melee	18	com	gnob_cha_bloodnose	mixu_hu5_bloodnose_throwing_knives	gnob_cha_bloodnose	28	38	60	7440		0	gnob_bloodnose_sword	gnob_bloodnose_throwing_dagger	2	none	gnob_cha_bloodnose	wh_main_hero	trained			true	40.0000	1500.0000	gnob_cha_bloodnose_attributes	60	80	10	vo_sel_ranged	vo_sel_generic	vo_sel_culture	1.0000	small	0	20	0	0	0	0	15	0	hybrid_highvalue	true	true	false	false	high	high	domination_characters			archer	1.0000	1.0000	false	false
gnob_cha_bloodnose_sabretusk	10	wh2_main_leather_30	2100	war_beast	45	com	gnob_cha_bloodnose	mixu_hu5_bloodnose_bc4_sabretusk	wh_main_grn_cha_goblin_hero_blood_dismembers	42	32	60	8240	gnob_sabretusk_bloodnose	1	gnob_bloodnose_sabretusk	gnob_bloodnose_throwing_dagger	2	none	gnob_cha_bloodnose	wh_main_hero	trained			true	40.0000	1500.0000	gnob_cha_bloodnose_sabretusk_attributes	60	80	10	vo_sel_ranged	vo_sel_generic	vo_sel_culture	1.0000	large	0	20	0	0	0	0	15	0	melee_flanker_shock	true	false	false	false	high	high	domination_characters			archer	1.0000	1.0000	false	false
gnob_cha_bonechewer_beasts	10	wh2_main_leather_15	2100	inf_melee	20	com	gnob_cha_bonechewer	hu5_goblin_staff_and_sword	wh_main_grn_cha_goblin_hero_blood_dismembers	24	26	55	6824		0	gnob_bonechewer_sword		2	none	gnob_cha_bonechewer	wh_main_grn_goblin_infantry_standard	trained			true	40.0000	1500.0000	gnob_character_attributes	60	80	0	vo_sel_default	vo_sel_default	vo_sel_culture	1.0000	small	0	0	0	0	0	0	15	0	mage_highvalue	false	true	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
gnob_cha_bonechewer_cauldron_beasts	10	wh2_main_body_50	2100	war_machine	80	com	gnob_cha_bonechewer	hu5_pr09_wb_sp1_arachnarok_staff_and_sword	wh_main_grn_cha_goblin_hero_blood_dismembers	28	26	55	8536	gnob_sabretusk_chariot	4	gnob_bonechewer_chariot		2	none	gnob_cha_bonechewer	wh_main_chariot	trained	wh_dlc03_bst_razorgor_chariot	gnob_cauldron	true	40.0000	1500.0000	gnob_character_attributes	60	80	0	vo_sel_default	vo_sel_default	vo_sel_culture	1.0000	large	0	0	0	0	1	0	15	0	melee_flanker_shock_highvalue	false	false	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
gnob_cha_bonechewer_cauldron_death	10	wh2_main_body_50	2100	war_machine	80	com	gnob_cha_bonechewer	hu5_pr09_wb_sp1_arachnarok_staff_and_sword	wh_main_grn_cha_goblin_hero_blood_dismembers	28	26	55	8536	gnob_sabretusk_chariot	4	gnob_bonechewer_chariot		2	none	gnob_cha_bonechewer	wh_main_chariot	trained	wh_dlc03_bst_razorgor_chariot	gnob_cauldron	true	40.0000	1500.0000	gnob_character_attributes	60	80	0	vo_sel_default	vo_sel_default	vo_sel_culture	1.0000	large	0	0	0	0	1	0	15	0	melee_flanker_shock_highvalue	false	false	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
gnob_cha_bonechewer_cauldron_great_maw	10	wh2_main_body_50	2100	war_machine	80	com	gnob_cha_bonechewer	hu5_pr09_wb_sp1_arachnarok_staff_and_sword	wh_main_grn_cha_goblin_hero_blood_dismembers	28	26	55	8536	gnob_sabretusk_chariot	4	gnob_bonechewer_chariot		2	none	gnob_cha_bonechewer	wh_main_chariot	trained	wh_dlc03_bst_razorgor_chariot	gnob_cauldron	true	40.0000	1500.0000	gnob_character_attributes	60	80	0	vo_sel_default	vo_sel_default	vo_sel_culture	1.0000	large	0	0	0	0	1	0	15	0	melee_flanker_shock_highvalue	false	false	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
