unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
#main_units_tables;7;db/main_units_tables/!!!ovn_grudgebringers
azguz_bloodfist_dwarf_warriors		1	melee_infantry	1	false	azguz_bloodfist_dwarf_warriors	100	1	700	wh_main_shp_transport	1	1	100	700	175	heavy		0	false	wh_main_vo_culture_Dwarf	azguz_bloodfist_dwarf_warriors	2	false	dwf_warrior_30_degrees		false		700.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Dwarf_Infantry	0	true	false	1	false	false		0.0000	true	1	false
black_avangers		1	melee_infantry	1	false	black_avangers	160	1	425	wh_main_shp_transport	1	1	160	425	106	medium		0	false	wh_main_vo_culture_Empire	black_avangers	2	false	emp_soldier_15_degrees		false		425.0000	0.0000	false	vo_culture_None	false	wh2_dlc11_vo_actor_Generic_Human	0	true	false	1	false	false		0.0000	true	1	false
boris_von_raukov_4th_nuln_halberdiers		1	melee_infantry	1	false	boris_von_raukov_4th_nuln_halberdiers	120	1	825	wh_main_shp_transport	1	1	120	825	206	medium		0	false	wh_main_vo_culture_Empire	boris_von_raukov_4th_nuln_halberdiers	2	false	emp_soldier_15_degrees		false		825.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	1	false	false		0.0000	true	1	false
carlsson_cavalry		1	melee_cavalry	1	false	carlsson_cavalry	60	1	900	wh_main_shp_transport	1	1	60	900	225	medium		0	false	wh_main_vo_culture_Bretonnian	carlsson_cavalry	2	false	emp_reiksguard		false		900.0000	0.0000	false	vo_culture_None	false	wh2_dlc11_vo_actor_Generic_Human	0	true	false	1	false	false		0.0000	true	1	false
carlsson_guard		1	melee_infantry	1	false	carlsson_guard	120	1	550	wh_main_shp_transport	1	1	120	550	138	medium		0	false	wh_main_vo_culture_Bretonnian	carlsson_guard	2	false	emp_soldier_15_degrees		false		550.0000	0.0000	false	vo_culture_None	false	wh2_dlc11_vo_actor_Generic_Human	0	true	false	1	false	false		0.0000	true	1	false
countess_guard		1	melee_infantry	1	false	countess_guard	100	1	850	wh_main_shp_transport	1	1	100	850	213	medium		0	false	wh_main_vo_culture_Empire	countess_guard	2	false	emp_soldier_15_degrees		false		850.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	1	false	false		0.0000	true	1	false
dargrimm_firebeard_dwarf_warriors		1	melee_infantry	1	false	dargrimm_firebeard_dwarf_warriors	100	1	700	wh_main_shp_transport	1	1	100	700	175	heavy		0	false	wh_main_vo_culture_Dwarf	dargrimm_firebeard_dwarf_warriors	2	false	dwf_warrior_30_degrees		false		700.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Dwarf_Infantry	0	true	false	1	false	false		0.0000	true	1	false
dieter_schaeffer_carroburg_greatswords		1	melee_infantry	1	false	dieter_schaeffer_carroburg_greatswords	120	1	1150	wh_main_shp_transport	1	1	120	1150	288	medium		0	false	wh_main_vo_culture_Empire	dieter_schaeffer_carroburg_greatswords	3	false	emp_soldier_30_degrees		false		1150.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	1	false	false		0.0000	true	1	false
dwarf_envoy_dwarf_warriors		1	melee_infantry	1	false	dwarf_envoy_dwarf_warriors	100	1	975	wh_main_shp_transport	1	1	100	975	244	heavy		0	false	wh_main_vo_culture_Dwarf	dwarf_envoy_dwarf_warriors	2	false	dwf_warrior_30_degrees		false		975.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Dwarf_Infantry	0	true	false	1	false	false		0.0000	true	1	false
elrod_wood_elf_glade_guards		1	melee_infantry	1	false	elrod_wood_elf_glade_guards	100	1	800	wh_main_shp_transport	1	1	100	800	200	medium		0	false	wh_dlc05_vo_culture_Wood_Elves	elrod_wood_elf_glade_guards	2	false	wef_infantry_15_degrees		false		800.0000	0.0000	false	vo_culture_None	false	wh_dlc05_vo_actor_Wood_Elves_Male_Infantry	0	true	false	1	false	false		0.0000	true	1	false
