unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
#main_units_tables;7;db/main_units_tables/!!!shun_cth_unitpack
cth_inf_heralds_bwinds		4	melee_infantry	2	false	cth_inf_heralds_bwinds	100	0	1300	wh_main_shp_transport	1	1	100	1300	325	medium		0	true	wh3_main_vo_culture_Cathay	wh3_cp1_inf_guandao	3	false	cth_dragon_guard		false		1500.0000	0.0000	false	vo_culture_None	false	wh3_main_vo_actor_Cathay_Cathayunit_male	0	true	false	6	false	false		0.0000	true	1	false
cth_inf_onna_bushi		5	melee_cavalry	1	false	cth_inf_onna_bushi	60	0	1050	wh_main_shp_transport	1	1	60	1050	263	medium		0	true	wh3_main_vo_culture_Cathay	shock_cavalry	3	false	emp_reiksguard		false		1150.0000	0.0000	false	vo_culture_None	false	wh3_main_vo_actor_Cathay_Cathayunit_female	0	true	false	6	false	false		0.0000	true	1	false
cth_inf_onna_bushi_archers		4	missile_infantry	1	false	cth_inf_onna_bushi_archers	80	0	950	wh_main_shp_transport	1	1	80	950	238	medium		0	true	wh3_main_vo_culture_Cathay	wh3_main_ksl_bow_glaive_infantry	3	false	ksl_ice_guard		false		450.0000	600.0000	false	vo_culture_None	false	wh3_main_vo_actor_Cathay_Cathayunit_female	0	true	false	6	false	false		0.0000	true	1	false
cth_matchlock_samurai		5	missile_infantry	1	false	cth_matchlock_samurai	90	0	800	wh_main_shp_transport	1	1	90	850	225	light		0	true	wh3_main_vo_culture_Cathay	missile_infantry_rifle	2	false	cth_iron_hail_gunners		false		150.0000	650.0000	false	vo_culture_None	false	wh3_main_vo_actor_Cathay_Cathayunit_male	0	true	false	6	false	false		0.0000	true	1	false
cth_samurai_shun		5	melee_infantry	1	false	cth_samurai_shun	120	0	800	wh_main_shp_transport	1	1	120	800	225	medium		0	true	wh3_main_vo_culture_Cathay	infantry_sword_great	2	false	cth_dragon_guard		false		800.0000	0.0000	false	vo_culture_None	false	wh3_main_vo_actor_Cathay_Cathayunit_male	0	true	false	6	false	false		0.0000	true	1	false
shun_art_grand_cannon_0		4	warmachine	1	false	shun_art_grand_cannon_0	44	0	945	wh_main_shp_transport	1	1	44	1000	250	medium		0	true	wh3_main_vo_culture_Cathay	artillery_cannon	2	false	cth_cannon		false	composite_scene/porthole/cth_wm_grand_cannon_porthole_01.csc	100.0000	800.0000	true	vo_culture_None	false	wh3_main_vo_actor_Cathay_Cathayunit_female	0	true	false	6	false	false		0.0000	true	1	false
shun_azurestone_guardian		4	war_beast	1	false	shun_azurestone_guardian	1	0	1200	wh_main_shp_transport	1	1	1	1250	313	heavy		0	true	wh3_dlc24_vo_culture_jade_lion	wh3_dlc24_mon_guardian_lion	3	true	hef_war_lion		true		800.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	6	false	false		750.0000	true	1	false
shun_dragon_guard_skirmisher		4	missile_cavalry	1	false	shun_dragon_guard_skirmisher	60	0	1150	wh_main_shp_transport	1	1	60	1150	288	medium		0	true	wh3_main_vo_culture_Cathay	missile_cavalry_bow	3	false	emp_reiksguard		false		400.0000	750.0000	false	vo_culture_None	false	wh3_main_vo_actor_Cathay_Cathayunit_female	0	true	false	6	false	false		0.0000	true	1	false
shun_eastern_provinces_shieldmaidens		4	melee_infantry	2	false	shun_eastern_provinces_shieldmaidens	100	0	1000	wh_main_shp_transport	1	1	120	1050	263	medium		0	true	wh3_main_vo_culture_Cathay	infantry_sword	3	false	cth_dragon_guard		false		1100.0000	0.0000	false	vo_culture_None	false	wh3_main_vo_actor_Cathay_Cathayunit_female	0	true	false	6	false	false		0.0000	true	1	false
shun_tribe_huntsmen		18	melee_infantry	1	false	shun_tribe_huntsmen	140	0	475	wh_main_shp_transport	1	1	140	475	119	medium		0	true	wh3_main_vo_culture_Cathay	infantry_axe	1	false	cth_peasant_spearmen		false		350.0000	100.0000	false	vo_culture_None	false	wh3_main_vo_actor_Cathay_Cathayunit_male	0	true	false	6	false	false		0.0000	true	1	false
